ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
25133.0,4500,4500,5.99%,36 months,debt_consolidation,21.46%,NY,RENT,3644.83,765-769,8,1058,2.0,< 1 year
72072.0,3000,3000,14.09%,36 months,debt_consolidation,12.36%,NC,RENT,4789.33,680-684,9,1353,2.0,10+ years
43844.0,9000,9000,14.27%,36 months,debt_consolidation,18.74%,TX,RENT,5833.33,675-679,13,11637,3.0,8 years
60894.0,4000,4000,8.90%,36 months,credit_card,24.11%,FL,RENT,4583.33,705-709,17,11351,0.0,1 year
59206.0,10000,10000,17.27%,36 months,credit_card,21.84%,MI,MORTGAGE,2916.67,665-669,18,21245,0.0,10+ years
24426.0,6400,6400,15.99%,60 months,debt_consolidation,24.43%,NY,RENT,3500.0,690-694,9,973,0.0,4 years
91173.0,4325,4325,10.16%,36 months,debt_consolidation,1.79%,GA,MORTGAGE,11000.0,715-719,9,75,3.0,
56404.0,12000,12000,13.11%,36 months,debt_consolidation,17.04%,WA,MORTGAGE,4583.33,695-699,9,41871,0.0,3 years
75634.0,10000,10000,15.31%,36 months,debt_consolidation,10.40%,CA,RENT,9000.0,665-669,12,5141,0.0,10+ years
93296.0,12000,12000,10.16%,36 months,home_improvement,8.05%,MA,MORTGAGE,6250.0,720-724,9,11626,0.0,< 1 year
69885.0,6000,6000,12.12%,36 months,debt_consolidation,4.94%,WI,MORTGAGE,4333.33,690-694,12,9656,2.0,5 years
31787.0,2200,2200,13.49%,36 months,debt_consolidation,3.27%,WA,OWN,6666.67,700-704,2,10142,0.0,5 years
25600.0,12000,12000,19.69%,60 months,debt_consolidation,16.23%,NV,RENT,3376.0,665-669,12,8437,1.0,4 years
36576.0,3000,3000,7.90%,36 months,credit_card,22.03%,PA,MORTGAGE,5583.33,705-709,15,12968,0.0,3 years
81991.0,30000,30000,21.49%,60 months,debt_consolidation,16.89%,NY,MORTGAGE,13999.17,700-704,14,61579,0.0,10+ years
73434.0,10800,10800,12.12%,36 months,debt_consolidation,26.70%,NJ,RENT,5833.33,695-699,6,27585,0.0,5 years
50956.0,10500,10500,18.25%,36 months,debt_consolidation,11.52%,GA,MORTGAGE,8750.0,660-664,15,9984,3.0,8 years
45189.0,10000,10000,6.62%,36 months,debt_consolidation,5.49%,CA,MORTGAGE,10833.33,755-759,5,40827,0.0,7 years
80144.0,24000,23950,12.12%,36 months,debt_consolidation,26.68%,TX,MORTGAGE,5791.67,715-719,13,34104,0.0,10+ years
77251.0,16000,16000,14.09%,36 months,debt_consolidation,2.85%,CA,MORTGAGE,3333.33,690-694,6,3909,0.0,7 years
49782.0,15000,15000,13.99%,36 months,debt_consolidation,12.60%,MI,MORTGAGE,3500.0,705-709,7,13036,1.0,10+ years
101411.0,9500,9500,21.98%,36 months,other,16.01%,PA,RENT,4500.0,660-664,7,3673,1.0,3 years
81782.0,35000,35000,19.05%,36 months,debt_consolidation,15.75%,FL,MORTGAGE,18750.0,690-694,21,73813,1.0,4 years
71268.0,5000,5000,7.90%,36 months,debt_consolidation,21.82%,TX,MORTGAGE,4166.67,725-729,8,15502,1.0,
38833.0,15000,15000,11.71%,36 months,debt_consolidation,11.70%,FL,RENT,6250.0,700-704,6,6622,0.0,6 years
69249.0,5000,5000,15.31%,36 months,debt_consolidation,17.37%,GA,RENT,1750.0,675-679,3,10361,0.0,< 1 year
5299.0,19000,18975,11.14%,36 months,debt_consolidation,19.83%,CA,RENT,4548.83,775-779,12,33809,1.0,5 years
64769.0,25000,25000,7.62%,36 months,wedding,13.45%,NY,RENT,6750.0,750-754,16,17193,0.0,5 years
35250.0,8000,8000,12.69%,36 months,debt_consolidation,7.67%,AL,OWN,7916.67,685-689,4,1442,0.0,6 years
7007.0,9800,9675,8.59%,36 months,major_purchase,14.99%,HI,MORTGAGE,3583.33,760-764,12,5164,0.0,3 years
2577.0,6000,5975,8.00%,36 months,wedding,1.06%,NY,RENT,5000.0,765-769,6,7161,0.0,3 years
37863.0,10200,10200,12.42%,36 months,debt_consolidation,17.86%,CO,MORTGAGE,5833.33,705-709,9,9817,2.0,4 years
34551.0,10500,10500,6.62%,36 months,medical,16.26%,OK,MORTGAGE,4853.33,760-764,9,2816,1.0,3 years
53762.0,17500,17500,7.90%,36 months,small_business,7.97%,CA,RENT,5416.67,810-814,4,17,0.0,< 1 year
32323.0,4000,4000,19.03%,36 months,other,10.56%,CA,RENT,1600.0,685-689,2,299,0.0,6 years
49042.0,22000,22000,12.12%,36 months,debt_consolidation,16.93%,NY,RENT,3916.67,715-719,4,22142,0.0,1 year
100424.0,8000,8000,16.29%,36 months,credit_card,29.19%,IL,,6916.67,685-689,14,21498,2.0,4 years
75831.0,19125,19125,18.49%,60 months,other,29.10%,GA,RENT,4166.67,700-704,14,28108,3.0,6 years
67863.0,16000,16000,12.12%,36 months,debt_consolidation,18.23%,NY,RENT,4166.67,700-704,14,16309,0.0,1 year
103546.0,4500,4500,14.59%,36 months,vacation,17.35%,NY,OWN,6000.0,660-664,18,5197,4.0,2 years
50874.0,5800,5800,22.45%,60 months,other,11.86%,CA,RENT,1416.67,665-669,3,6077,2.0,6 years
101548.0,10000,525,14.70%,36 months,credit_card,6.37%,FL,RENT,5416.67,645-649,4,2211,6.0,< 1 year
80841.0,16750,16750,18.75%,36 months,debt_consolidation,8.84%,FL,MORTGAGE,5666.67,680-684,8,13567,1.0,4 years
65855.0,3600,3600,12.12%,36 months,debt_consolidation,27.16%,CA,OWN,3333.33,695-699,15,12153,1.0,10+ years
26919.0,10000,10000,15.62%,36 months,debt_consolidation,12.19%,NY,RENT,7500.0,670-674,12,17133,1.0,10+ years
31098.0,6000,6000,5.42%,36 months,vacation,1.51%,MD,OWN,4250.0,800-804,14,1838,0.0,10+ years
68962.0,10000,10000,7.62%,36 months,medical,13.26%,MN,MORTGAGE,7416.67,735-739,12,16297,2.0,10+ years
61493.0,10000,10000,17.77%,36 months,credit_card,5.80%,CO,RENT,7166.67,685-689,,15279,1.0,10+ years
28574.0,5000,5000,7.49%,36 months,home_improvement,16.45%,VA,MORTGAGE,18750.0,745-749,10,129071,0.0,10+ years
33068.0,7000,7000,7.90%,36 months,wedding,20.72%,CT,RENT,6000.0,715-719,9,6659,0.0,< 1 year
1342.0,3000,1647.62,10.20%,36 months,major_purchase,0.33%,CT,RENT,4583.33,800-804,3,37,0.0,< 1 year
31200.0,28000,28000,15.62%,36 months,debt_consolidation,5.70%,GA,MORTGAGE,6250.0,695-699,6,11923,1.0,3 years
10264.0,15200,6800,15.58%,60 months,home_improvement,19.22%,DC,MORTGAGE,12083.33,690-694,20,19712,2.0,2 years
49920.0,15775,15775,14.65%,36 months,other,3.37%,NY,RENT,4000.0,710-714,11,4058,1.0,10+ years
30441.0,30000,22425,10.59%,36 months,home_improvement,8.15%,MN,MORTGAGE,22916.67,765-769,13,1945,0.0,4 years
33148.0,3000,3000,9.91%,36 months,wedding,4.75%,IL,OWN,4166.67,710-714,9,7321,3.0,6 years
79022.0,15350,15350,18.49%,36 months,debt_consolidation,15.09%,GA,MORTGAGE,4400.0,670-674,7,12823,0.0,10+ years
45222.0,26500,26500,9.76%,60 months,small_business,17.19%,NY,MORTGAGE,5416.67,785-789,13,9966,0.0,10+ years
22768.0,6400,6400,6.00%,60 months,home_improvement,3.09%,FL,MORTGAGE,6250.0,695-699,5,241,0.0,3 years
96412.0,13200,13200,14.33%,36 months,debt_consolidation,28.75%,CA,RENT,3833.33,695-699,9,8568,1.0,10+ years
29340.0,12000,12000,11.49%,36 months,debt_consolidation,17.73%,CA,MORTGAGE,7300.0,705-709,9,38342,0.0,4 years
73863.0,4000,4000,6.03%,36 months,car,33.67%,,MORTGAGE,,800-804,19,55123,1.0,10+ years
32269.0,2500,2500,6.62%,36 months,home_improvement,10.96%,MD,MORTGAGE,6166.67,730-734,14,24495,0.0,10+ years
45097.0,28000,27925,18.55%,36 months,debt_consolidation,8.99%,LA,MORTGAGE,6666.67,700-704,6,14189,2.0,
62353.0,9000,8975,8.90%,36 months,debt_consolidation,7.33%,CA,RENT,12500.0,730-734,4,12964,0.0,5 years
53042.0,6600,6600,6.03%,36 months,home_improvement,16.69%,NC,MORTGAGE,6250.0,750-754,14,17258,0.0,10+ years
92363.0,27050,27050,17.27%,60 months,credit_card,27.59%,WA,MORTGAGE,5025.0,705-709,13,40037,1.0,10+ years
27374.0,4800,4800,15.99%,36 months,major_purchase,0%,IL,RENT,4583.33,675-679,2,0,0.0,6 years
67953.0,7550,7550,10.16%,36 months,debt_consolidation,3.83%,CA,MORTGAGE,8333.33,710-714,10,10204,0.0,2 years
3031.0,12500,12275,11.26%,36 months,credit_card,12.21%,TX,RENT,4333.33,730-734,6,12568,2.0,8 years
92244.0,27575,27575,19.05%,36 months,debt_consolidation,19.30%,WI,RENT,5166.67,660-664,6,14935,1.0,10+ years
61500.0,20000,20000,13.11%,36 months,debt_consolidation,3.94%,IL,MORTGAGE,7238.92,720-724,6,11751,3.0,10+ years
7002.0,15000,14900,14.61%,36 months,major_purchase,9.17%,TX,RENT,3000.0,730-734,8,0,2.0,< 1 year
53002.0,18000,18000,8.90%,36 months,home_improvement,12.79%,NV,MORTGAGE,10500.0,730-734,15,4856,2.0,< 1 year
32737.0,5400,5375,8.90%,36 months,small_business,6.27%,OH,RENT,3000.0,785-789,2,90,2.0,
47286.0,23000,22950,15.81%,36 months,credit_card,16.02%,CA,RENT,7083.33,695-699,8,9664,2.0,4 years
16577.0,8000,7950,5.79%,36 months,home_improvement,19.65%,FL,OWN,5833.33,770-774,8,0,0.0,3 years
35530.0,3000,2950,12.69%,36 months,debt_consolidation,4.25%,SC,OWN,1200.0,705-709,4,1643,0.0,< 1 year
23575.0,7200,7200,6.92%,36 months,credit_card,11.72%,RI,MORTGAGE,7083.33,780-784,6,15933,1.0,3 years
99508.0,15350,15350,15.80%,36 months,credit_card,7.41%,CO,MORTGAGE,5666.67,670-674,6,8128,0.0,1 year
72670.0,6000,6000,12.12%,36 months,wedding,21.21%,GA,RENT,3333.33,685-689,8,4638,0.0,2 years
2882.0,15000,8081.65,13.16%,36 months,debt_consolidation,13.16%,GA,MORTGAGE,2583.33,755-759,3,4923,2.0,9 years
20093.0,5000,5000,12.68%,60 months,moving,12.59%,NY,RENT,4416.67,690-694,13,7686,0.0,< 1 year
9020.0,2575,2575,6.76%,36 months,educational,4.80%,MA,RENT,6875.0,760-764,6,4678,2.0,3 years
52639.0,1800,1800,13.67%,36 months,vacation,24.21%,NY,RENT,4250.0,670-674,11,5757,0.0,5 years
76348.0,10000,10000,14.09%,36 months,,26.44%,WA,MORTGAGE,5416.67,700-704,6,18652,1.0,6 years
57727.0,7750,7750,10.74%,36 months,debt_consolidation,6.51%,UT,MORTGAGE,2916.67,705-709,5,6889,0.0,6 years
91915.0,12000,12000,16.29%,36 months,debt_consolidation,28.76%,CT,RENT,5666.67,660-664,21,16822,2.0,3 years
51525.0,4950,4950,13.67%,36 months,debt_consolidation,14.11%,CA,MORTGAGE,4166.67,665-669,15,8379,0.0,5 years
41626.0,8400,8350,6.03%,36 months,medical,15.34%,WA,MORTGAGE,3200.0,760-764,6,10576,0.0,
51795.0,12000,12000,16.29%,36 months,credit_card,,TX,MORTGAGE,7083.33,665-669,16,16993,2.0,7 years
73201.0,18000,18000,22.47%,60 months,credit_card,17.17%,OH,MORTGAGE,5562.92,660-664,13,14866,3.0,7 years
31566.0,14675,14650,12.99%,60 months,debt_consolidation,29.18%,FL,RENT,3167.0,725-729,7,21088,1.0,6 years
90826.0,13000,13000,14.09%,36 months,credit_card,16.09%,CT,RENT,3250.0,675-679,6,6930,0.0,2 years
64262.0,15000,15000,13.11%,36 months,debt_consolidation,33.12%,NY,RENT,4166.67,695-699,10,13198,0.0,9 years
2749.0,8250,8205.63,9.32%,36 months,credit_card,24.45%,OH,MORTGAGE,3300.0,755-759,17,29576,2.0,8 years
73233.0,6900,6900,14.09%,36 months,credit_card,17.78%,AR,OWN,4166.67,685-689,9,9720,1.0,10+ years
88842.0,35000,35000,20.49%,60 months,debt_consolidation,12.54%,PA,MORTGAGE,10416.67,685-689,14,26487,4.0,2 years
8773.0,25000,23995.24,10.62%,36 months,debt_consolidation,12.21%,VA,RENT,11166.67,750-754,6,28556,0.0,7 years
94795.0,9600,9600,11.14%,36 months,debt_consolidation,20.58%,NV,MORTGAGE,3833.33,705-709,9,44403,1.0,5 years
71783.0,9000,8975,6.62%,36 months,debt_consolidation,17.11%,NY,MORTGAGE,6750.0,755-759,7,12553,2.0,7 years
65113.0,6500,6500,8.90%,36 months,credit_card,31.45%,CO,MORTGAGE,6000.0,740-744,14,61865,2.0,< 1 year
5189.0,1750,1750,11.14%,36 months,credit_card,8.02%,CA,RENT,1833.33,720-724,4,1838,0.0,2 years
20592.0,5000,5000,5.42%,36 months,wedding,23.15%,OH,RENT,2833.33,750-754,7,4573,0.0,3 years
71038.0,6000,6000,15.80%,36 months,debt_consolidation,16.40%,GA,RENT,2500.0,670-674,5,5892,1.0,4 years
72764.0,25000,25000,14.09%,36 months,debt_consolidation,19.13%,CA,RENT,6083.33,700-704,19,14666,0.0,10+ years
77043.0,13000,13000,14.33%,36 months,debt_consolidation,11.08%,MN,MORTGAGE,3358.33,690-694,7,6327,1.0,10+ years
51326.0,5875,5875,7.90%,36 months,other,14.75%,NV,RENT,5416.67,720-724,15,2617,2.0,4 years
57788.0,5000,5000,16.29%,36 months,debt_consolidation,20.77%,VA,RENT,4583.33,660-664,19,11991,1.0,6 years
13386.0,16000,7925,16.45%,60 months,debt_consolidation,16.66%,MO,MORTGAGE,5500.0,680-684,6,6842,0.0,9 years
17877.0,12000,12000,9.62%,60 months,small_business,14.12%,GA,MORTGAGE,6666.67,730-734,10,6969,1.0,4 years
88396.0,35000,35000,12.12%,36 months,debt_consolidation,19.90%,FL,MORTGAGE,13933.33,720-724,18,24288,0.0,1 year
19466.0,4800,4775,5.79%,36 months,car,11.71%,NJ,RENT,2800.0,735-739,6,9228,0.0,3 years
19859.0,6500,6500,11.11%,36 months,credit_card,13.98%,WY,MORTGAGE,2253.0,680-684,11,7558,1.0,2 years
19297.0,25000,25000,13.06%,36 months,other,4.14%,MI,MORTGAGE,11500.0,735-739,4,6578,0.0,< 1 year
82626.0,1000,1000,7.62%,36 months,debt_consolidation,5.59%,MD,MORTGAGE,9333.33,785-789,6,350,4.0,2 years
8078.0,16000,16000,13.48%,36 months,debt_consolidation,15.17%,KY,MORTGAGE,4166.67,700-704,6,1962,1.0,2 years
102374.0,7675,2275,15.13%,36 months,other,18.08%,TX,MORTGAGE,11666.67,645-649,13,12578,0.0,9 years
78732.0,13600,13600,8.90%,36 months,debt_consolidation,10.94%,WA,RENT,10000.0,720-724,15,18028,0.0,10+ years
71751.0,12000,12000,15.31%,36 months,debt_consolidation,32.91%,CA,RENT,5500.0,680-684,21,13559,1.0,3 years
35991.0,35000,34977.35,21.67%,60 months,house,14.25%,CA,RENT,20833.33,675-679,12,79792,0.0,6 years
92975.0,11575,11575,13.11%,60 months,debt_consolidation,18.37%,NY,MORTGAGE,3750.0,725-729,12,18790,1.0,10+ years
5274.0,5000,5000,7.40%,36 months,major_purchase,14.22%,GA,RENT,6000.0,780-784,7,1751,0.0,6 years
48009.0,5000,5000,7.62%,36 months,debt_consolidation,3.04%,NY,OWN,2500.0,735-739,5,4864,0.0,3 years
1046.0,5000,527.49,13.24%,36 months,debt_consolidation,13.28%,NJ,RENT,4833.0,660-664,10,9816,0.0,4 years
35719.0,7000,7000,7.90%,36 months,debt_consolidation,12.61%,VA,MORTGAGE,6250.0,720-724,13,19848,0.0,10+ years
22561.0,7000,7000,6.92%,36 months,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13,6897,0.0,5 years
7816.0,20000,19900,10.25%,36 months,debt_consolidation,17.51%,DE,MORTGAGE,7833.33,760-764,14,49898,0.0,5 years
47745.0,6000,6000,7.90%,36 months,major_purchase,20.13%,PA,MORTGAGE,7750.0,725-729,16,7533,1.0,8 years
21458.0,14000,14000,7.66%,36 months,major_purchase,10.68%,FL,MORTGAGE,21666.67,735-739,14,13850,3.0,1 year
62166.0,30000,30000,19.05%,36 months,debt_consolidation,14.77%,CO,MORTGAGE,9166.67,685-689,20,22299,1.0,< 1 year
42655.0,18225,18200,17.58%,36 months,debt_consolidation,24.64%,TX,MORTGAGE,5000.0,660-664,12,16398,2.0,7 years
19255.0,12000,12000,7.29%,36 months,other,16.15%,VA,MORTGAGE,11667.0,720-724,9,113671,0.0,4 years
51684.0,10000,10000,12.12%,36 months,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8,13885,0.0,6 years
22667.0,16300,16275,14.91%,36 months,credit_card,24.17%,FL,MORTGAGE,5222.0,675-679,11,40988,1.0,10+ years
587.0,11000,2116.76,13.87%,36 months,debt_consolidation,20.93%,NY,OWN,4167.0,670-674,14,17436,0.0,2 years
13863.0,25000,20850,15.58%,60 months,small_business,0.60%,CA,MORTGAGE,5666.67,785-789,2,0,4.0,10+ years
89627.0,24000,24000,12.12%,36 months,debt_consolidation,29.01%,MD,MORTGAGE,7500.0,670-674,12,14804,1.0,< 1 year
32044.0,6000,6000,7.49%,36 months,major_purchase,8.81%,NY,OWN,2462.75,715-719,11,8644,0.0,2 years
25141.0,10000,9975,11.49%,60 months,debt_consolidation,22.69%,NV,MORTGAGE,5623.33,765-769,11,26898,1.0,10+ years
65250.0,2000,2000,8.90%,36 months,car,23.70%,MI,OWN,3000.0,730-734,5,2117,1.0,10+ years
87148.0,6625,6600,11.14%,36 months,credit_card,10.12%,PA,OWN,1916.67,690-694,10,5449,0.0,
102167.0,20000,6350.01,16.71%,36 months,debt_consolidation,20.83%,NY,RENT,5333.33,660-664,11,11881,4.0,1 year
3630.0,12000,11925,9.63%,36 months,other,9.12%,WA,MORTGAGE,6250.0,745-749,8,5212,2.0,1 year
20690.0,4200,4200,7.29%,36 months,debt_consolidation,6.58%,IL,RENT,5133.33,765-769,4,5475,1.0,4 years
103394.0,6950,6875,13.11%,36 months,other,12.51%,TX,MORTGAGE,7916.67,715-719,5,1593,4.0,10+ years
32875.0,6000,6000,7.51%,36 months,major_purchase,4.74%,IL,MORTGAGE,10916.0,765-769,18,6317,4.0,6 years
29116.0,8400,8400,10.99%,36 months,debt_consolidation,24.85%,CA,MORTGAGE,7583.0,700-704,9,342,0.0,< 1 year
14340.0,5000,5000,7.88%,36 months,home_improvement,16.61%,NJ,MORTGAGE,5833.33,725-729,18,19771,2.0,10+ years
12895.0,15000,14925,10.75%,60 months,moving,17.55%,NY,RENT,5761.0,785-789,12,2691,2.0,10+ years
98544.0,12000,12000,16.29%,36 months,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13,10360,2.0,5 years
1324.0,4000,0,7.68%,36 months,other,10.74%,GA,RENT,3417.0,790-794,11,2775,3.0,1 year
36466.0,12000,11950,8.90%,60 months,car,9.75%,CA,MORTGAGE,9866.0,795-799,9,2787,0.0,4 years
37814.0,9425,9425,13.49%,36 months,credit_card,15.71%,CA,RENT,3750.0,670-674,12,15116,0.0,8 years
43682.0,28000,28000,12.42%,36 months,debt_consolidation,2.98%,NY,MORTGAGE,27083.33,730-734,5,12888,1.0,5 years
70424.0,30000,29975,21.00%,60 months,debt_consolidation,17.12%,TX,MORTGAGE,8666.67,710-714,8,47503,0.0,6 years
27552.0,9600,9600,18.39%,36 months,debt_consolidation,14.69%,VA,MORTGAGE,5166.67,660-664,8,13041,1.0,10+ years
3606.0,7800,7242.07,12.84%,36 months,debt_consolidation,16.77%,NY,RENT,6000.0,695-699,8,13835,0.0,4 years
39094.0,12000,12000,10.65%,36 months,debt_consolidation,26.06%,GA,RENT,5833.33,720-724,15,24893,3.0,10+ years
83231.0,9600,9600,15.31%,36 months,debt_consolidation,12.82%,PA,MORTGAGE,6000.0,675-679,13,11407,2.0,10+ years
9533.0,6000,6000,10.62%,36 months,credit_card,23.38%,VA,MORTGAGE,5000.0,705-709,15,46125,1.0,2 years
19581.0,7500,7500,11.11%,60 months,debt_consolidation,23.63%,NY,RENT,1820.0,720-724,13,4409,2.0,2 years
50339.0,7000,6950,6.03%,36 months,debt_consolidation,8.29%,FL,OWN,2750.0,760-764,8,10860,0.0,4 years
35460.0,10000,10000,11.71%,36 months,debt_consolidation,5.85%,NY,RENT,4333.33,685-689,8,7072,0.0,10+ years
102138.0,3200,2799.99,12.61%,36 months,credit_card,16.72%,CA,MORTGAGE,6476.0,665-669,14,80837,4.0,10+ years
13279.0,13000,12850,10.38%,36 months,debt_consolidation,11.72%,VA,MORTGAGE,10533.33,725-729,13,37252,0.0,< 1 year
71487.0,35000,35000,24.70%,60 months,debt_consolidation,8.26%,AL,MORTGAGE,10000.0,660-664,12,21391,2.0,10+ years
97364.0,20800,20775,6.62%,36 months,credit_card,15.64%,CA,MORTGAGE,10833.33,710-714,11,15192,0.0,10+ years
77135.0,1600,1600,16.29%,36 months,debt_consolidation,7.80%,OR,RENT,2666.67,660-664,7,5504,2.0,6 years
67373.0,10050,9900,6.03%,36 months,small_business,20.72%,TX,RENT,2500.0,750-754,11,13669,0.0,9 years
51379.0,8000,7997.85,17.99%,36 months,debt_consolidation,21.11%,CA,MORTGAGE,8583.33,670-674,15,14584,3.0,5 years
97075.0,16000,16000,12.12%,36 months,debt_consolidation,24.30%,CT,RENT,6250.0,715-719,8,10304,2.0,< 1 year
46056.0,11700,11675,7.90%,36 months,home_improvement,5.63%,CA,MORTGAGE,3320.83,720-724,11,14301,0.0,10+ years
72277.0,13475,13475,12.12%,36 months,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12,7722,1.0,7 years
31190.0,14500,14500,5.42%,36 months,home_improvement,7.15%,OH,MORTGAGE,10000.0,800-804,9,40,0.0,10+ years
103224.0,5000,5000,14.61%,36 months,other,6.36%,CA,RENT,3083.33,665-669,8,4680,4.0,5 years
53652.0,13600,13575,6.62%,36 months,debt_consolidation,17.31%,CA,MORTGAGE,11250.0,750-754,11,77377,1.0,4 years
75321.0,2200,2200,8.90%,36 months,debt_consolidation,14.02%,CA,RENT,7083.33,715-719,10,14980,1.0,10+ years
49761.0,9000,9000,9.76%,36 months,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12,12035,0.0,10+ years
87513.0,27925,27925,22.47%,60 months,debt_consolidation,3.94%,FL,MORTGAGE,7000.0,685-689,14,9914,2.0,
80353.0,9450,9450,14.33%,36 months,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12,11555,0.0,4 years
25236.0,15175,15175,20.25%,60 months,debt_consolidation,18.78%,WA,RENT,4333.33,665-669,6,18049,0.0,8 years
30497.0,10000,10000,7.49%,36 months,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4,0,0.0,1 year
96700.0,16000,16000,16.29%,36 months,debt_consolidation,20.62%,FL,RENT,5416.67,680-684,13,14246,1.0,< 1 year
85272.0,13200,13200,15.31%,36 months,debt_consolidation,8.61%,KY,MORTGAGE,3333.33,680-684,10,5400,3.0,10+ years
60220.0,20000,20000,18.75%,60 months,other,6.30%,PA,RENT,15416.67,695-699,13,15026,3.0,< 1 year
78437.0,8500,8500,17.77%,36 months,other,18%,MI,RENT,2583.33,665-669,9,13718,0.0,2 years
40066.0,3000,3000,14.27%,36 months,debt_consolidation,10.77%,NY,OWN,3833.0,670-674,11,5515,1.0,< 1 year
91905.0,10000,10000,15.31%,36 months,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16,12723,1.0,2 years
99247.0,14075,14075,16.29%,36 months,debt_consolidation,11.02%,NY,MORTGAGE,10416.67,700-704,10,7653,3.0,10+ years
62996.0,19000,19000,19.72%,60 months,credit_card,19.85%,NY,RENT,4500.0,680-684,13,11388,1.0,3 years
2088.0,25000,11696.88,12.84%,36 months,small_business,5.52%,IL,MORTGAGE,8666.67,760-764,9,1900,4.0,10+ years
84001.0,9000,9000,13.11%,36 months,credit_card,23.88%,GA,MORTGAGE,4229.17,685-689,11,7496,0.0,1 year
24608.0,2200,2200,15.23%,36 months,debt_consolidation,16.20%,CA,RENT,2500.0,675-679,7,2476,2.0,2 years
2891.0,10800,10550,8.00%,36 months,home_improvement,6.82%,CA,MORTGAGE,11250.0,790-794,7,10232,2.0,< 1 year
94245.0,16800,16800,14.33%,60 months,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14,23740,0.0,1 year
25703.0,3500,3500,15.62%,36 months,home_improvement,14.41%,GA,MORTGAGE,6833.33,660-664,7,11526,3.0,8 years
24038.0,9250,9250,18.79%,60 months,debt_consolidation,19.27%,AK,MORTGAGE,4448.0,660-664,9,22704,0.0,10+ years
31842.0,23400,23400,7.49%,36 months,debt_consolidation,15.66%,TX,RENT,5580.0,740-744,6,2086,0.0,1 year
81514.0,10375,10375,7.90%,36 months,debt_consolidation,27.64%,MD,MORTGAGE,4500.0,745-749,7,0,0.0,5 years
66437.0,9325,9300,14.09%,36 months,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10,27007,1.0,< 1 year
49263.0,18000,18000,21.48%,60 months,debt_consolidation,15.82%,NY,RENT,6500.0,665-669,10,4256,0.0,10+ years
68113.0,5375,5375,8.90%,36 months,debt_consolidation,29.48%,NC,RENT,3416.67,720-724,6,3007,2.0,< 1 year
65485.0,19125,19125,18.49%,36 months,debt_consolidation,9.10%,MA,RENT,4166.67,675-679,8,19761,3.0,10+ years
67349.0,1625,1625,15.31%,36 months,major_purchase,4.32%,TX,OWN,1666.67,745-749,3,1759,4.0,3 years
39590.0,26000,25975,16.77%,60 months,home_improvement,11.77%,NC,MORTGAGE,4416.67,730-734,5,7560,1.0,10+ years
36450.0,6650,6650,18.25%,60 months,debt_consolidation,17.12%,OH,MORTGAGE,3084.0,680-684,16,5646,2.0,3 years
31456.0,1000,1000,11.49%,36 months,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16,26558,0.0,10+ years
2407.0,18000,17896.62,14.42%,36 months,wedding,7.89%,TX,MORTGAGE,5833.33,720-724,5,18505,1.0,3 years
3841.0,8000,7975,12.84%,36 months,wedding,16.73%,TX,MORTGAGE,3521.0,680-684,13,4075,0.0,3 years
103033.0,4575,4575,15.65%,36 months,credit_card,14.31%,MS,OTHER,5833.33,680-684,25,82586,2.0,2 years
52353.0,35000,34950,21.97%,60 months,debt_consolidation,19.32%,RI,MORTGAGE,14166.67,690-694,14,51314,3.0,3 years
51625.0,10000,10000,12.12%,36 months,debt_consolidation,12.46%,CA,MORTGAGE,4375.0,695-699,7,11070,0.0,5 years
91179.0,32350,32350,18.49%,36 months,debt_consolidation,20.14%,CT,OWN,6000.0,660-664,15,39513,1.0,3 years
16680.0,16000,16000,12.98%,36 months,debt_consolidation,15.86%,CA,MORTGAGE,3600.0,700-704,9,26357,2.0,3 years
73961.0,13750,13750,14.09%,36 months,credit_card,24.77%,CA,RENT,3000.0,690-694,12,16734,1.0,1 year
95827.0,5600,5600,11.14%,36 months,credit_card,27.96%,NC,MORTGAGE,11666.67,665-669,18,194205,0.0,10+ years
79106.0,21000,20950,23.76%,60 months,debt_consolidation,24.82%,KS,RENT,7458.33,660-664,14,11973,0.0,10+ years
53903.0,12000,12000,7.90%,36 months,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8,28146,0.0,10+ years
31290.0,12000,12000,13.49%,36 months,debt_consolidation,16.29%,NV,MORTGAGE,6250.0,680-684,13,13528,1.0,7 years
26608.0,3600,3600,13.99%,36 months,other,10%,NY,RENT,5750.0,670-674,8,10766,2.0,4 years
