Age,Job,Marital_Status,Education,Default_Credit,Housing_Loan,Personal_Loan,Subscribed
31,technician,married,Secondary_Education,no,yes,yes,no
31,services,single,Secondary_Education,no,no,no,no
33,blue-collar,single,Secondary_Education,no,yes,no,no
46,management,married,Tertiary_Education,no,yes,no,no
32,admin.,single,Secondary_Education,no,no,no,no
31,admin.,married,Tertiary_Education,no,no,no,no
33,blue-collar,single,Secondary_Education,no,yes,no,no
53,self-employed,divorced,Tertiary_Education,no,no,no,no
32,blue-collar,divorced,Secondary_Education,no,yes,yes,no
34,blue-collar,married,Secondary_Education,no,yes,yes,no
30,entrepreneur,married,Professional_Education,no,yes,yes,no
32,admin.,married,Tertiary_Education,no,yes,yes,no
31,technician,single,Professional_Education,no,yes,no,no
35,admin.,single,Tertiary_Education,no,yes,no,no
30,services,married,Secondary_Education,no,no,no,no
51,unemployed,married,Secondary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,no,no,no
36,blue-collar,married,Secondary_Education,no,no,no,no
52,technician,divorced,Tertiary_Education,no,yes,no,no
51,admin.,divorced,Tertiary_Education,no,no,no,no
55,management,divorced,Tertiary_Education,no,yes,no,no
51,admin.,divorced,Tertiary_Education,no,yes,yes,no
39,entrepreneur,married,Professional_Education,no,yes,no,no
31,technician,single,Professional_Education,no,yes,no,no
48,admin.,divorced,Secondary_Education,no,no,no,no
30,blue-collar,married,Secondary_Education,no,yes,no,no
50,admin.,single,Tertiary_Education,no,yes,yes,no
32,admin.,married,Tertiary_Education,no,yes,no,no
35,unemployed,married,Primary_Education,no,no,no,no
36,blue-collar,married,Secondary_Education,no,no,no,yes
40,blue-collar,single,Secondary_Education,no,yes,yes,no
39,entrepreneur,married,Tertiary_Education,no,yes,no,no
30,admin.,married,Secondary_Education,no,yes,yes,no
54,housemaid,divorced,Tertiary_Education,no,yes,yes,yes
31,admin.,single,Tertiary_Education,no,yes,no,no
47,blue-collar,married,Primary_Education,no,yes,yes,no
39,admin.,single,Secondary_Education,no,yes,yes,no
29,services,married,Secondary_Education,no,yes,yes,no
50,admin.,married,Secondary_Education,no,no,no,no
30,services,married,Secondary_Education,no,yes,no,no
33,admin.,married,Tertiary_Education,no,yes,no,no
29,services,married,Secondary_Education,no,no,no,no
33,admin.,single,Tertiary_Education,no,yes,no,no
41,blue-collar,married,Primary_Education,no,no,no,no
39,entrepreneur,married,Tertiary_Education,no,no,no,no
49,self-employed,married,Tertiary_Education,no,no,no,no
42,entrepreneur,single,Primary_Education,no,yes,no,no
45,technician,single,Professional_Education,no,yes,no,no
31,technician,married,Professional_Education,no,yes,no,no
29,entrepreneur,married,Tertiary_Education,no,yes,yes,no
53,admin.,divorced,Secondary_Education,no,yes,no,no
53,self-employed,single,Tertiary_Education,no,no,yes,no
46,entrepreneur,divorced,Secondary_Education,no,yes,no,no
49,services,married,Primary_Education,no,no,no,no
43,technician,married,Secondary_Education,no,yes,no,no
39,technician,married,Tertiary_Education,no,no,yes,no
38,entrepreneur,married,Tertiary_Education,no,yes,no,no
33,unemployed,single,Tertiary_Education,no,no,no,no
51,self-employed,married,Tertiary_Education,no,yes,no,no
45,management,married,Professional_Education,no,yes,no,no
32,self-employed,single,Tertiary_Education,no,yes,no,no
30,technician,single,Professional_Education,no,yes,no,no
38,services,married,Primary_Education,no,yes,no,no
44,self-employed,married,Secondary_Education,no,yes,no,no
50,unemployed,married,Secondary_Education,no,no,no,no
50,blue-collar,married,Professional_Education,no,no,no,no
31,services,married,Professional_Education,no,no,no,no
41,management,married,Secondary_Education,no,no,no,no
30,technician,single,Tertiary_Education,no,no,yes,no
29,admin.,single,Secondary_Education,no,yes,no,no
36,technician,single,Professional_Education,no,yes,no,no
36,technician,single,Professional_Education,no,yes,no,no
43,blue-collar,married,Primary_Education,no,yes,no,no
46,technician,married,Professional_Education,no,no,no,no
38,management,single,Tertiary_Education,no,yes,no,no
38,management,married,Tertiary_Education,no,no,no,no
29,admin.,single,Tertiary_Education,no,yes,yes,no
30,blue-collar,married,Secondary_Education,no,yes,no,no
29,blue-collar,single,Primary_Education,no,yes,yes,no
36,services,married,Secondary_Education,no,yes,no,no
36,technician,single,Professional_Education,no,yes,no,no
33,admin.,divorced,Tertiary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,yes,no,no
33,admin.,married,Secondary_Education,no,no,no,no
52,management,married,Tertiary_Education,no,yes,no,no
33,admin.,single,Tertiary_Education,no,no,no,no
46,technician,divorced,Professional_Education,no,yes,no,no
34,entrepreneur,married,Tertiary_Education,no,yes,no,no
38,management,married,Tertiary_Education,no,yes,no,no
36,admin.,single,Tertiary_Education,no,no,no,no
31,admin.,single,Tertiary_Education,no,no,no,no
41,services,single,Secondary_Education,no,yes,no,no
33,admin.,divorced,Tertiary_Education,no,yes,no,no
35,technician,married,Tertiary_Education,no,no,no,no
39,services,single,Secondary_Education,no,no,no,no
30,self-employed,married,Professional_Education,no,yes,no,no
36,blue-collar,married,Secondary_Education,no,yes,no,no
50,management,married,Tertiary_Education,no,yes,yes,no
31,blue-collar,single,Secondary_Education,no,yes,no,no
31,services,divorced,Secondary_Education,no,yes,no,no
36,technician,married,Professional_Education,no,no,no,no
30,services,married,Secondary_Education,no,yes,no,no
32,admin.,married,Tertiary_Education,no,yes,no,no
41,management,divorced,Primary_Education,no,yes,no,no
41,management,divorced,Primary_Education,no,yes,no,no
41,management,divorced,Primary_Education,no,no,no,no
22,blue-collar,single,Primary_Education,no,yes,no,no
35,admin.,married,Tertiary_Education,no,no,no,no
31,admin.,single,Tertiary_Education,no,no,yes,no
30,technician,single,Tertiary_Education,no,no,yes,no
34,management,married,Tertiary_Education,no,yes,no,no
29,admin.,single,Tertiary_Education,no,yes,no,no
39,management,married,Tertiary_Education,no,yes,yes,no
52,services,married,Primary_Education,no,yes,no,no
32,admin.,single,Tertiary_Education,no,yes,yes,no
30,admin.,single,Secondary_Education,no,no,no,no
31,management,single,Tertiary_Education,no,no,no,no
50,entrepreneur,married,Tertiary_Education,no,yes,no,no
56,services,married,Secondary_Education,no,no,no,yes
34,technician,single,Tertiary_Education,no,yes,no,no
45,management,single,Secondary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,no,no,no
30,services,single,Secondary_Education,no,no,no,no
38,admin.,divorced,Tertiary_Education,no,yes,no,yes
35,admin.,single,Tertiary_Education,no,yes,no,no
30,admin.,married,Tertiary_Education,no,no,no,no
43,technician,married,Professional_Education,no,no,no,no
33,admin.,single,Tertiary_Education,no,no,no,no
57,admin.,divorced,Tertiary_Education,no,yes,no,no
29,admin.,single,Tertiary_Education,no,yes,no,no
33,admin.,single,Tertiary_Education,no,no,no,no
36,self-employed,married,Secondary_Education,no,yes,yes,no
30,admin.,single,Tertiary_Education,no,yes,no,no
29,technician,single,Tertiary_Education,no,yes,yes,no
36,self-employed,married,Secondary_Education,no,yes,no,no
39,services,married,Secondary_Education,no,yes,no,no
47,admin.,married,Secondary_Education,no,no,no,no
55,unemployed,married,Tertiary_Education,no,yes,no,no
55,blue-collar,divorced,Secondary_Education,no,yes,no,no
55,blue-collar,divorced,Primary_Education,no,yes,no,no
54,management,married,Tertiary_Education,no,yes,no,no
29,blue-collar,married,Professional_Education,no,yes,yes,no
31,services,divorced,Secondary_Education,no,yes,no,no
31,services,single,Secondary_Education,no,yes,no,no
29,admin.,single,Tertiary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,no,yes,no
30,admin.,married,Secondary_Education,no,no,no,no
37,unemployed,single,Tertiary_Education,no,no,no,no
55,management,divorced,Tertiary_Education,no,no,no,no
38,blue-collar,divorced,Primary_Education,no,no,no,no
46,management,single,Tertiary_Education,no,no,yes,no
30,services,married,Secondary_Education,no,yes,yes,no
32,technician,single,Tertiary_Education,no,no,yes,no
41,services,married,Professional_Education,no,no,yes,no
32,admin.,single,Tertiary_Education,no,no,yes,no
42,technician,married,Tertiary_Education,no,no,no,no
31,admin.,married,Tertiary_Education,no,yes,no,no
30,management,single,Secondary_Education,no,no,no,yes
39,blue-collar,married,Primary_Education,no,yes,no,no
31,technician,married,Primary_Education,no,yes,yes,no
31,blue-collar,married,Primary_Education,no,yes,no,no
35,blue-collar,divorced,Primary_Education,no,no,no,no
34,admin.,divorced,Tertiary_Education,no,no,no,yes
30,technician,single,Tertiary_Education,no,no,no,no
36,technician,married,Secondary_Education,no,yes,no,no
29,admin.,single,Secondary_Education,no,yes,no,no
41,blue-collar,married,Primary_Education,no,yes,no,no
33,management,single,Tertiary_Education,no,no,no,yes
52,blue-collar,married,Secondary_Education,no,no,no,no
38,management,divorced,Secondary_Education,no,yes,no,no
33,admin.,single,Tertiary_Education,no,yes,yes,no
30,blue-collar,single,Secondary_Education,no,no,no,no
49,management,divorced,Primary_Education,no,no,no,no
34,admin.,married,Secondary_Education,no,no,no,yes
35,admin.,single,Tertiary_Education,no,no,no,yes
31,blue-collar,married,Secondary_Education,no,no,no,no
55,admin.,married,Secondary_Education,no,yes,yes,no
45,unemployed,married,Secondary_Education,no,no,no,no
54,entrepreneur,divorced,Tertiary_Education,no,yes,yes,no
41,admin.,divorced,Tertiary_Education,no,no,no,no
52,admin.,married,Tertiary_Education,no,yes,no,no
42,services,married,Primary_Education,no,no,no,no
59,blue-collar,married,Secondary_Education,no,yes,no,no
29,services,single,Professional_Education,no,yes,no,no
51,admin.,divorced,Tertiary_Education,no,no,no,no
48,admin.,married,Tertiary_Education,no,no,no,no
29,self-employed,married,Tertiary_Education,no,no,no,no
32,blue-collar,single,Secondary_Education,no,no,no,no
48,entrepreneur,divorced,Tertiary_Education,no,yes,no,no
33,admin.,single,Tertiary_Education,no,yes,no,no
31,management,single,Tertiary_Education,no,no,no,no
30,technician,single,Tertiary_Education,no,no,no,no
31,blue-collar,single,Primary_Education,no,yes,no,no
58,admin.,divorced,Tertiary_Education,no,no,no,no
41,services,single,Secondary_Education,no,no,no,no
30,admin.,single,Tertiary_Education,no,yes,no,no
36,management,married,Tertiary_Education,no,no,no,no
30,services,married,Secondary_Education,no,yes,no,no
34,technician,married,Secondary_Education,no,yes,yes,no
37,unemployed,single,Tertiary_Education,no,yes,no,no
51,self-employed,married,Tertiary_Education,no,yes,yes,no
36,admin.,divorced,Tertiary_Education,no,no,yes,no
31,services,single,Secondary_Education,no,yes,no,yes
36,admin.,single,Secondary_Education,no,no,no,no
45,technician,divorced,Tertiary_Education,no,yes,no,no
31,services,married,Primary_Education,no,no,no,no
46,blue-collar,single,Primary_Education,no,no,no,no
38,admin.,single,Secondary_Education,no,yes,yes,no
32,services,married,Secondary_Education,no,no,no,no
33,admin.,married,Tertiary_Education,no,no,no,no
31,services,married,Secondary_Education,no,no,no,no
32,admin.,married,Tertiary_Education,no,no,no,no
38,blue-collar,married,Secondary_Education,no,no,no,no
45,blue-collar,married,Primary_Education,no,yes,no,no
39,admin.,married,Tertiary_Education,no,yes,no,no
42,management,married,Secondary_Education,no,yes,yes,no
36,services,single,Secondary_Education,no,yes,no,no
34,self-employed,single,Secondary_Education,no,no,no,no
33,admin.,married,Tertiary_Education,no,no,no,no
39,blue-collar,married,Primary_Education,no,yes,no,no
31,entrepreneur,single,Tertiary_Education,no,no,no,no
30,blue-collar,married,Secondary_Education,no,yes,yes,yes
42,technician,married,Professional_Education,no,no,no,no
29,management,married,Tertiary_Education,no,no,no,no
35,admin.,single,Secondary_Education,no,yes,no,no
42,technician,single,Professional_Education,no,yes,no,no
56,admin.,divorced,Tertiary_Education,no,no,no,no
42,blue-collar,single,Professional_Education,no,no,no,no
31,technician,married,Tertiary_Education,no,no,no,no
51,admin.,married,Tertiary_Education,no,yes,no,no
42,management,married,Primary_Education,no,yes,yes,no
54,retired,divorced,Tertiary_Education,no,no,yes,no
44,blue-collar,married,Primary_Education,no,yes,no,no
37,blue-collar,married,Secondary_Education,no,yes,yes,no
45,admin.,divorced,Tertiary_Education,no,yes,yes,no
33,admin.,married,Tertiary_Education,no,yes,no,no
58,retired,divorced,Professional_Education,no,no,no,no
46,admin.,single,Secondary_Education,no,yes,yes,no
50,management,divorced,Tertiary_Education,no,yes,no,no
44,admin.,married,Tertiary_Education,no,yes,no,no
31,unemployed,single,Primary_Education,no,yes,no,no
32,admin.,married,Tertiary_Education,no,yes,no,no
40,technician,single,Tertiary_Education,no,no,no,no
38,admin.,divorced,Secondary_Education,no,no,no,no
33,admin.,single,Tertiary_Education,no,yes,no,no
47,technician,married,Tertiary_Education,no,yes,no,no
33,technician,single,Tertiary_Education,no,no,no,no
58,admin.,married,Secondary_Education,no,yes,no,no
31,admin.,married,Tertiary_Education,no,yes,no,no
48,management,married,Tertiary_Education,no,yes,no,no
32,admin.,single,Tertiary_Education,no,no,no,no
49,management,married,Tertiary_Education,no,no,no,no
45,admin.,divorced,Professional_Education,no,yes,no,no
54,admin.,married,Secondary_Education,no,yes,no,no
30,blue-collar,married,Secondary_Education,no,yes,no,no
32,self-employed,married,Tertiary_Education,no,yes,no,no
57,management,married,Tertiary_Education,no,yes,no,no
50,blue-collar,divorced,Professional_Education,no,yes,yes,no
53,self-employed,married,Tertiary_Education,no,yes,no,no
38,admin.,divorced,Secondary_Education,no,no,no,no
29,self-employed,married,Tertiary_Education,no,yes,yes,yes
57,management,married,Tertiary_Education,no,no,no,no
58,retired,married,Professional_Education,no,no,no,no
49,management,married,Tertiary_Education,no,yes,no,no
37,admin.,married,Tertiary_Education,no,yes,yes,no
57,housemaid,married,Primary_Education,no,yes,yes,no
36,admin.,married,Tertiary_Education,no,yes,no,no
48,management,married,Tertiary_Education,no,no,yes,yes
43,admin.,single,Tertiary_Education,no,yes,no,no
30,admin.,single,Secondary_Education,no,yes,no,no
45,technician,divorced,Secondary_Education,no,no,no,no
40,management,married,Tertiary_Education,no,yes,yes,no
31,admin.,single,Secondary_Education,no,yes,no,no
36,admin.,married,Tertiary_Education,no,no,no,no
29,technician,single,Tertiary_Education,no,yes,no,no
48,admin.,divorced,Secondary_Education,no,no,no,no
32,student,single,Professional_Education,no,yes,yes,no
29,services,single,Secondary_Education,no,yes,no,no
38,admin.,divorced,Secondary_Education,no,yes,no,no
29,services,single,Secondary_Education,no,yes,no,no
37,services,married,Secondary_Education,no,yes,no,no
42,technician,married,Tertiary_Education,no,yes,no,no
30,blue-collar,married,Secondary_Education,no,yes,no,no
55,technician,married,Professional_Education,no,no,no,no
56,technician,married,Professional_Education,no,yes,no,no
55,technician,married,Professional_Education,no,no,no,no
31,blue-collar,married,Primary_Education,no,no,no,no
53,self-employed,married,Tertiary_Education,no,yes,no,yes
34,admin.,married,Tertiary_Education,no,no,no,yes
29,technician,single,Professional_Education,no,no,no,yes
45,technician,married,Professional_Education,no,yes,no,no
30,services,single,Secondary_Education,no,no,no,yes
37,admin.,married,Professional_Education,no,no,no,no
45,admin.,divorced,Secondary_Education,no,no,yes,no
30,services,single,Tertiary_Education,no,yes,no,no
34,management,married,Tertiary_Education,no,yes,no,no
53,entrepreneur,married,Primary_Education,no,yes,no,no
45,management,married,Tertiary_Education,no,yes,yes,no
48,blue-collar,married,Professional_Education,no,yes,yes,no
49,technician,married,Primary_Education,no,yes,no,no
29,admin.,single,Professional_Education,no,no,no,no
47,management,married,Tertiary_Education,no,no,no,no
32,technician,single,Professional_Education,no,yes,no,no
33,technician,single,Tertiary_Education,no,yes,yes,yes
35,admin.,single,Tertiary_Education,no,yes,no,yes
35,admin.,single,Tertiary_Education,no,yes,yes,yes
37,technician,divorced,Secondary_Education,no,no,no,yes
43,management,single,Secondary_Education,no,no,no,no
42,admin.,divorced,Tertiary_Education,no,yes,no,no
50,management,divorced,Tertiary_Education,no,yes,no,no
39,admin.,single,Tertiary_Education,no,yes,yes,no
55,admin.,married,Secondary_Education,no,yes,no,no
42,admin.,married,Tertiary_Education,no,no,no,no
30,admin.,single,Tertiary_Education,no,yes,no,no
43,services,married,Primary_Education,no,yes,no,no
29,technician,single,Professional_Education,no,yes,yes,no
31,unemployed,single,Tertiary_Education,no,yes,no,no
35,admin.,divorced,Tertiary_Education,no,no,no,no
48,blue-collar,married,Professional_Education,no,no,yes,no
43,admin.,divorced,Secondary_Education,no,no,yes,no
29,technician,single,Secondary_Education,no,yes,yes,no
40,management,married,Tertiary_Education,no,no,no,no
40,management,married,Tertiary_Education,no,yes,no,no
29,admin.,married,Secondary_Education,no,yes,no,no
55,admin.,married,Secondary_Education,no,no,no,no
45,blue-collar,married,Secondary_Education,no,yes,no,no
43,management,single,Secondary_Education,no,yes,no,no
29,entrepreneur,married,Secondary_Education,no,yes,no,no
40,management,married,Tertiary_Education,no,yes,no,no
32,admin.,married,Tertiary_Education,no,yes,no,no
33,blue-collar,single,Primary_Education,no,no,no,no
31,admin.,single,Secondary_Education,no,yes,no,no
57,unemployed,married,Tertiary_Education,no,yes,yes,no
57,admin.,married,Tertiary_Education,no,yes,no,no
48,admin.,married,Tertiary_Education,no,no,no,no
34,entrepreneur,married,Secondary_Education,no,no,yes,no
32,technician,single,Tertiary_Education,no,yes,no,no
57,housemaid,married,Primary_Education,no,no,no,no
45,technician,single,Tertiary_Education,no,yes,no,no
50,blue-collar,divorced,Professional_Education,no,yes,no,no
52,admin.,divorced,Tertiary_Education,no,yes,no,no
42,entrepreneur,married,Tertiary_Education,no,yes,no,no
30,admin.,married,Tertiary_Education,no,no,no,no
40,management,married,Tertiary_Education,no,yes,yes,yes
38,blue-collar,single,Primary_Education,no,yes,yes,no
34,admin.,divorced,Tertiary_Education,no,no,no,no
50,technician,married,Secondary_Education,no,no,no,yes
51,technician,married,Secondary_Education,no,yes,no,no
44,self-employed,married,Tertiary_Education,no,no,no,no
38,services,married,Secondary_Education,no,yes,no,no
57,management,divorced,Professional_Education,no,yes,no,no
46,technician,divorced,Tertiary_Education,no,yes,no,yes
36,admin.,married,Tertiary_Education,no,yes,no,no
40,blue-collar,divorced,Secondary_Education,no,no,no,no
40,blue-collar,divorced,Secondary_Education,no,no,no,no
31,admin.,single,Secondary_Education,no,no,no,no
34,management,single,Tertiary_Education,no,yes,no,no
50,admin.,married,Tertiary_Education,no,yes,no,no
53,unemployed,married,Primary_Education,no,yes,no,no
52,technician,married,Secondary_Education,no,yes,no,no
42,management,married,Primary_Education,no,no,no,no
50,technician,divorced,Tertiary_Education,no,yes,no,no
40,blue-collar,divorced,Secondary_Education,no,no,no,no
51,technician,single,Secondary_Education,no,yes,no,no
44,admin.,married,Tertiary_Education,no,yes,no,no
57,housemaid,married,Primary_Education,no,yes,no,no
57,management,divorced,Professional_Education,no,yes,no,yes
50,blue-collar,married,Secondary_Education,no,yes,yes,no
49,blue-collar,married,Secondary_Education,no,yes,no,no
40,blue-collar,divorced,Secondary_Education,no,yes,no,yes
36,entrepreneur,divorced,Secondary_Education,no,yes,no,no
37,blue-collar,married,Primary_Education,no,no,no,no
32,admin.,single,Tertiary_Education,no,yes,yes,no
31,unemployed,single,Primary_Education,no,yes,yes,no
29,entrepreneur,single,Primary_Education,no,no,no,no
40,blue-collar,divorced,Secondary_Education,no,yes,no,no
44,housemaid,married,Secondary_Education,no,no,no,no
50,admin.,married,Tertiary_Education,no,yes,yes,no
39,self-employed,single,Secondary_Education,no,yes,no,no
57,technician,married,Professional_Education,no,yes,no,no
46,admin.,married,Tertiary_Education,no,yes,no,no
41,admin.,divorced,Secondary_Education,no,yes,no,no
31,unemployed,single,Primary_Education,no,no,no,no
54,retired,married,Primary_Education,no,no,no,no
33,blue-collar,single,Primary_Education,no,yes,no,no
52,retired,married,Tertiary_Education,no,no,no,no
46,admin.,married,Tertiary_Education,no,yes,no,no
57,housemaid,married,Primary_Education,no,no,no,no
55,technician,single,Professional_Education,no,yes,yes,no
37,management,married,Tertiary_Education,no,yes,no,no
40,management,married,Tertiary_Education,no,yes,no,no
29,technician,single,Secondary_Education,no,yes,yes,no
31,admin.,single,Secondary_Education,no,yes,no,no
33,technician,single,Tertiary_Education,no,no,no,no
34,technician,divorced,Tertiary_Education,no,yes,no,no
40,management,married,Secondary_Education,no,no,yes,no
34,admin.,married,Tertiary_Education,no,no,no,no
52,unemployed,married,Tertiary_Education,no,no,no,no
31,unemployed,single,Primary_Education,no,no,yes,no
46,management,married,Secondary_Education,no,yes,no,no
50,admin.,married,Tertiary_Education,no,no,no,no
41,technician,married,Tertiary_Education,no,yes,yes,no
31,admin.,single,Tertiary_Education,no,yes,no,no
29,technician,single,Professional_Education,no,no,no,yes
32,admin.,divorced,Tertiary_Education,no,no,no,no
51,management,married,Tertiary_Education,no,yes,no,no
31,technician,single,Tertiary_Education,no,yes,yes,no
49,technician,married,Primary_Education,no,no,no,no
55,entrepreneur,married,Tertiary_Education,no,no,no,no
57,management,married,Tertiary_Education,no,yes,yes,no
57,management,married,Tertiary_Education,no,yes,no,no
48,admin.,married,Secondary_Education,no,yes,no,no
40,blue-collar,married,Secondary_Education,no,yes,no,no
33,admin.,single,Tertiary_Education,no,no,no,no
58,admin.,married,Tertiary_Education,no,no,no,no
40,admin.,married,Tertiary_Education,no,no,no,no
34,technician,divorced,Tertiary_Education,no,no,no,yes
31,admin.,single,Secondary_Education,no,yes,no,no
36,blue-collar,single,Secondary_Education,no,yes,yes,no
52,entrepreneur,married,Tertiary_Education,no,yes,yes,no
40,technician,single,Tertiary_Education,no,yes,yes,no
50,management,divorced,Tertiary_Education,no,no,no,no
39,services,married,Secondary_Education,no,yes,no,no
37,management,married,Tertiary_Education,no,yes,no,no
57,unemployed,married,Tertiary_Education,no,yes,no,no
48,admin.,married,Tertiary_Education,no,yes,yes,no
29,services,single,Secondary_Education,no,yes,no,no
47,technician,married,Tertiary_Education,no,no,no,no
57,unemployed,married,Tertiary_Education,no,yes,yes,no
58,admin.,married,Tertiary_Education,no,no,no,yes
48,admin.,married,Tertiary_Education,no,no,no,no
50,admin.,divorced,Tertiary_Education,no,yes,no,no
29,technician,single,Professional_Education,no,yes,no,no
32,management,married,Tertiary_Education,no,no,no,no
37,entrepreneur,married,Professional_Education,no,no,no,no
45,admin.,divorced,Tertiary_Education,no,yes,no,no
50,technician,married,Tertiary_Education,no,yes,no,no
45,self-employed,married,Tertiary_Education,no,no,no,no
52,admin.,married,Secondary_Education,no,no,no,no
54,retired,divorced,Tertiary_Education,no,no,no,no
33,self-employed,single,Tertiary_Education,no,yes,yes,no
34,admin.,married,Tertiary_Education,no,yes,no,no
38,blue-collar,married,Secondary_Education,no,yes,yes,no
55,retired,married,Secondary_Education,no,no,no,no
38,management,married,Tertiary_Education,no,no,yes,no
52,technician,married,Secondary_Education,no,yes,yes,no
32,entrepreneur,single,Secondary_Education,no,no,no,no
49,blue-collar,married,Secondary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,yes,yes,no
52,technician,married,Secondary_Education,no,yes,no,no
31,admin.,single,Secondary_Education,no,no,no,no
49,admin.,married,Secondary_Education,no,yes,no,no
32,technician,single,Professional_Education,no,yes,no,no
53,blue-collar,married,Primary_Education,no,yes,no,no
50,admin.,married,Secondary_Education,no,yes,no,no
39,technician,married,Secondary_Education,no,no,no,yes
37,admin.,married,Tertiary_Education,no,yes,no,no
57,housemaid,married,Primary_Education,no,yes,no,no
44,blue-collar,married,Primary_Education,no,yes,yes,no
44,admin.,married,Tertiary_Education,no,no,no,no
42,admin.,married,Tertiary_Education,no,no,yes,yes
41,housemaid,married,Secondary_Education,no,yes,no,yes
37,admin.,single,Tertiary_Education,no,yes,yes,no
44,self-employed,divorced,Professional_Education,no,yes,no,no
43,admin.,single,Tertiary_Education,no,yes,no,no
51,housemaid,married,Secondary_Education,no,no,no,no
33,admin.,married,Tertiary_Education,no,yes,no,no
36,blue-collar,married,Secondary_Education,no,yes,no,no
31,admin.,single,Tertiary_Education,no,no,no,no
49,blue-collar,married,Primary_Education,no,yes,no,no
34,admin.,married,Tertiary_Education,no,no,no,no
42,admin.,married,Secondary_Education,no,no,no,no
29,student,single,Professional_Education,no,no,no,no
29,admin.,single,Tertiary_Education,no,yes,no,no
52,technician,married,Secondary_Education,no,no,no,no
48,blue-collar,divorced,Primary_Education,no,yes,no,no
56,admin.,divorced,Secondary_Education,no,yes,no,no
41,admin.,single,Tertiary_Education,no,yes,yes,no
37,admin.,married,Tertiary_Education,no,yes,no,no
55,technician,single,Professional_Education,no,yes,no,no
58,admin.,divorced,Tertiary_Education,no,no,no,no
45,blue-collar,married,Secondary_Education,no,no,no,no
44,blue-collar,married,Primary_Education,no,yes,no,no
52,technician,married,Professional_Education,no,yes,no,no
35,admin.,divorced,Tertiary_Education,no,yes,no,no
48,technician,married,Professional_Education,no,yes,yes,no
32,management,married,Tertiary_Education,no,yes,no,no
45,admin.,divorced,Secondary_Education,no,yes,no,yes
47,admin.,married,Tertiary_Education,no,yes,no,no
31,services,married,Secondary_Education,no,yes,no,no
48,services,married,Professional_Education,no,no,no,no
35,admin.,divorced,Tertiary_Education,no,yes,no,no
40,technician,married,Tertiary_Education,no,no,no,no
35,admin.,divorced,Tertiary_Education,no,yes,no,no
40,blue-collar,divorced,Primary_Education,no,yes,no,no
37,blue-collar,married,Secondary_Education,no,yes,no,no
55,entrepreneur,divorced,Tertiary_Education,no,no,no,no
35,management,married,Tertiary_Education,no,no,no,no
29,admin.,single,Tertiary_Education,no,yes,no,no
47,admin.,married,Tertiary_Education,no,no,no,no
56,services,single,Secondary_Education,no,yes,no,no
35,management,married,Tertiary_Education,no,yes,no,no
30,admin.,single,Tertiary_Education,no,no,no,no
31,unemployed,married,Secondary_Education,no,no,yes,no
39,services,married,Secondary_Education,no,no,yes,no
56,management,married,Secondary_Education,no,yes,yes,no
51,admin.,married,Tertiary_Education,no,no,yes,no
31,admin.,single,Secondary_Education,no,yes,yes,no
31,admin.,single,Secondary_Education,no,yes,yes,no
50,management,married,Professional_Education,no,yes,no,no
32,technician,single,Professional_Education,no,yes,no,no
41,management,divorced,Tertiary_Education,no,no,no,no
51,admin.,married,Tertiary_Education,no,yes,no,no
37,technician,single,Professional_Education,no,yes,no,no
50,unemployed,married,Professional_Education,no,yes,no,no
34,admin.,married,Tertiary_Education,no,yes,yes,no
37,admin.,married,Tertiary_Education,no,yes,no,no
47,admin.,married,Tertiary_Education,no,yes,no,no
40,unemployed,divorced,Tertiary_Education,no,no,no,no
33,admin.,married,Tertiary_Education,no,no,no,no
39,services,married,Secondary_Education,no,yes,no,no
37,technician,divorced,Secondary_Education,no,yes,no,no
55,technician,married,Professional_Education,no,yes,no,no
34,admin.,divorced,Tertiary_Education,no,no,no,yes
36,admin.,married,Primary_Education,no,yes,no,no
55,technician,married,Professional_Education,no,no,no,no
36,admin.,married,Primary_Education,no,yes,yes,no
34,management,married,Tertiary_Education,no,no,no,no
52,admin.,married,Secondary_Education,no,yes,yes,no
44,blue-collar,married,Primary_Education,no,yes,yes,no
40,management,married,Tertiary_Education,no,no,no,no
32,admin.,married,Tertiary_Education,no,yes,no,no
31,technician,married,Professional_Education,no,no,yes,no
42,admin.,married,Tertiary_Education,no,no,no,no
51,management,divorced,Professional_Education,no,no,no,no
42,admin.,married,Tertiary_Education,no,yes,no,no
49,technician,married,Primary_Education,no,no,yes,no
53,admin.,divorced,Tertiary_Education,no,yes,no,no
52,services,married,Primary_Education,no,no,no,no
46,admin.,single,Secondary_Education,no,yes,no,no
54,admin.,divorced,Secondary_Education,no,no,no,no
32,management,married,Tertiary_Education,no,no,no,no
34,technician,married,Professional_Education,no,yes,no,no
50,entrepreneur,married,Tertiary_Education,no,no,no,no
32,technician,divorced,Secondary_Education,no,no,no,no
32,admin.,single,Tertiary_Education,no,yes,no,no
29,technician,single,Professional_Education,no,no,no,no
33,technician,single,Secondary_Education,no,yes,no,no
44,blue-collar,married,Primary_Education,no,no,yes,no
46,technician,divorced,Tertiary_Education,no,yes,no,no
51,admin.,married,Secondary_Education,no,yes,no,no
