Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,,Price
Reservoir,32 Ayr St,4,h,SP,RW,22/04/2017,11.2,3073,4,1,4,605,,,Darebin,-37.7051,145.0331,Northern Metropolitan,,800000
Reservoir,42 Elinda Pl,2,u,S,Stockdale,22/04/2017,11.2,3073,2,1,1,166,,1990,Darebin,-37.6986,145.024,Northern Metropolitan,,395000
Reservoir,6 Joffre St,2,h,S,Barry,29/04/2017,11.2,3073,2,2,1,715,,,Darebin,-37.7302,145.0129,Northern Metropolitan,,1025000
Reservoir,4/65 Thackeray Rd,2,u,S,RW,29/04/2017,11.2,3073,2,1,1,110,1,1960,Darebin,-37.7216,145.0099,Northern Metropolitan,,505000
Richmond,7 Berry St,2,h,VB,hockingstuart,6/5/2017,2.6,3121,2,1,0,150,,,Yarra,-37.8191,144.9977,Northern Metropolitan,,950000
Richmond,60 Gardner St,2,h,S,hockingstuart,6/5/2017,2.6,3121,2,1,0,166,,,Yarra,-37.8172,145.0053,Northern Metropolitan,,1110000
Richmond,49 Garfield St,2,t,VB,hockingstuart,6/5/2017,2.6,3121,2,1,1,113,118,2012,Yarra,-37.8119,144.9947,Northern Metropolitan,,950000
Richmond,4/39 Hunter St,2,u,S,hockingstuart,6/5/2017,2.6,3121,2,1,1,826,99,1996,Yarra,-37.821,145.0054,Northern Metropolitan,,1226000
Richmond,516/2 McGoun St,1,u,VB,Collins,6/5/2017,2.6,3121,1,1,1,2044,,,Yarra,-37.817,144.9955,Northern Metropolitan,,500000
Richmond,118 Somerset St,3,h,S,Nelson,6/5/2017,2.6,3121,3,1,0,176,106,1900,Yarra,-37.8162,145.006,Northern Metropolitan,,1214000
Richmond,213/253 Bridge Rd,1,u,SP,Biggin,8/4/2017,2.6,3121,1,1,1,3512,,2011,Yarra,-37.8183,144.9979,Northern Metropolitan,,370000
Richmond,308/633 Church St,3,u,SP,Biggin,8/4/2017,2.6,3121,3,1,1,0,90,1999,Yarra,-37.833,144.997,Northern Metropolitan,,790000
Richmond,29 Gipps St,3,h,VB,Nelson,8/4/2017,2.6,3121,3,2,0,848,,,Yarra,-37.8235,144.9963,Northern Metropolitan,,1400000
Richmond,307/18 Hull St,2,u,VB,Jellis,8/4/2017,2.6,3121,2,1,1,0,,2012,Yarra,-37.8175,144.9974,Northern Metropolitan,,500000
Richmond,1/2 Little Kent St,2,t,S,Fletchers,8/4/2017,2.6,3121,2,2,1,0,137,2002,Yarra,-37.8151,145.0003,Northern Metropolitan,,1090000
Richmond,113A Richmond Tce,3,h,S,hockingstuart,8/4/2017,2.6,3121,3,1,0,240,115,1958,Yarra,-37.8221,144.9964,Northern Metropolitan,,1785000
Richmond,106/59 Stawell St,2,u,PI,Ray,8/4/2017,2.6,3121,2,1,1,7455,65,2008,Yarra,-37.822,145.0104,Northern Metropolitan,,560000
Richmond,101/27 Dickmann St,2,u,VB,hockingstuart,13/05/2017,2.6,3121,2,2,1,760,,2010,Yarra,-37.825,144.9976,Northern Metropolitan,,690000
Richmond,43 Gardner St,2,h,PI,Biggin,13/05/2017,2.6,3121,2,1,0,134,63.7,1900,Yarra,-37.817,145.0058,Northern Metropolitan,,1050000
Richmond,293 Highett St,3,h,PI,Marshall,13/05/2017,2.6,3121,3,2,1,181,,,Yarra,-37.8161,145.0037,Northern Metropolitan,,2060000
Richmond,62 Butler St,2,h,PI,Biggin,20/05/2017,2.6,3121,2,1,0,111,,,Yarra,-37.8108,144.9955,Northern Metropolitan,,860000
Richmond,6/323 Church St,3,t,S,Jellis,20/05/2017,2.6,3121,3,1,2,0,100,2010,Yarra,-37.8221,144.9988,Northern Metropolitan,,1052000
Richmond,2 Portland St,3,h,VB,Jellis,20/05/2017,2.6,3121,3,2,7,230,204,2011,Yarra,-37.8213,144.9948,Northern Metropolitan,,3000000
Richmond,3 Kimber St,3,h,S,Jellis,22/04/2017,2.6,3121,3,1,1,154,95,1900,Yarra,-37.8264,145.0123,Northern Metropolitan,,1330000
Richmond,304/253 Bridge Rd,2,u,S,Biggin,29/04/2017,2.6,3121,2,2,1,3512,,2011,Yarra,-37.8183,144.9979,Northern Metropolitan,,630000
Richmond,30 Corsair St,2,h,S,Jellis,29/04/2017,2.6,3121,2,1,0,178,,,Yarra,-37.8226,145.0064,Northern Metropolitan,,1210000
Richmond,2 Moore St,1,h,S,Biggin,29/04/2017,2.6,3121,1,1,0,126,77,1900,Yarra,-37.8259,145.0107,Northern Metropolitan,,911000
Richmond,57 Type St,3,h,S,hockingstuart,29/04/2017,2.6,3121,3,1,1,318,,,Yarra,-37.8225,145.0096,Northern Metropolitan,,1590000
Rosanna,154 Grandview Gr,4,h,S,Fletchers,8/4/2017,11.4,3084,4,2,2,607,,,Banyule,-37.7334,145.0631,Eastern Metropolitan,,1380000
Rosanna,34 Haughton Pde,4,h,SP,Miles,13/05/2017,11.4,3084,4,1,2,672,,,Banyule,-37.7438,145.0769,Eastern Metropolitan,,1150000
Rosanna,35 Thomson Dr,4,h,S,Barry,20/05/2017,11.4,3084,4,2,2,613,,,Banyule,-37.7323,145.0692,Eastern Metropolitan,,1160000
Rosanna,7/4 Banyule Rd,2,u,S,Miles,29/04/2017,11.4,3084,2,1,1,190,105,1980,Banyule,-37.7437,145.0729,Eastern Metropolitan,,615000
Rosanna,5 Finlayson St,3,h,VB,Miles,29/04/2017,11.4,3084,3,2,2,581,,,Banyule,-37.7399,145.0681,Eastern Metropolitan,,940000
Seddon,199 Buckley St,2,h,PI,Village,13/05/2017,6.6,3011,2,1,0,269,80,1900,Maribyrnong,-37.8026,144.8882,Western Metropolitan,,665000
Seddon,29 Tennyson St,3,h,S,Village,13/05/2017,6.6,3011,3,1,0,220,,1920,Maribyrnong,-37.8077,144.8883,Western Metropolitan,,950000
Seddon,4 Henry St,2,h,S,Village,20/05/2017,6.6,3011,2,1,2,249,,,Maribyrnong,-37.8052,144.8879,Western Metropolitan,,1085000
Seddon,3 Walter St,3,h,S,Jas,20/05/2017,6.6,3011,3,1,1,205,,,Maribyrnong,-37.8053,144.8967,Western Metropolitan,,847000
Seddon,68 Windsor St,2,h,S,hockingstuart,20/05/2017,6.6,3011,2,1,1,116,,,Maribyrnong,-37.8046,144.891,Western Metropolitan,,785000
South Melbourne,20 Glover St,3,h,S,Greg,6/5/2017,2.1,3205,3,2,1,197,168,1900,Port Phillip,-37.8395,144.9489,Southern Metropolitan,,2240000
South Melbourne,28 Nelson Pl,3,h,PI,Marshall,6/5/2017,2.1,3205,3,2,1,230,,,Port Phillip,-37.8373,144.9527,Southern Metropolitan,,2050000
South Melbourne,8/192 Cecil St,1,u,S,hockingstuart,8/4/2017,2.1,3205,1,1,1,0,42,1970,Port Phillip,-37.8344,144.9581,Southern Metropolitan,,460000
South Melbourne,5 Park Pl,2,u,VB,hockingstuart,8/4/2017,2.1,3205,2,1,0,438,2,1900,Port Phillip,-37.8353,144.9599,Southern Metropolitan,,650000
South Melbourne,24B Dow St,2,t,S,Marshall,13/05/2017,2.1,3205,2,1,1,327,75,2004,Port Phillip,-37.8351,144.964,Southern Metropolitan,,1100000
South Melbourne,27 Lyell St,3,h,S,WHITEFOX,13/05/2017,2.1,3205,3,1,1,204,105,1910,Port Phillip,-37.8365,144.9497,Southern Metropolitan,,1820000
South Melbourne,13 Martin St,3,h,S,Buxton,20/05/2017,2.1,3205,3,2,2,202,,,Port Phillip,-37.837,144.9585,Southern Metropolitan,,1780000
South Melbourne,55 Cobden St,2,h,S,Williams,22/04/2017,2.1,3205,2,1,0,102,,1880,Port Phillip,-37.8355,144.9675,Southern Metropolitan,,1024000
South Melbourne,53/39 Dorcas St,3,u,VB,Greg,22/04/2017,2.1,3205,3,2,2,0,110.87,2003,Port Phillip,-37.8309,144.9686,Southern Metropolitan,,680000
South Melbourne,125 Napier St,2,h,PI,Greg,22/04/2017,2.1,3205,2,1,1,91,,1970,Port Phillip,-37.836,144.9638,Southern Metropolitan,,1150000
South Melbourne,411/38 Bank St,3,u,VB,Greg,29/04/2017,2.1,3205,3,2,2,0,150,2001,Port Phillip,-37.8319,144.9682,Southern Metropolitan,,710000
South Yarra,6/38 Chambers St,3,u,S,RT,6/5/2017,3.3,3141,3,2,2,15,15,,Stonnington,-37.8398,144.9945,Southern Metropolitan,,1320000
South Yarra,407/800 Chapel St,1,u,S,hockingstuart,6/5/2017,3.3,3141,1,1,1,0,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,,537000
South Yarra,806/800 Chapel St,2,u,VB,Beller,6/5/2017,3.3,3141,2,2,2,0,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,,800000
South Yarra,1/52 Caroline St,1,u,S,hockingstuart,8/4/2017,3.3,3141,1,1,0,0,,,Stonnington,-37.8378,144.9883,Southern Metropolitan,,410000
South Yarra,10/14 Cromwell Rd,2,u,S,hockingstuart,8/4/2017,3.3,3141,2,1,1,0,,1970,Stonnington,-37.8452,145.0001,Southern Metropolitan,,499000
South Yarra,14 Moore St,2,h,S,hockingstuart,8/4/2017,3.3,3141,2,1,0,161,82,1900,Stonnington,-37.8454,144.9891,Southern Metropolitan,,1214000
South Yarra,9/384 Toorak Rd,2,u,PI,Biggin,8/4/2017,3.3,3141,2,1,0,5467,73,1970,Stonnington,-37.8406,145.0035,Southern Metropolitan,,485000
South Yarra,2/63 Domain St,3,u,S,Williams,13/05/2017,3.3,3141,3,1,1,0,,1970,Melbourne,-37.836,144.9782,Southern Metropolitan,,920000
South Yarra,30/30 Murphy St,2,u,S,hockingstuart,13/05/2017,3.3,3141,2,1,1,0,,,Stonnington,-37.837,144.9907,Southern Metropolitan,,615000
South Yarra,3/555 Punt Rd,2,u,S,Kay,13/05/2017,3.3,3141,2,1,1,595,,,Melbourne,-37.8422,144.9855,Southern Metropolitan,,642000
South Yarra,65 Caroline St,3,t,S,Marshall,20/05/2017,3.3,3141,3,3,1,296,,,Stonnington,-37.8366,144.9882,Southern Metropolitan,,3475000
South Yarra,7 Cassell St,2,h,PI,Jellis,20/05/2017,3.3,3141,2,2,0,208,145,1880,Stonnington,-37.8433,145.0024,Southern Metropolitan,,1710000
South Yarra,26 Howitt St,2,u,S,Biggin,20/05/2017,3.3,3141,2,1,1,284,,,Stonnington,-37.8471,145.0019,Southern Metropolitan,,851000
South Yarra,30 Nicholson St,3,t,S,Kay,20/05/2017,3.3,3141,3,2,2,201,,,Stonnington,-37.8428,144.9877,Southern Metropolitan,,2030000
South Yarra,9 Nicholson St,2,h,S,Beller,22/04/2017,3.3,3141,2,1,0,219,,,Stonnington,-37.8424,144.9867,Southern Metropolitan,,1405000
South Yarra,403/79 River St,2,u,S,hockingstuart,22/04/2017,3.3,3141,2,2,2,17200,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,,850000
South Yarra,5/9 Rockley Rd,2,u,S,Jellis,22/04/2017,3.3,3141,2,1,1,0,106,1970,Stonnington,-37.8383,144.9995,Southern Metropolitan,,792500
South Yarra,13/47 Marne St,1,u,SP,hockingstuart,29/04/2017,3.3,3141,1,1,0,775,46,1960,Melbourne,-37.8354,144.984,Southern Metropolitan,,390500
South Yarra,9/21 Park La,3,u,S,Kay,29/04/2017,3.3,3141,3,2,2,3197,,,Melbourne,-37.8446,144.9844,Southern Metropolitan,,2050000
South Yarra,1/215 Williams Rd,2,u,S,Kay,29/04/2017,3.3,3141,2,1,2,0,,,Stonnington,-37.8447,145.0037,Southern Metropolitan,,595000
St Kilda,5/18 Barkly St,1,u,SP,Buxton,6/5/2017,6.1,3182,1,1,1,678,,,Port Phillip,-37.8585,144.983,Southern Metropolitan,,346000
St Kilda,22/3 Alfred Sq,1,u,S,hockingstuart,8/4/2017,6.1,3182,1,1,1,2422,,1970,Port Phillip,-37.8644,144.9741,Southern Metropolitan,,520000
St Kilda,11/52 Alma Rd,1,u,VB,hockingstuart,8/4/2017,6.1,3182,1,1,1,1036,,,Port Phillip,-37.8607,144.9873,Southern Metropolitan,,320000
St Kilda,13/220 Barkly St,2,u,SP,Buxton,8/4/2017,6.1,3182,2,2,1,2920,84,2006,Port Phillip,-37.8709,144.9807,Southern Metropolitan,,610500
St Kilda,22/14 Crimea St,1,u,VB,hockingstuart,8/4/2017,6.1,3182,1,1,1,1236,,1968,Port Phillip,-37.8585,144.9884,Southern Metropolitan,,350000
St Kilda,23A Havelock St,2,h,S,hockingstuart,8/4/2017,6.1,3182,2,1,0,135,74,1930,Port Phillip,-37.8661,144.9802,Southern Metropolitan,,1120000
St Kilda,2/25 Acland St,2,t,S,Marshall,13/05/2017,6.1,3182,2,1,1,455,98,1890,Port Phillip,-37.8636,144.9749,Southern Metropolitan,,1077000
St Kilda,34 Acland St,2,h,S,Wilson,13/05/2017,6.1,3182,2,1,1,165,97,1910,Port Phillip,-37.8658,144.9774,Southern Metropolitan,,1301000
St Kilda,25 Fawkner St,2,h,S,Marshall,13/05/2017,6.1,3182,2,1,2,194,112,1890,Port Phillip,-37.8658,144.9795,Southern Metropolitan,,1440000
St Kilda,15/20 Princes St,2,u,S,Buxton,20/05/2017,6.1,3182,2,1,0,0,,,Port Phillip,-37.859,144.9816,Southern Metropolitan,,680000
St Kilda,63 Chapel St,3,h,S,Buxton,22/04/2017,6.1,3182,3,1,0,246,,,Port Phillip,-37.8635,144.991,Southern Metropolitan,,1361000
St Kilda,7/29 Marine Pde,3,u,SP,McGrath,22/04/2017,6.1,3182,3,1,0,0,115,1930,Port Phillip,-37.8718,144.9767,Southern Metropolitan,,1000000
St Kilda,11/74 Barkly St,2,u,S,McGrath,29/04/2017,6.1,3182,2,1,1,18,,,Port Phillip,-37.8624,144.9823,Southern Metropolitan,,902000
St Kilda,1/23 Eildon Rd,3,u,S,Gary,29/04/2017,6.1,3182,3,1,1,460,140,1955,Port Phillip,-37.8623,144.9772,Southern Metropolitan,,1190000
St Kilda,5 Octavia St,2,h,S,hockingstuart,29/04/2017,6.1,3182,2,1,0,190,,,Port Phillip,-37.8579,144.9844,Southern Metropolitan,,920000
St Kilda,105/60 Wellington St,2,u,S,McGrath,29/04/2017,6.1,3182,2,1,1,0,54,2004,Port Phillip,-37.857,144.9867,Southern Metropolitan,,482000
St Kilda,35 Wordsworth St,4,h,S,McGrath,29/04/2017,6.1,3182,4,2,1,297,,,Port Phillip,-37.8729,144.9794,Southern Metropolitan,,2260000
Strathmore,18 Strathaird St,4,h,PI,Nelson,6/5/2017,9.7,3041,4,1,1,543,137,1960,Moonee Valley,-37.7199,144.9044,Western Metropolitan,,810000
Strathmore,8 Jones Ct,3,h,S,Considine,8/4/2017,9.7,3041,3,2,2,371,183,2014,Moonee Valley,-37.7229,144.9055,Western Metropolitan,,1021000
Strathmore,12 Loeman St,3,t,S,Frank,8/4/2017,9.7,3041,3,3,1,555,293,,Moonee Valley,-37.7345,144.9228,Western Metropolitan,,925000
Strathmore,186 Mascoma St,5,h,SP,Brad,8/4/2017,9.7,3041,5,2,2,533,204,1965,Moonee Valley,-37.7189,144.9044,Western Metropolitan,,910000
Strathmore,221 Mascoma St,3,h,VB,Nelson,13/05/2017,9.7,3041,3,1,2,531,,,Moonee Valley,-37.7192,144.9045,Western Metropolitan,,900000
Strathmore,1 Lebanon St,3,h,SP,Jellis,20/05/2017,9.7,3041,3,2,3,653,,1940,Moonee Valley,-37.7296,144.9225,Western Metropolitan,,995000
Strathmore,68 Willonga St,5,h,SP,Brad,20/05/2017,9.7,3041,5,2,2,702,,,Moonee Valley,-37.7253,144.9146,Western Metropolitan,,1150000
Sunshine,54 Ardoyne St,3,h,S,Douglas,6/5/2017,12.6,3020,3,2,2,572,190,1950,Brimbank,-37.7966,144.8256,Western Metropolitan,,940000
Sunshine,138 Devonshire Rd,4,h,S,YPA,6/5/2017,12.6,3020,4,2,0,567,95,1950,Brimbank,-37.7866,144.8458,Western Metropolitan,,726000
Sunshine,27 Parsons St,3,h,S,Douglas,6/5/2017,12.6,3020,3,1,1,725,,,Brimbank,-37.7918,144.8419,Western Metropolitan,,950000
Sunshine,14 Baker St,4,h,S,Douglas,8/4/2017,12.6,3020,4,1,5,650,,,Brimbank,-37.7867,144.8437,Western Metropolitan,,760000
Sunshine,2 Colin St,4,h,S,FN,8/4/2017,12.6,3020,4,1,6,654,189,1950,Brimbank,-37.7803,144.8415,Western Metropolitan,,990000
Sunshine,10 Dundalk St,3,h,S,Barry,8/4/2017,12.6,3020,3,1,1,555,,,Brimbank,-37.7988,144.822,Western Metropolitan,,651500
Sunshine,2 Islington St,4,h,S,Douglas,22/04/2017,12.6,3020,4,1,4,615,,,Brimbank,-37.785,144.8383,Western Metropolitan,,970000
Sunshine,3 Mellor St,3,h,S,Douglas,22/04/2017,12.6,3020,3,1,2,557,,1960,Brimbank,-37.7811,144.8373,Western Metropolitan,,841000
Sunshine,69 Duke St,3,h,S,Village,29/04/2017,12.6,3020,3,1,0,483,93.84,1950,Brimbank,-37.7875,144.8456,Western Metropolitan,,710000
Sunshine,73 Monash St,3,h,PI,FN,29/04/2017,12.6,3020,3,1,1,462,108,1930,Brimbank,-37.7894,144.8383,Western Metropolitan,,840000
Sunshine,115 Wright St,3,h,S,Douglas,29/04/2017,12.6,3020,3,2,2,660,,,Brimbank,-37.7954,144.8246,Western Metropolitan,,660000
Sunshine,10 Yewers St,3,h,S,FN,29/04/2017,12.6,3020,3,1,1,485,,,Brimbank,-37.7868,144.8428,Western Metropolitan,,692000
Sunshine North,25 Lincoln St,3,h,S,Douglas,6/5/2017,13.3,3020,3,1,2,608,,,Brimbank,-37.7743,144.8446,Western Metropolitan,,830000
Sunshine North,19 Plymouth Cl,3,h,S,Douglas,6/5/2017,13.3,3020,3,1,2,465,,,Brimbank,-37.7549,144.8304,Western Metropolitan,,600000
Sunshine North,25 Downing St,3,h,S,Douglas,13/05/2017,13.3,3020,3,1,2,551,,,Brimbank,-37.771,144.8389,Western Metropolitan,,718000
Sunshine North,3 Belmore Rd,4,h,S,Douglas,29/04/2017,13.3,3020,4,1,2,665,147,1980,Brimbank,-37.7662,144.8383,Western Metropolitan,,775000
Sunshine North,90 McIntyre Rd,3,h,PI,Douglas,29/04/2017,13.3,3020,3,1,1,546,145,1960,Brimbank,-37.7676,144.8307,Western Metropolitan,,490000
Sunshine West,32 Killara St,3,h,S,Barry,6/5/2017,13.5,3020,3,1,1,534,120,1975,Brimbank,-37.7886,144.821,Western Metropolitan,,716000
Sunshine West,7 Foxcroft Ct,3,h,S,Barry,8/4/2017,13.5,3020,3,2,2,519,,,Brimbank,-37.7997,144.7968,Western Metropolitan,,511000
Sunshine West,1/10 Fremont Pde,4,h,SP,Brad,8/4/2017,13.5,3020,4,2,2,332,159,2006,Brimbank,-37.7962,144.8064,Western Metropolitan,,515000
Sunshine West,27 Warmington Rd,3,h,S,Barry,8/4/2017,13.5,3020,3,1,1,573,119,1970,Brimbank,-37.8017,144.8258,Western Metropolitan,,530000
Sunshine West,91 Hilma St,4,h,S,Bells,13/05/2017,13.5,3020,4,2,2,572,184,1967,Brimbank,-37.7912,144.7979,Western Metropolitan,,685000
Sunshine West,13 Murray St,3,h,PI,Douglas,22/04/2017,13.5,3020,3,1,2,701,,,Brimbank,-37.7889,144.8047,Western Metropolitan,,700000
Sunshine West,133 David Dr,3,t,S,Bells,29/04/2017,13.5,3020,3,3,2,134,124.45,2008,Brimbank,-37.79,144.7886,Western Metropolitan,,521000
Sunshine West,100 Links St,3,h,S,GL,29/04/2017,13.5,3020,3,1,1,757,100,1950,Brimbank,-37.7845,144.8088,Western Metropolitan,,571000
Sunshine West,7 The Mews,3,h,SP,S&L,29/04/2017,13.5,3020,3,1,4,990,,,Brimbank,-37.7928,144.8068,Western Metropolitan,,710000
Surrey Hills,3/700 Canterbury Rd,2,u,S,Ham,6/5/2017,11.2,3127,2,1,2,119,,,Whitehorse,-37.8271,145.1032,Southern Metropolitan,,682000
Surrey Hills,2/35 Boisdale St,2,u,S,Fletchers,13/05/2017,11.2,3127,2,1,2,180,85,1970,Whitehorse,-37.8351,145.103,Southern Metropolitan,,825000
Surrey Hills,61 Broughton Rd,3,h,S,Fletchers,13/05/2017,11.2,3127,3,2,2,347,195,2013,Whitehorse,-37.8323,145.105,Southern Metropolitan,,1525000
Surrey Hills,18 Empress Rd,2,h,SP,Jellis,13/05/2017,11.2,3127,2,1,0,269,124,1910,Boroondara,-37.8201,145.0887,Southern Metropolitan,,1260000
Surrey Hills,29 Weybridge St,4,h,S,Marshall,13/05/2017,11.2,3127,4,2,2,764,265,1930,Boroondara,-37.818,145.0946,Southern Metropolitan,,2360000
Surrey Hills,1/6 Blackburn St,2,h,SP,Fletchers,20/05/2017,11.2,3127,2,2,1,323,96,1980,Boroondara,-37.823,145.0993,Southern Metropolitan,,1250000
Surrey Hills,26 Everton Gr,4,h,S,Noel,20/05/2017,11.2,3127,4,1,4,605,,,Whitehorse,-37.8292,145.1053,Southern Metropolitan,,1490000
Surrey Hills,6A Thistle St,4,h,PI,Marshall,20/05/2017,11.2,3127,4,1,2,600,186,1886,Boroondara,-37.8327,145.0976,Southern Metropolitan,,1600000
Surrey Hills,68 Weybridge St,3,h,S,Kay,20/05/2017,11.2,3127,3,2,2,368,150,,Boroondara,-37.8176,145.0882,Southern Metropolitan,,1652000
Surrey Hills,8 Durham Rd,4,h,PI,Jellis,29/04/2017,11.2,3127,4,3,2,773,300,1900,Boroondara,-37.8263,145.0911,Southern Metropolitan,,2370000
Templestowe Lower,2/92 Foote St,3,t,PI,Jellis,6/5/2017,13.8,3107,3,2,3,281,,2011,Manningham,-37.7586,145.1211,Eastern Metropolitan,,940000
Templestowe Lower,6 Jean St,3,h,S,Noel,6/5/2017,13.8,3107,3,1,1,907,,,Manningham,-37.7628,145.1185,Eastern Metropolitan,,1503500
Templestowe Lower,8 Esther St,3,t,VB,hockingstuart,8/4/2017,13.8,3107,3,2,2,306,,,Manningham,-37.7658,145.1014,Eastern Metropolitan,,950000
Templestowe Lower,4 Michael St,3,h,S,Barry,8/4/2017,13.8,3107,3,1,2,743,,,Manningham,-37.7703,145.1086,Eastern Metropolitan,,1370000
Templestowe Lower,5 Fran Ct,4,h,SP,Parkes,13/05/2017,13.8,3107,4,2,2,805,,,Manningham,-37.7565,145.1067,Eastern Metropolitan,,1181000
Templestowe Lower,21 Rooney St,3,h,S,Barry,13/05/2017,13.8,3107,3,1,2,745,,,Manningham,-37.769,145.1108,Eastern Metropolitan,,1385000
Templestowe Lower,258 Thompsons Rd,3,h,S,Philip,20/05/2017,13.8,3107,3,1,3,655,,,Manningham,-37.7685,145.1026,Eastern Metropolitan,,1180000
Templestowe Lower,254 Thompsons Rd,4,h,S,Ray,22/04/2017,13.8,3107,4,2,2,650,,,Manningham,-37.7686,145.1023,Eastern Metropolitan,,1302000
Templestowe Lower,11 Airdrie Ct,5,h,S,Jellis,29/04/2017,13.8,3107,5,4,2,501,,,Manningham,-37.762,145.1244,Eastern Metropolitan,,1775000
Thornbury,177 Raleigh St,3,h,S,McGrath,6/5/2017,6.5,3071,3,1,3,712,,,Darebin,-37.7598,145.0118,Northern Metropolitan,,1750000
Thornbury,129 Collins St,3,h,S,Love,8/4/2017,6.5,3071,3,2,4,584,,,Darebin,-37.7555,145.0152,Northern Metropolitan,,1345000
Thornbury,104 Mansfield St,3,h,S,Miles,8/4/2017,6.5,3071,3,1,1,408,,,Darebin,-37.7573,145.0083,Northern Metropolitan,,1080000
Thornbury,145 Shaftesbury Pde,3,h,S,Love,8/4/2017,6.5,3071,3,1,2,463,131,1930,Darebin,-37.7593,144.9885,Northern Metropolitan,,1195000
Thornbury,4/2 Strettle St,2,u,S,Love,8/4/2017,6.5,3071,2,1,1,0,87,1995,Darebin,-37.7554,144.982,Northern Metropolitan,,716000
Thornbury,9 Ethel St,3,t,S,buyMyplace,13/05/2017,6.5,3071,3,2,2,194,,2000,Darebin,-37.7538,144.9991,Northern Metropolitan,,865000
Thornbury,1/73 Flinders St,2,u,S,Nelson,13/05/2017,6.5,3071,2,1,1,0,,1970,Darebin,-37.7561,145.0067,Northern Metropolitan,,462000
Thornbury,107 Hutton St,3,h,PI,Woodards,13/05/2017,6.5,3071,3,2,1,359,,,Darebin,-37.7551,144.9916,Northern Metropolitan,,1100000
Thornbury,221 Mansfield St,4,h,S,Jellis,13/05/2017,6.5,3071,4,2,2,464,,,Darebin,-37.7579,145.0169,Northern Metropolitan,,1635000
Thornbury,3/1 Smith St,3,t,SP,Jellis,13/05/2017,6.5,3071,3,2,1,0,166,2001,Darebin,-37.7579,145,Northern Metropolitan,,998000
Thornbury,3/31 Clapham St,2,u,S,Love,20/05/2017,6.5,3071,2,1,1,0,59,1960,Darebin,-37.7549,144.9979,Northern Metropolitan,,600000
Thornbury,35D Clapham St,3,h,S,Nelson,20/05/2017,6.5,3071,3,2,2,349,130,1918,Darebin,-37.7544,144.998,Northern Metropolitan,,1346000
Thornbury,171 Mansfield St,3,h,S,Jellis,20/05/2017,6.5,3071,3,1,1,381,,,Darebin,-37.7575,145.0128,Northern Metropolitan,,1130000
Thornbury,292 Rathmines St,3,h,PI,Jellis,20/05/2017,6.5,3071,3,1,2,517,115,1950,Darebin,-37.7638,145.0182,Northern Metropolitan,,1275000
Thornbury,10 Speight St,3,h,S,Woodards,20/05/2017,6.5,3071,3,1,1,447,,,Darebin,-37.7622,145.0074,Northern Metropolitan,,1200000
Thornbury,140 Dundas St,2,h,S,Love,22/04/2017,6.5,3071,2,1,1,502,,,Darebin,-37.7541,145.016,Northern Metropolitan,,915000
Thornbury,199 Mansfield St,1,u,SP,McGrath,22/04/2017,6.5,3071,1,1,1,948,,1970,Darebin,-37.7577,145.0151,Northern Metropolitan,,300000
Thornbury,1/44 Hammond St,3,u,SP,McGrath,29/04/2017,6.5,3071,3,1,2,242,117,1995,Darebin,-37.7639,145.0135,Northern Metropolitan,,880000
Thornbury,58 Leinster Gr,2,t,S,Jellis,29/04/2017,6.5,3071,2,2,2,158,133,2007,Darebin,-37.7587,144.9881,Northern Metropolitan,,960000
Thornbury,5 Shaftesbury Pde,2,h,S,Nelson,29/04/2017,6.5,3071,2,1,0,317,96,1910,Darebin,-37.7606,144.9995,Northern Metropolitan,,1260000
Thornbury,68 Wilmoth St,2,h,SP,McGrath,29/04/2017,6.5,3071,3,1,1,330,132,1930,Darebin,-37.7629,145.0165,Northern Metropolitan,,1100000
Viewbank,8 Graham Rd,3,h,VB,Miles,6/5/2017,13.8,3084,3,1,1,667,,,Banyule,-37.743,145.0839,Eastern Metropolitan,,810000
Viewbank,23 Kuranga Rd,4,h,S,Miles,8/4/2017,13.8,3084,4,2,4,863,,,Banyule,-37.7317,145.0952,Eastern Metropolitan,,1140000
Viewbank,6 Dawn Ct,4,h,S,Nelson,20/05/2017,13.8,3084,4,2,2,619,,,Banyule,-37.7355,145.0928,Eastern Metropolitan,,1003000
Viewbank,9 Rockaway Dr,4,h,PI,Fletchers,22/04/2017,13.8,3084,4,2,3,780,217,1950,Banyule,-37.7308,145.0932,Eastern Metropolitan,,1155000
Watsonia,60 Orana Dr,3,h,S,Barry,6/5/2017,14.9,3087,3,1,4,555,,,Banyule,-37.713,145.0894,Northern Metropolitan,,880000
Watsonia,5 Regis Ct,5,h,S,Barry,6/5/2017,14.9,3087,5,1,2,545,132,1970,Banyule,-37.705,145.0825,Northern Metropolitan,,826000
Watsonia,12 Black St,4,h,S,Barry,8/4/2017,14.9,3087,4,2,2,729,,,Banyule,-37.711,145.081,Northern Metropolitan,,952000
Watsonia,2/42 Wattle Dr,3,h,S,Buckingham,8/4/2017,14.9,3087,3,1,2,245,,,Banyule,-37.716,145.0769,Northern Metropolitan,,677500
