age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,281,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,91,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
39,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,165,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,279,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,528,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
63,retired,married,basic.4y,no,yes,no,cellular,nov,tue,408,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,217,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38,technician,single,university.degree,no,yes,yes,telephone,may,thu,245,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35,blue-collar,married,high.school,no,no,no,telephone,jun,fri,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,blue-collar,married,high.school,no,yes,yes,cellular,nov,fri,14,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
36,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,31,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,services,single,high.school,unknown,no,no,telephone,jun,mon,329,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,317,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
56,services,married,high.school,no,no,no,cellular,nov,mon,156,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
31,services,married,basic.9y,no,yes,no,cellular,jul,wed,537,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
44,admin.,married,university.degree,no,yes,no,telephone,jun,wed,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
51,management,married,basic.4y,no,no,no,cellular,nov,mon,96,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
47,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,technician,married,university.degree,no,no,yes,cellular,aug,wed,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,housemaid,married,basic.4y,unknown,no,yes,telephone,may,tue,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,housemaid,married,high.school,no,yes,no,cellular,jun,fri,195,6,999,0,nonexistent,-1.7,94.055,-39.8,0.748,4991.6,no
42,housemaid,married,basic.4y,no,no,no,telephone,jun,thu,500,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
36,admin.,married,high.school,no,yes,no,telephone,may,fri,31,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
57,unemployed,married,basic.9y,unknown,yes,no,telephone,may,mon,45,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,married,high.school,no,unknown,unknown,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,technician,married,basic.9y,no,no,no,telephone,may,thu,514,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,admin.,married,high.school,no,yes,no,cellular,may,fri,358,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
52,services,divorced,basic.4y,no,yes,no,cellular,jun,tue,74,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,wed,124,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
27,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,224,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
31,admin.,married,university.degree,no,yes,no,telephone,may,thu,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
47,management,married,university.degree,no,no,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
26,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,40,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
43,self-employed,married,high.school,unknown,yes,no,cellular,apr,wed,253,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,no
40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,jul,fri,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
26,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,295,4,6,2,success,-1.8,93.749,-34.6,0.644,5008.7,yes
33,admin.,married,university.degree,no,no,no,telephone,jun,fri,80,1,999,0,nonexistent,-1.7,94.055,-39.8,0.732,4991.6,no
43,admin.,married,high.school,no,no,no,cellular,jul,tue,327,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
50,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,74,1,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,no
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,479,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
27,admin.,single,university.degree,no,yes,no,telephone,jun,fri,329,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
46,entrepreneur,married,professional.course,unknown,yes,no,telephone,may,thu,187,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
45,admin.,divorced,university.degree,no,no,yes,telephone,sep,wed,173,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
53,technician,divorced,professional.course,no,yes,no,cellular,may,fri,188,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
47,technician,married,professional.course,no,yes,no,cellular,jul,thu,30,33,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,12,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
48,self-employed,married,university.degree,no,no,no,telephone,jun,fri,467,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
41,unemployed,married,professional.course,no,yes,no,telephone,may,mon,33,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
22,student,single,basic.6y,no,yes,no,cellular,aug,thu,293,2,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,yes
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1966,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,technician,married,professional.course,no,yes,no,cellular,aug,wed,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,technician,married,professional.course,unknown,yes,no,telephone,may,thu,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
45,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,1954,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
43,admin.,single,university.degree,no,no,no,cellular,nov,wed,97,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
50,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,574,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
60,management,married,professional.course,unknown,yes,no,cellular,jul,thu,241,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
50,technician,married,unknown,no,yes,no,cellular,may,tue,500,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,79,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,self-employed,married,basic.9y,no,no,no,telephone,may,tue,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,blue-collar,married,basic.9y,no,no,yes,cellular,jul,fri,138,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,admin.,married,professional.course,unknown,no,yes,cellular,aug,thu,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
69,retired,married,high.school,no,no,no,cellular,nov,mon,178,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,55,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,entrepreneur,single,high.school,no,no,no,cellular,nov,thu,189,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
47,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,143,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,no
25,admin.,single,university.degree,no,unknown,unknown,cellular,oct,fri,1580,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
42,blue-collar,divorced,basic.4y,no,no,no,telephone,may,wed,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,152,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,unemployed,married,basic.9y,no,yes,no,cellular,aug,wed,68,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,101,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,yes
64,retired,married,professional.course,no,yes,no,cellular,sep,wed,222,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
52,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,79,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
39,technician,married,university.degree,no,yes,no,cellular,oct,fri,141,1,7,2,failure,-3.4,92.431,-26.9,0.739,5017.5,no
30,services,single,high.school,no,yes,no,cellular,may,mon,288,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
43,admin.,single,high.school,no,yes,no,cellular,jul,thu,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
37,services,married,high.school,unknown,yes,no,telephone,may,mon,58,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
50,management,married,university.degree,no,yes,no,cellular,mar,thu,245,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,no
40,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,161,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
41,technician,single,university.degree,no,yes,no,cellular,may,thu,59,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
50,entrepreneur,married,university.degree,no,no,no,cellular,nov,fri,48,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
37,services,married,high.school,no,no,yes,cellular,jul,tue,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
69,retired,married,high.school,no,yes,no,cellular,apr,wed,153,4,999,1,failure,-1.8,93.075,-47.1,1.372,5099.1,no
30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
19,student,single,basic.9y,no,yes,no,cellular,may,fri,491,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
37,technician,single,university.degree,no,yes,no,telephone,may,thu,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
34,technician,single,university.degree,no,no,no,cellular,mar,mon,138,8,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,no
27,technician,single,university.degree,no,yes,no,cellular,oct,wed,184,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,yes
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,167,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
26,admin.,single,high.school,no,unknown,unknown,cellular,nov,mon,347,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
35,services,married,university.degree,no,yes,no,cellular,aug,thu,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
79,retired,married,basic.9y,no,no,no,cellular,may,tue,104,1,999,2,failure,-1.8,93.876,-40,0.668,5008.7,no
34,services,single,high.school,no,yes,no,telephone,may,thu,207,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,574,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,125,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,52,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
41,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,technician,married,professional.course,no,no,no,cellular,may,fri,538,2,999,2,failure,-1.8,93.876,-40,0.699,5008.7,yes
49,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,76,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,unknown,married,unknown,no,yes,no,cellular,jul,wed,133,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,51,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,191,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38,management,married,university.degree,no,no,no,telephone,may,fri,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,services,single,high.school,no,yes,no,cellular,may,thu,541,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,120,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22,student,single,high.school,no,yes,no,telephone,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,513,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,195,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,admin.,married,high.school,no,no,yes,cellular,apr,thu,109,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
30,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,58,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
50,services,married,unknown,no,yes,no,cellular,aug,thu,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
43,management,married,high.school,no,no,no,telephone,may,tue,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,186,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
33,admin.,married,professional.course,no,yes,yes,telephone,jun,fri,248,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
59,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,483,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,entrepreneur,married,professional.course,no,no,yes,telephone,jun,wed,307,14,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
31,services,single,high.school,no,no,no,telephone,sep,mon,10,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
43,management,single,basic.4y,no,yes,no,telephone,may,thu,514,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35,admin.,divorced,university.degree,no,no,yes,telephone,may,tue,232,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
27,student,single,unknown,unknown,yes,no,cellular,apr,thu,458,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
35,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,13,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
48,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,6,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,70,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
46,services,married,high.school,no,yes,no,telephone,jul,fri,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
54,services,divorced,high.school,no,yes,no,cellular,oct,wed,487,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,yes
32,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,176,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
59,retired,divorced,professional.course,no,no,no,telephone,jun,tue,8,1,999,1,failure,-1.7,94.055,-39.8,0.702,4991.6,no
43,entrepreneur,married,high.school,no,yes,yes,telephone,may,mon,642,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,technician,single,professional.course,no,no,no,cellular,may,tue,163,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
58,admin.,single,university.degree,no,no,no,cellular,aug,wed,113,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,100,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,entrepreneur,married,professional.course,no,yes,no,cellular,nov,wed,203,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,828,1,999,1,failure,-3.4,92.431,-26.9,0.735,5017.5,yes
46,technician,divorced,professional.course,unknown,no,no,telephone,jul,tue,665,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,281,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,thu,217,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
40,technician,married,professional.course,no,yes,no,cellular,aug,tue,114,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
44,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,64,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
36,admin.,single,university.degree,no,no,no,cellular,mar,mon,409,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
32,admin.,single,university.degree,no,yes,no,telephone,may,wed,76,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
49,technician,married,professional.course,no,yes,no,telephone,jun,fri,10,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,200,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin.,married,university.degree,no,yes,yes,cellular,may,thu,178,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
27,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,285,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
55,technician,married,basic.9y,unknown,no,no,telephone,jun,mon,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34,technician,married,basic.9y,no,yes,no,cellular,nov,fri,126,2,999,2,failure,-3.4,92.649,-30.1,0.716,5017.5,no
40,management,married,high.school,no,yes,no,cellular,may,fri,94,7,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
80,retired,married,basic.4y,unknown,yes,no,cellular,mar,mon,415,1,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,no
44,management,married,university.degree,no,no,yes,telephone,may,fri,93,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,professional.course,no,yes,no,cellular,nov,wed,1283,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,admin.,married,high.school,no,yes,no,cellular,may,mon,155,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
28,services,married,high.school,no,no,yes,cellular,jul,fri,200,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
65,retired,married,university.degree,no,yes,no,cellular,apr,mon,147,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
43,housemaid,married,basic.6y,no,no,no,cellular,aug,fri,618,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,management,divorced,university.degree,no,yes,no,telephone,may,mon,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,management,married,university.degree,no,no,no,telephone,mar,mon,88,3,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,no
29,services,single,high.school,no,yes,no,cellular,may,mon,229,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
58,retired,married,professional.course,unknown,unknown,unknown,telephone,may,tue,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,admin.,single,high.school,no,yes,no,telephone,may,fri,891,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
32,services,married,high.school,no,no,no,telephone,may,fri,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,admin.,married,university.degree,no,no,no,cellular,aug,wed,209,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
56,retired,married,basic.4y,no,yes,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,admin.,married,university.degree,no,yes,no,cellular,nov,thu,197,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
58,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,35,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,186,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
36,technician,married,university.degree,no,yes,no,cellular,may,fri,285,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
41,admin.,single,university.degree,no,no,no,telephone,jun,mon,367,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
25,services,single,high.school,no,no,no,telephone,jun,wed,297,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
26,student,single,professional.course,no,yes,no,cellular,jun,wed,96,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
41,admin.,married,high.school,no,no,no,cellular,jul,thu,61,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,admin.,single,basic.9y,no,yes,no,cellular,apr,mon,79,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
42,management,married,university.degree,no,yes,no,cellular,nov,mon,104,3,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
60,management,married,university.degree,unknown,yes,no,cellular,aug,tue,66,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,410,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
30,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,97,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,240,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,management,single,university.degree,no,yes,yes,cellular,may,tue,141,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
33,admin.,single,university.degree,no,no,no,cellular,apr,wed,171,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
49,management,married,university.degree,no,no,yes,telephone,may,thu,192,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
60,retired,married,high.school,no,no,no,cellular,dec,thu,472,1,999,0,nonexistent,-3,92.713,-33,0.72,5023.5,yes
24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,193,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
58,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,548,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
58,admin.,married,university.degree,no,yes,no,telephone,oct,mon,9,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,31,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,297,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
30,technician,single,high.school,no,no,no,cellular,apr,fri,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
66,retired,married,basic.4y,no,yes,yes,telephone,aug,wed,82,3,999,3,failure,-2.9,92.201,-31.4,0.854,5076.2,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
