year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,9,25,930.0,-5.0,1221.0,-4.0,OO,N225AG,3466,PDX,TUS,152.0,1119,9.0,30.0
2014,12,30,824.0,-1.0,957.0,-8.0,WN,N388SW,4564,PDX,OAK,79.0,543,8.0,24.0
2014,5,13,1719.0,-1.0,2016.0,-6.0,DL,N596NW,2237,SEA,HNL,344.0,2677,17.0,19.0
2014,10,4,1019.0,-1.0,1622.0,-5.0,AS,N323AS,730,SEA,IAH,216.0,1874,10.0,19.0
2014,5,13,2358.0,78.0,543.0,57.0,UA,N580UA,326,SEA,IAH,209.0,1874,23.0,58.0
2014,4,27,712.0,-13.0,859.0,-3.0,AS,N513AS,805,SEA,SMF,78.0,605,7.0,12.0
2014,9,10,828.0,3.0,1045.0,-5.0,WN,N8624J,671,SEA,LAS,115.0,867,8.0,28.0
2014,5,6,2129.0,-1.0,521.0,-26.0,B6,N643JB,264,SEA,JFK,276.0,2422,21.0,29.0
2014,3,10,1451.0,-9.0,1940.0,-34.0,DL,N324US,1770,SEA,MSP,154.0,1399,14.0,51.0
2014,2,9,1244.0,9.0,1405.0,10.0,WN,N245WN,467,PDX,SMF,69.0,479,12.0,44.0
2014,10,3,1157.0,17.0,1339.0,9.0,WN,N8606C,3566,SEA,SMF,83.0,605,11.0,57.0
2014,11,17,1846.0,-4.0,2138.0,-17.0,OO,N225AG,3458,SEA,SLC,90.0,689,18.0,46.0
2014,7,29,1319.0,4.0,1523.0,3.0,WN,N200WN,1294,SEA,OAK,103.0,671,13.0,19.0
2014,10,2,1441.0,-4.0,1758.0,-12.0,WN,N8621A,173,PDX,DEN,119.0,991,14.0,41.0
2014,9,14,1011.0,-4.0,1241.0,-8.0,AS,N459AS,452,SEA,LAX,125.0,954,10.0,11.0
2014,3,15,1913.0,8.0,2050.0,0.0,WN,N399WN,3077,SEA,SMF,81.0,605,19.0,13.0
2014,11,28,629.0,-1.0,1339.0,-24.0,DL,N820DN,1598,SEA,ATL,232.0,2182,6.0,29.0
2014,4,21,1139.0,-6.0,1832.0,-26.0,DL,N802DN,2424,SEA,DTW,211.0,1927,11.0,39.0
2014,7,19,2236.0,1.0,101.0,-4.0,AS,N551AS,147,SEA,ANC,187.0,1448,22.0,36.0
2014,4,10,721.0,1.0,952.0,-18.0,WN,N355SW,319,SEA,PHX,139.0,1107,7.0,21.0
2014,12,23,1451.0,-9.0,1954.0,-21.0,DL,N938DN,1738,PDX,MSP,171.0,1426,14.0,51.0
2014,1,29,2253.0,-2.0,643.0,-13.0,DL,N722TW,1542,SEA,JFK,263.0,2422,22.0,53.0
2014,8,5,1249.0,-1.0,1835.0,-8.0,AS,N431AS,22,SEA,ORD,200.0,1721,12.0,49.0
2014,1,29,1419.0,-6.0,1653.0,-3.0,AS,N626AS,516,SEA,SNA,137.0,978,14.0,19.0
2014,12,3,753.0,-7.0,1037.0,-2.0,OO,N223AG,3472,SEA,LGB,146.0,965,7.0,53.0
2014,10,13,808.0,-2.0,947.0,-13.0,WN,N658SW,257,PDX,OAK,85.0,543,8.0,8.0
2014,1,5,1250.0,49.0,1859.0,44.0,UA,N424UA,674,SEA,IAH,204.0,1874,12.0,50.0
2014,2,23,1942.0,-13.0,2128.0,-10.0,AS,N309AS,404,PDX,SJC,88.0,569,19.0,42.0
2014,7,10,601.0,-4.0,853.0,-7.0,WN,N931WN,4651,SEA,PHX,150.0,1107,6.0,1.0
2014,1,10,1634.0,-1.0,1921.0,-4.0,DL,N610DL,1457,SEA,SLC,88.0,689,16.0,34.0
2014,3,31,542.0,-3.0,757.0,-13.0,WN,N295WN,1563,SEA,LAS,120.0,867,5.0,42.0
2014,7,18,1120.0,15.0,1657.0,7.0,WN,N8618N,289,SEA,STL,196.0,1709,11.0,20.0
2014,12,4,716.0,-9.0,943.0,-2.0,AS,N627AS,612,SEA,LAS,123.0,867,7.0,16.0
2014,10,22,1926.0,-4.0,2303.0,20.0,AS,N435AS,859,SEA,HNL,373.0,2677,19.0,26.0
2014,2,19,643.0,3.0,1012.0,5.0,AS,N713AS,646,PDX,PHX,131.0,1009,6.0,43.0
2014,6,11,657.0,-8.0,920.0,-4.0,B6,N809JB,1121,PDX,LGB,116.0,846,6.0,57.0
2014,2,19,1725.0,-5.0,2005.0,-15.0,WN,N360SW,743,SEA,SLC,82.0,689,17.0,25.0
2014,8,1,1750.0,9.0,2115.0,-2.0,UA,N76517,1674,SEA,DEN,128.0,1024,17.0,50.0
2014,9,17,1205.0,-5.0,1443.0,-2.0,AS,N622AS,500,SEA,SNA,141.0,978,12.0,5.0
2014,11,19,702.0,22.0,917.0,14.0,AS,N307AS,558,PDX,LAX,111.0,834,7.0,2.0
2014,1,19,1815.0,0.0,2007.0,-8.0,WN,N411WN,4193,SEA,OAK,95.0,672,18.0,15.0
2014,5,30,1424.0,-6.0,1626.0,-10.0,AS,N506AS,316,SEA,SFO,99.0,679,14.0,24.0
2014,6,13,927.0,2.0,1454.0,-20.0,AS,N402AS,654,PDX,DFW,190.0,1616,9.0,27.0
2014,4,24,909.0,69.0,1146.0,66.0,AS,N755AS,458,SEA,LAX,133.0,954,9.0,9.0
2014,1,30,716.0,-7.0,1041.0,-11.0,OO,N945SW,6219,PDX,DEN,120.0,991,7.0,16.0
2014,9,18,2206.0,-4.0,540.0,-18.0,US,N542UW,624,SEA,CLT,253.0,2279,22.0,6.0
2014,8,3,1418.0,18.0,1548.0,20.0,AS,N778AS,71,SEA,JNU,124.0,909,14.0,18.0
2014,11,9,658.0,-2.0,1429.0,-46.0,AA,N3ARAA,236,SEA,JFK,253.0,2422,6.0,58.0
2014,3,3,1126.0,11.0,1705.0,0.0,AA,N3CUAA,1311,SEA,DFW,194.0,1660,11.0,26.0
2014,3,1,1625.0,-10.0,1858.0,-7.0,AS,N525AS,466,SEA,LAX,121.0,954,16.0,25.0
2014,10,8,857.0,-8.0,1455.0,0.0,AA,N5CAAA,312,SEA,DFW,188.0,1660,8.0,57.0
2014,6,14,1140.0,0.0,1323.0,-2.0,VX,N840VA,817,PDX,SFO,87.0,550,11.0,40.0
2014,8,14,1147.0,7.0,1740.0,5.0,WN,N719SW,498,PDX,MDW,219.0,1751,11.0,47.0
2014,1,15,1843.0,-2.0,2106.0,-11.0,AS,N626AS,510,SEA,SNA,124.0,978,18.0,43.0
2014,12,13,1649.0,-11.0,1846.0,-15.0,AS,N615AS,620,PDX,LAS,98.0,763,16.0,49.0
2014,7,14,2139.0,4.0,9.0,-3.0,AS,N459AS,458,SEA,LAX,125.0,954,21.0,39.0
2014,8,27,1120.0,-5.0,1212.0,-10.0,OO,N821SK,4694,SEA,PDX,34.0,129,11.0,20.0
2014,6,14,1736.0,-7.0,1930.0,-29.0,UA,N852UA,587,SEA,SFO,94.0,679,17.0,36.0
2014,2,26,659.0,-6.0,1213.0,-11.0,DL,N935DN,2090,PDX,MSP,180.0,1426,6.0,59.0
2014,11,8,1507.0,-3.0,1734.0,-20.0,AS,N419AS,101,SEA,ANC,191.0,1448,15.0,7.0
2014,5,18,1511.0,1.0,1747.0,6.0,US,N675AW,494,PDX,PHX,137.0,1009,15.0,11.0
2014,1,3,712.0,-3.0,919.0,-8.0,AS,N791AS,244,PDX,SFO,83.0,550,7.0,12.0
2014,8,25,1912.0,-8.0,2006.0,-10.0,OO,N235SW,5420,PDX,SEA,34.0,129,19.0,12.0
2014,11,15,1904.0,-1.0,2103.0,-17.0,OO,N961SW,5528,SEA,SFO,102.0,679,19.0,4.0
2014,5,7,912.0,-8.0,1733.0,-12.0,AS,N535AS,30,PDX,BOS,295.0,2537,9.0,12.0
2014,12,14,823.0,-2.0,1148.0,-22.0,US,N508AY,1898,SEA,PHX,128.0,1107,8.0,23.0
2014,10,23,700.0,0.0,1242.0,-18.0,AA,N3LWAA,86,PDX,ORD,195.0,1739,7.0,0.0
2014,12,20,1153.0,0.0,1907.0,-15.0,DL,N810DN,2518,PDX,ATL,238.0,2172,11.0,53.0
2014,3,28,1115.0,0.0,1658.0,-2.0,AA,N3DDAA,1311,SEA,DFW,199.0,1660,11.0,15.0
2014,3,23,1042.0,-3.0,1231.0,-19.0,VX,N525VA,753,SEA,SFO,93.0,679,10.0,42.0
2014,8,15,717.0,-9.0,817.0,-3.0,OO,N586SW,5379,PDX,SEA,45.0,129,7.0,17.0
2014,11,5,818.0,-7.0,1145.0,-25.0,US,N557UW,1821,SEA,PHX,129.0,1107,8.0,18.0
2014,1,1,618.0,-2.0,1135.0,-30.0,AA,N4XMAA,1650,PDX,DFW,184.0,1616,6.0,18.0
2014,5,7,1847.0,-8.0,2036.0,-19.0,AS,N514AS,620,PDX,LAS,93.0,763,18.0,47.0
2014,9,15,1847.0,7.0,2111.0,13.0,AS,N625AS,616,SEA,LAS,124.0,867,18.0,47.0
2014,4,26,707.0,-3.0,953.0,-7.0,WN,N657SW,2123,SEA,PHX,147.0,1107,7.0,7.0
2014,11,5,1949.0,-1.0,2209.0,-10.0,AS,N615AS,518,SEA,SNA,131.0,978,19.0,49.0
2014,9,6,1458.0,18.0,1809.0,4.0,WN,N662SW,4048,PDX,DEN,116.0,991,14.0,58.0
2014,3,23,2049.0,9.0,2308.0,1.0,AS,N513AS,614,SEA,LAS,118.0,867,20.0,49.0
2014,11,22,605.0,0.0,910.0,-25.0,WN,N8607M,2205,PDX,DEN,110.0,991,6.0,5.0
2014,4,28,1257.0,-3.0,1520.0,-9.0,AS,N587AS,552,SEA,PSP,122.0,987,12.0,57.0
2014,12,22,1411.0,1.0,1900.0,48.0,DL,N727TW,1397,SEA,OGG,384.0,2640,14.0,11.0
2014,12,20,1718.0,28.0,1849.0,14.0,WN,N256WN,2247,PDX,SJC,79.0,569,17.0,18.0
2014,4,9,1626.0,-4.0,1814.0,-26.0,UA,N834UA,587,SEA,SFO,96.0,679,16.0,26.0
2014,7,26,724.0,-1.0,1028.0,23.0,AS,N788AS,240,SEA,SAN,151.0,1050,7.0,24.0
2014,1,15,1145.0,0.0,1730.0,-2.0,AS,N402AS,656,SEA,AUS,208.0,1770,11.0,45.0
2014,10,20,919.0,-1.0,1129.0,9.0,AS,N516AS,334,SEA,SJC,114.0,697,9.0,19.0
2014,1,10,1948.0,-2.0,2225.0,-33.0,AS,N536AS,137,PDX,ANC,203.0,1542,19.0,48.0
2014,9,12,1953.0,-2.0,2137.0,2.0,AS,N586AS,404,PDX,SJC,86.0,569,19.0,53.0
2014,7,17,2118.0,58.0,2257.0,52.0,WN,N904WN,1561,PDX,OAK,83.0,543,21.0,18.0
2014,11,5,1528.0,3.0,1846.0,-13.0,UA,N69829,1525,SEA,DEN,119.0,1024,15.0,28.0
2014,10,28,2344.0,-6.0,203.0,-28.0,AS,N763AS,121,SEA,ANC,183.0,1448,23.0,44.0
2014,10,1,713.0,-7.0,933.0,-13.0,AS,N795AS,530,SEA,ONT,117.0,956,7.0,13.0
2014,5,28,1412.0,2.0,2004.0,-6.0,WN,N413WN,858,PDX,MDW,215.0,1751,14.0,12.0
2014,7,24,1223.0,28.0,1404.0,24.0,WN,N456WN,207,PDX,OAK,82.0,543,12.0,23.0
2014,2,16,831.0,-4.0,1107.0,-4.0,AS,N558AS,502,SEA,SNA,127.0,978,8.0,31.0
2014,4,16,1450.0,-10.0,1957.0,-17.0,DL,N948DN,2430,PDX,MSP,170.0,1426,14.0,50.0
2014,7,2,1530.0,10.0,1806.0,11.0,AS,N536AS,494,SEA,SAN,145.0,1050,15.0,30.0
2014,3,31,1146.0,71.0,1439.0,44.0,AS,N568AS,851,SEA,HNL,334.0,2677,11.0,46.0
2014,7,31,658.0,-2.0,1205.0,-6.0,DL,N321US,1345,PDX,MSP,172.0,1426,6.0,58.0
2014,10,30,655.0,-5.0,1444.0,-34.0,DL,N702TW,2588,SEA,JFK,268.0,2422,6.0,55.0
2014,4,10,1448.0,13.0,1807.0,2.0,F9,N935FR,140,SEA,DEN,121.0,1024,14.0,48.0
2014,4,18,613.0,13.0,752.0,9.0,AS,N786AS,406,PDX,SJC,80.0,569,6.0,13.0
2014,3,11,1016.0,-9.0,1400.0,4.0,AS,N609AS,672,SEA,DEN,138.0,1024,10.0,16.0
2014,6,22,1831.0,-4.0,1923.0,-5.0,AS,N794AS,69,SEA,KTN,94.0,680,18.0,31.0
2014,4,7,1154.0,-6.0,2050.0,,AA,N3CYAA,1628,SEA,ORD,,1721,11.0,54.0
2014,9,18,1612.0,12.0,1710.0,12.0,AS,N767AS,688,SEA,GEG,42.0,224,16.0,12.0
2014,8,20,1833.0,14.0,2019.0,-14.0,UA,N824UA,508,SEA,SFO,91.0,679,18.0,33.0
2014,5,23,700.0,10.0,1322.0,33.0,AS,N431AS,662,SEA,DFW,234.0,1660,7.0,0.0
2014,7,31,1118.0,8.0,1913.0,-5.0,US,N112US,728,SEA,PHL,280.0,2378,11.0,18.0
2014,9,16,900.0,-5.0,1124.0,-13.0,US,N582UW,630,PDX,PHX,130.0,1009,9.0,0.0
2014,3,11,1448.0,8.0,1831.0,21.0,WN,N616SW,205,SEA,DEN,146.0,1024,14.0,48.0
2014,5,4,1922.0,67.0,2131.0,76.0,WN,N783SW,661,SEA,OAK,109.0,671,19.0,22.0
2014,7,13,1001.0,1.0,1756.0,6.0,WN,N479WN,1173,SEA,ATL,275.0,2182,10.0,1.0
2014,3,21,1232.0,-8.0,1516.0,-1.0,AS,N779AS,490,SEA,SAN,144.0,1050,12.0,32.0
2014,5,1,627.0,-3.0,1354.0,-5.0,DL,N3734B,1156,PDX,ATL,251.0,2172,6.0,27.0
2014,8,22,2125.0,0.0,2315.0,-14.0,AS,N568AS,356,SEA,OAK,95.0,671,21.0,25.0
2014,9,26,657.0,-3.0,1548.0,25.0,DL,N707TW,2588,SEA,JFK,317.0,2422,6.0,57.0
2014,12,20,815.0,0.0,1603.0,-7.0,AS,N565AS,4,SEA,DCA,268.0,2329,8.0,15.0
2014,2,21,558.0,-2.0,1157.0,-13.0,AA,N3AMAA,2240,SEA,ORD,199.0,1721,5.0,58.0
2014,10,5,1207.0,-8.0,1436.0,-17.0,DL,N3773D,2485,SEA,ANC,191.0,1448,12.0,7.0
2014,3,15,648.0,48.0,1235.0,25.0,UA,N38451,1101,SEA,IAH,207.0,1874,6.0,48.0
2014,9,25,2245.0,-15.0,105.0,-26.0,AS,N307AS,119,SEA,ANC,184.0,1448,22.0,45.0
2014,10,27,1859.0,-6.0,2215.0,-25.0,WN,N967WN,124,SEA,DEN,117.0,1024,18.0,59.0
2014,3,5,615.0,0.0,926.0,-14.0,WN,N952WN,4208,PDX,DEN,114.0,991,6.0,15.0
2014,11,29,731.0,21.0,1039.0,44.0,WN,N923WN,4569,SEA,SAN,147.0,1050,7.0,31.0
2014,6,1,1424.0,-6.0,1713.0,15.0,AS,N548AS,472,SEA,LAX,131.0,954,14.0,24.0
2014,11,14,1557.0,27.0,1804.0,19.0,AS,N622AS,584,PDX,SNA,114.0,859,15.0,57.0
2014,10,14,1045.0,5.0,1343.0,-11.0,AS,N565AS,843,SEA,KOA,345.0,2688,10.0,45.0
2014,7,19,1211.0,-9.0,1418.0,-13.0,OO,N219AG,3454,PDX,BUR,112.0,817,12.0,11.0
2014,6,7,838.0,-7.0,1115.0,-25.0,HA,N384HA,21,SEA,HNL,318.0,2677,8.0,38.0
2014,3,7,1303.0,-2.0,1542.0,6.0,OO,N816SK,4629,SEA,LAX,118.0,954,13.0,3.0
2014,10,16,708.0,-2.0,1002.0,-8.0,DL,N687DL,2397,SEA,SLC,87.0,689,7.0,8.0
2014,10,7,1849.0,-6.0,2113.0,-15.0,AS,N508AS,464,SEA,LAX,126.0,954,18.0,49.0
2014,6,6,1636.0,16.0,1806.0,1.0,WN,N365SW,344,PDX,SJC,81.0,569,16.0,36.0
2014,6,24,2132.0,2.0,2227.0,4.0,AS,N713AS,694,SEA,GEG,34.0,224,21.0,32.0
2014,10,21,1449.0,-1.0,1709.0,-5.0,AS,N528AS,538,SEA,ONT,124.0,956,14.0,49.0
2014,6,9,830.0,-5.0,1640.0,2.0,AS,N419AS,32,SEA,PHL,286.0,2378,8.0,30.0
2014,1,28,1545.0,0.0,2101.0,-29.0,AA,N3FNAA,2248,SEA,DFW,178.0,1660,15.0,45.0
2014,10,22,1323.0,4.0,1542.0,12.0,UA,N73291,1214,SEA,SFO,107.0,679,13.0,23.0
2014,3,13,1141.0,-4.0,1838.0,-20.0,DL,N659DL,2424,SEA,DTW,216.0,1927,11.0,41.0
2014,7,24,1707.0,2.0,2001.0,1.0,DL,N592NW,2237,SEA,HNL,333.0,2677,17.0,7.0
2014,6,13,1022.0,18.0,1345.0,12.0,F9,N934FR,788,PDX,DEN,124.0,991,10.0,22.0
2014,5,20,859.0,-6.0,1706.0,-21.0,AS,N431AS,8,SEA,EWR,285.0,2402,8.0,59.0
2014,2,20,1009.0,-6.0,1410.0,-25.0,AS,N559AS,843,SEA,KOA,345.0,2688,10.0,9.0
2014,6,20,1144.0,64.0,1417.0,32.0,AS,N467AS,843,SEA,KOA,318.0,2688,11.0,44.0
2014,7,14,1359.0,19.0,2301.0,61.0,DL,N703TW,182,SEA,JFK,311.0,2422,13.0,59.0
2014,8,23,919.0,-1.0,1742.0,-3.0,AS,N409AS,30,PDX,BOS,302.0,2537,9.0,19.0
2014,6,30,1257.0,-3.0,1457.0,-16.0,UA,N77520,1187,SEA,SFO,101.0,679,12.0,57.0
2014,6,17,939.0,24.0,1147.0,13.0,AS,N518AS,618,SEA,LAS,111.0,867,9.0,39.0
2014,8,16,1122.0,-3.0,1350.0,-10.0,US,N813AW,634,PDX,PHX,130.0,1009,11.0,22.0
2014,6,17,827.0,-3.0,1109.0,-10.0,US,N620AW,612,SEA,PHX,141.0,1107,8.0,27.0
2014,4,16,601.0,1.0,811.0,-14.0,WN,N663SW,128,SEA,LAS,111.0,867,6.0,1.0
2014,3,5,713.0,-2.0,900.0,-25.0,AS,N756AS,380,PDX,SFO,87.0,550,7.0,13.0
2014,8,20,657.0,-3.0,1208.0,-4.0,DL,N688DL,2354,PDX,MSP,172.0,1426,6.0,57.0
2014,4,28,2108.0,13.0,2329.0,8.0,AS,N792AS,534,SEA,ONT,129.0,956,21.0,8.0
2014,10,6,1738.0,-2.0,1927.0,2.0,WN,N365SW,484,PDX,SJC,89.0,569,17.0,38.0
2014,10,30,1144.0,-1.0,1327.0,2.0,WN,N930WN,3400,PDX,OAK,89.0,543,11.0,44.0
2014,9,5,1425.0,5.0,1659.0,1.0,AS,N409AS,93,SEA,ANC,191.0,1448,14.0,25.0
2014,1,4,2134.0,-6.0,2312.0,-14.0,AS,N557AS,372,SEA,SMF,81.0,605,21.0,34.0
2014,11,26,650.0,-10.0,1108.0,-12.0,AS,N537AS,833,PDX,HNL,362.0,2603,6.0,50.0
2014,8,27,1538.0,-2.0,1807.0,-17.0,AS,N794AS,101,SEA,ANC,196.0,1448,15.0,38.0
2014,8,11,1906.0,21.0,2035.0,25.0,WN,N752SW,4455,PDX,SMF,77.0,479,19.0,6.0
2014,3,7,740.0,-5.0,843.0,6.0,OO,N563SW,5379,PDX,SEA,46.0,129,7.0,40.0
2014,10,30,1141.0,1.0,1705.0,-20.0,AS,N315AS,748,SEA,STL,189.0,1709,11.0,41.0
2014,8,25,1054.0,-7.0,1915.0,-9.0,UA,N440UA,225,SEA,EWR,292.0,2402,10.0,54.0
2014,1,23,1321.0,-4.0,1945.0,10.0,AA,N3ANAA,115,PDX,ORD,236.0,1739,13.0,21.0
2014,4,22,656.0,-4.0,924.0,6.0,B6,N644JB,1121,PDX,LGB,124.0,846,6.0,56.0
2014,4,5,652.0,2.0,1242.0,-3.0,AA,N3LMAA,2218,PDX,ORD,205.0,1739,6.0,52.0
2014,7,14,603.0,-2.0,805.0,-9.0,AS,N533AS,320,SEA,SFO,98.0,679,6.0,3.0
2014,9,22,1133.0,-7.0,1726.0,5.0,AS,N318AS,748,SEA,STL,200.0,1709,11.0,33.0
2014,2,10,1001.0,6.0,1242.0,7.0,AS,N319AS,238,SEA,SAN,142.0,1050,10.0,1.0
2014,1,27,1200.0,15.0,1857.0,2.0,DL,N3758Y,2424,SEA,DTW,211.0,1927,12.0,0.0
2014,1,26,1532.0,-3.0,1606.0,-10.0,OO,N237SW,5331,PDX,RDM,25.0,116,15.0,32.0
2014,1,26,1427.0,-3.0,1651.0,1.0,AS,N615AS,608,SEA,LAS,120.0,867,14.0,27.0
2014,9,9,601.0,1.0,820.0,-5.0,WN,N220WN,774,SEA,LAS,114.0,867,6.0,1.0
2014,4,14,706.0,-4.0,922.0,12.0,AS,N537AS,334,SEA,SJC,108.0,697,7.0,6.0
2014,8,13,1303.0,-6.0,1521.0,-2.0,UA,N837UA,698,SEA,SFO,116.0,679,13.0,3.0
2014,6,26,1853.0,18.0,1945.0,17.0,AS,N644AS,69,SEA,KTN,90.0,680,18.0,53.0
2014,6,25,815.0,45.0,1013.0,44.0,AS,N791AS,244,PDX,SFO,89.0,550,8.0,15.0
2014,5,26,1050.0,-5.0,1419.0,-12.0,OO,N908SW,5576,PDX,DEN,132.0,991,10.0,50.0
2014,11,1,1937.0,-3.0,2206.0,-7.0,AS,N549AS,936,SEA,LAX,123.0,954,19.0,37.0
2014,1,28,1530.0,-5.0,1609.0,-7.0,OO,N658CT,5331,PDX,RDM,28.0,116,15.0,30.0
2014,12,13,644.0,-1.0,1248.0,8.0,WN,N749SW,2381,PDX,MDW,230.0,1751,6.0,44.0
2014,4,10,1426.0,-4.0,1643.0,11.0,AS,N622AS,316,SEA,SFO,113.0,679,14.0,26.0
2014,5,25,1135.0,0.0,1725.0,-3.0,AS,N587AS,670,SEA,AUS,215.0,1770,11.0,35.0
2014,9,27,,,,,AS,N708AS,97,SEA,ANC,,1448,,
2014,10,7,1641.0,-9.0,1840.0,-14.0,AS,N626AS,620,PDX,LAS,104.0,763,16.0,41.0
2014,7,7,1921.0,6.0,2119.0,2.0,OO,N603SK,4631,SEA,SJC,100.0,697,19.0,21.0
2014,1,20,947.0,-3.0,1147.0,-8.0,VX,N840VA,753,SEA,SFO,104.0,679,9.0,47.0
2014,2,26,2202.0,10.0,544.0,-16.0,UA,N76288,1142,SEA,EWR,262.0,2402,22.0,2.0
2014,7,26,1135.0,10.0,1626.0,-7.0,DL,N326US,2200,PDX,MSP,154.0,1426,11.0,35.0
2014,11,23,1000.0,0.0,1051.0,1.0,OO,N604SK,4495,SEA,PDX,26.0,129,10.0,0.0
2014,10,23,1828.0,-2.0,2115.0,0.0,WN,N495WN,187,SEA,SAN,143.0,1050,18.0,28.0
2014,7,22,1700.0,0.0,1956.0,6.0,WN,N780SW,482,SEA,PHX,152.0,1107,17.0,0.0
2014,8,24,2147.0,187.0,128.0,193.0,OO,N216AG,3498,SEA,COS,139.0,1068,21.0,47.0
2014,9,22,1859.0,150.0,2200.0,155.0,DL,N616DL,568,SEA,SLC,88.0,689,18.0,59.0
2014,1,13,753.0,-7.0,1525.0,-26.0,UA,N495UA,250,PDX,IAD,257.0,2327,7.0,53.0
2014,3,28,913.0,-2.0,1143.0,-5.0,AS,N625AS,554,SEA,PSP,135.0,987,9.0,13.0
2014,11,28,1235.0,0.0,1602.0,-8.0,WN,N786SW,2872,PDX,ABQ,129.0,1111,12.0,35.0
2014,2,6,638.0,-2.0,1210.0,-14.0,AS,N409AS,668,SEA,DFW,198.0,1660,6.0,38.0
2014,6,8,1728.0,-2.0,1951.0,-9.0,B6,N766JB,1007,SEA,LGB,128.0,965,17.0,28.0
2014,1,11,1219.0,14.0,1314.0,14.0,AS,N435AS,674,SEA,GEG,35.0,224,12.0,19.0
2014,11,12,1547.0,-13.0,1647.0,-11.0,AS,N625AS,696,SEA,GEG,36.0,224,15.0,47.0
2014,8,3,1524.0,4.0,1824.0,24.0,AS,N519AS,494,SEA,SAN,155.0,1050,15.0,24.0
2014,12,21,706.0,1.0,1250.0,-10.0,AA,N3DEAA,86,PDX,ORD,198.0,1739,7.0,6.0
2014,1,24,818.0,-2.0,1427.0,1.0,UA,N38451,1258,SEA,IAH,227.0,1874,8.0,18.0
2014,7,28,1027.0,-3.0,1525.0,-10.0,OO,N218AG,3468,SEA,OMA,156.0,1368,10.0,27.0
2014,1,20,752.0,-3.0,1025.0,10.0,AS,N622AS,522,SEA,BUR,120.0,937,7.0,52.0
2014,4,29,826.0,-4.0,1410.0,-5.0,AA,N3DTAA,312,SEA,DFW,193.0,1660,8.0,26.0
2014,9,10,828.0,-3.0,1605.0,-30.0,US,N665AW,669,PDX,PHL,259.0,2406,8.0,28.0
2014,9,21,1339.0,-6.0,1709.0,-9.0,AS,N612AS,674,SEA,DEN,134.0,1024,13.0,39.0
2014,9,24,805.0,0.0,1633.0,3.0,AS,N423AS,18,SEA,MCO,307.0,2554,8.0,5.0
2014,12,27,1357.0,-3.0,1922.0,-28.0,AA,N3KUAA,2252,SEA,DFW,184.0,1660,13.0,57.0
2014,4,8,1145.0,5.0,1435.0,10.0,WN,N611SW,942,SEA,PHX,146.0,1107,11.0,45.0
2014,12,22,1451.0,-4.0,1701.0,-8.0,AS,N613AS,528,SEA,BUR,116.0,937,14.0,51.0
2014,1,3,,,,,US,,553,SEA,PHL,,2378,,
2014,7,15,2106.0,11.0,2326.0,2.0,AS,N440AS,731,SEA,ANC,180.0,1448,21.0,6.0
2014,7,15,1247.0,0.0,1449.0,-12.0,UA,N420UA,816,SEA,SFO,100.0,679,12.0,47.0
2014,2,16,1029.0,-1.0,1534.0,-16.0,AS,N548AS,762,SEA,MCI,168.0,1489,10.0,29.0
2014,5,2,2048.0,-7.0,2210.0,-15.0,WN,N751SW,32,PDX,SMF,69.0,479,20.0,48.0
2014,9,17,2122.0,-8.0,522.0,-16.0,B6,N644JB,264,SEA,JFK,276.0,2422,21.0,22.0
2014,9,17,1927.0,12.0,2118.0,18.0,WN,N7721E,479,SEA,SMF,94.0,605,19.0,27.0
2014,4,10,1511.0,1.0,1826.0,-11.0,UA,N847UA,488,PDX,DEN,118.0,991,15.0,11.0
2014,12,4,1447.0,-3.0,1718.0,-4.0,OO,N225AG,3476,SEA,LGB,136.0,965,14.0,47.0
2014,10,15,1507.0,-3.0,1749.0,-2.0,AS,N318AS,650,SEA,PHX,141.0,1107,15.0,7.0
2014,9,17,1556.0,-9.0,1825.0,-19.0,AS,N778AS,95,SEA,ANC,188.0,1448,15.0,56.0
2014,7,21,1105.0,0.0,1643.0,-7.0,WN,N8628A,289,SEA,STL,195.0,1709,11.0,5.0
2014,5,31,1415.0,5.0,1638.0,11.0,AS,N535AS,606,SEA,LAS,116.0,867,14.0,15.0
2014,4,2,842.0,2.0,1718.0,3.0,AS,N514AS,38,SEA,FLL,316.0,2717,8.0,42.0
2014,10,21,2055.0,-5.0,2256.0,1.0,AS,N538AS,350,SEA,OAK,100.0,671,20.0,55.0
2014,5,2,1942.0,-3.0,2139.0,6.0,UA,N69813,1739,PDX,SFO,103.0,550,19.0,42.0
2014,5,21,605.0,5.0,1409.0,-26.0,UA,N455UA,475,SEA,EWR,278.0,2402,6.0,5.0
2014,6,28,1220.0,4.0,1437.0,14.0,OO,N805SK,4827,SEA,SJC,99.0,697,12.0,20.0
2014,8,22,1707.0,12.0,1924.0,-9.0,AS,N535AS,514,SEA,SNA,121.0,978,17.0,7.0
2014,3,10,1430.0,0.0,1659.0,-5.0,AS,N614AS,472,SEA,LAX,126.0,954,14.0,30.0
2014,9,25,1447.0,7.0,1826.0,6.0,WN,N703SW,3588,SEA,DEN,139.0,1024,14.0,47.0
2014,3,29,1950.0,-2.0,2031.0,1.0,OO,N565SW,5353,PDX,EUG,28.0,106,19.0,50.0
