cust_id,state,area_code,bill_date,bill_type,invoice_id,invoice_amount,invoice_init_date,invoice_final_date,invoice_settled_date,disputed,days_to_settle,days_late
6391-GBFQJ,State of KS,897,25-11-2013,Paper,8426420017,15.48,31-01-2013,02-03-2013,12-02-2013,No,12,0
3271-YDPUJ,State of KS,897,02-04-2013,Paper,2556169247,39.88,26-02-2013,28-03-2013,26-03-2013,No,28,0
8976-AMJEO,Montana,406,03-03-2012,Electronic,9095475537,93.56,15-06-2013,15-07-2013,08-07-2013,No,23,0
9014-WENVB,State of OK,391,03-08-2013,Paper,152050637,60.03,13-02-2013,15-03-2013,11-03-2013,No,26,0
3831-FXWYK,Atlanta,770,08-03-2013,Paper,93006859,24.46,24-12-2012,23-01-2013,31-01-2013,No,38,8
1168-BEASA,State of KS,897,06-11-2013,Paper,7463017763,63.76,29-11-2012,29-12-2012,27-12-2012,No,28,0
2676-DZINU,State of OK,391,19-10-2012,Electronic,9393038918,73.86,21-09-2013,21-10-2013,08-10-2013,No,17,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,2468958629,25.05,04-11-2012,04-12-2012,15-11-2012,No,11,0
2824-HJQPP,Los Angeles,818,04-09-2013,Paper,7472160858,66.88,10-03-2012,09-04-2012,17-04-2012,Yes,38,8
4632-QZOKX,Montana,406,19-03-2013,Paper,7603025462,58.06,02-08-2012,01-09-2012,14-09-2012,Yes,43,13
8976-AMJEO,Montana,406,03-03-2012,Electronic,7698255051,78.79,18-08-2013,17-09-2013,09-09-2013,No,22,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,3148980303,82.2,17-05-2012,16-06-2012,15-06-2012,No,29,0
9771-QTLGZ,Montana,406,10-12-2012,Electronic,1714365400,40.38,21-04-2013,21-05-2013,08-05-2013,Yes,17,0
6833-ETVHD,Montana,406,30-04-2012,Electronic,1254790458,72.88,12-11-2012,12-12-2012,25-11-2012,No,13,0
7654-DOLHO,State of KS,897,04-04-2012,Electronic,8482497127,16.06,12-04-2013,12-05-2013,07-05-2013,No,25,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,8140634585,24.9,06-07-2013,05-08-2013,07-08-2013,No,32,2
8976-AMJEO,Montana,406,03-03-2012,Electronic,8517033976,70.99,21-03-2013,20-04-2013,23-04-2013,No,33,3
2687-XWAMA,Atlanta,770,03-04-2013,Paper,9201510343,52.06,20-04-2012,20-05-2012,04-05-2012,No,14,0
0625-TNJFG,Atlanta,770,15-08-2013,Electronic,6052640963,83.68,11-11-2013,11-12-2013,01-12-2013,No,20,0
1447-YZKCL,Montana,406,10-08-2012,Electronic,5732886455,55.14,13-09-2012,13-10-2012,13-10-2012,No,30,0
3598-DNURW,State of OK,391,29-08-2012,Electronic,8342469093,46.07,16-11-2012,16-12-2012,23-11-2012,No,7,0
9286-VLKMI,State of KS,897,13-02-2013,Electronic,101747306,58.19,27-05-2013,26-06-2013,29-05-2013,No,2,0
9174-IYKOC,State of OK,391,27-11-2012,Paper,9687805368,52.04,24-02-2012,25-03-2012,20-03-2012,No,25,0
8820-BLYDZ,State of OK,391,19-03-2013,Paper,3208997911,46.32,12-01-2013,11-02-2013,21-01-2013,No,9,0
9286-VLKMI,State of KS,897,13-02-2013,Electronic,7961973380,41.64,22-10-2013,21-11-2013,24-10-2013,No,2,0
2687-XWAMA,Atlanta,770,03-04-2013,Electronic,3155625555,41.72,06-05-2013,05-06-2013,09-05-2013,No,3,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,6179146246,32.82,28-11-2013,28-12-2013,26-12-2013,No,28,0
0625-TNJFG,Atlanta,770,15-08-2013,Paper,5853943614,62.39,24-02-2012,25-03-2012,25-03-2012,No,30,0
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,3014047428,92.03,12-11-2012,12-12-2012,08-12-2012,No,26,0
2687-XWAMA,Atlanta,770,03-04-2013,Paper,3363342172,44.75,09-03-2013,08-04-2013,26-03-2013,No,17,0
5613-UHVMG,Los Angeles,818,31-05-2012,Electronic,3724269616,49.71,22-06-2012,22-07-2012,03-08-2012,Yes,42,12
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,7372190093,50.63,14-06-2012,14-07-2012,02-07-2012,Yes,18,0
7329-TWKLF,State of OK,391,20-11-2013,Paper,6970184838,81.28,28-08-2013,27-09-2013,22-09-2013,No,25,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,7100218787,61.89,23-07-2013,22-08-2013,10-08-2013,No,18,0
5284-DJOZO,Montana,406,11-09-2012,Paper,1839518389,44.76,24-02-2012,25-03-2012,26-03-2012,Yes,31,1
9460-VAZGD,State of KS,897,10-08-2013,Electronic,4047974141,51,28-09-2013,28-10-2013,15-10-2013,No,17,0
9014-WENVB,State of OK,391,03-08-2013,Paper,2458578956,64.66,30-03-2013,29-04-2013,28-04-2013,No,29,0
3271-YDPUJ,State of KS,897,02-04-2013,Paper,5689526714,64.44,21-01-2013,20-02-2013,22-02-2013,Yes,32,2
8364-UWVLM,Los Angeles,818,10-11-2012,Paper,176356154,78.83,20-08-2012,19-09-2012,03-10-2012,Yes,44,14
8942-ERSWK,State of KS,897,11-01-2013,Paper,7091811282,15.18,18-08-2012,17-09-2012,25-08-2012,No,7,0
9149-MATVB,Atlanta,770,30-04-2013,Paper,4589265593,56.53,04-02-2013,06-03-2013,28-02-2013,No,24,0
1408-OQZUE,State of KS,897,14-09-2012,Paper,7483503715,54.75,11-04-2012,11-05-2012,07-05-2012,No,26,0
8820-BLYDZ,State of OK,391,19-03-2013,Paper,8857627389,83.49,08-04-2012,08-05-2012,20-04-2012,No,12,0
6833-ETVHD,Montana,406,30-04-2012,Electronic,4478015837,87.68,27-07-2013,26-08-2013,13-08-2013,No,17,0
6077-FDQRK,Atlanta,770,11-09-2012,Electronic,4639183363,53.39,18-11-2012,18-12-2012,03-12-2012,No,15,0
9725-EZTEJ,Montana,406,17-03-2012,Electronic,7949028171,76.27,15-05-2012,14-06-2012,17-06-2012,Yes,33,3
1447-YZKCL,Montana,406,10-08-2012,Electronic,705084741,56.39,02-05-2013,01-06-2013,28-05-2013,No,26,0
9174-IYKOC,State of OK,391,27-11-2012,Paper,5636675950,68.81,21-03-2012,20-04-2012,12-05-2012,Yes,52,22
7329-TWKLF,State of OK,391,20-11-2013,Paper,4767910867,89.35,14-11-2013,14-12-2013,25-11-2013,No,11,0
1604-LIFKX,Los Angeles,818,16-03-2013,Electronic,1913883700,44.91,12-06-2013,12-07-2013,26-07-2013,No,44,14
5196-TWQXF,State of OK,391,20-06-2012,Paper,828222998,77.6,13-04-2012,13-05-2012,18-05-2012,No,35,5
9841-XLGBV,State of OK,391,03-01-2013,Paper,601606458,50.97,25-10-2012,24-11-2012,16-11-2012,No,22,0
6708-DPYTF,State of OK,391,02-08-2012,Paper,2186599382,92.76,24-03-2012,23-04-2012,05-05-2012,No,42,12
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,5211667829,64.53,03-08-2013,02-09-2013,24-08-2013,Yes,21,0
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,4364390277,94.52,04-10-2012,03-11-2012,27-11-2012,Yes,54,24
4092-ZAVRG,Montana,406,19-05-2012,Electronic,291694356,69.65,27-02-2013,29-03-2013,11-03-2013,Yes,12,0
7228-LEPPM,Atlanta,770,30-04-2012,Electronic,1900323621,43.06,11-04-2013,11-05-2013,13-05-2013,No,32,2
8976-AMJEO,Montana,406,03-03-2012,Electronic,7336219886,62.94,22-06-2013,22-07-2013,22-07-2013,No,30,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,2597867711,55.82,19-01-2013,18-02-2013,12-02-2013,No,24,0
4632-QZOKX,Montana,406,19-03-2013,Paper,8732948590,65.77,20-05-2012,19-06-2012,27-06-2012,Yes,38,8
7245-CKNCN,Montana,406,04-06-2012,Electronic,9265800851,74.36,02-05-2013,01-06-2013,13-05-2013,No,11,0
4092-ZAVRG,Montana,406,19-05-2012,Electronic,893342729,84.43,23-10-2012,22-11-2012,21-11-2012,Yes,29,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,6197031775,63.21,27-09-2012,27-10-2012,10-11-2012,No,44,14
7329-TWKLF,State of OK,391,20-11-2013,Paper,4396260953,56.67,02-04-2013,02-05-2013,16-04-2013,No,14,0
1168-BEASA,State of KS,897,06-11-2013,Paper,1779886998,65.5,25-11-2012,25-12-2012,18-12-2012,No,23,0
1408-OQZUE,State of KS,897,14-09-2012,Electronic,1652571996,54.23,14-10-2013,13-11-2013,11-11-2013,No,28,0
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,4381512590,68.28,02-11-2013,02-12-2013,06-12-2013,No,34,4
7050-KQLDO,Atlanta,770,29-09-2012,Paper,222477564,65.7,08-03-2012,07-04-2012,09-04-2012,Yes,32,2
7245-CKNCN,Montana,406,04-06-2012,Paper,3404073698,87.82,22-05-2012,21-06-2012,13-06-2012,No,22,0
7695-NKUXM,Los Angeles,818,21-11-2012,Electronic,6463057288,70.76,31-08-2013,30-09-2013,20-09-2013,Yes,20,0
7856-ODQFO,Atlanta,770,05-08-2012,Paper,6115848018,30.12,02-07-2012,01-08-2012,01-08-2012,No,30,0
9771-QTLGZ,Montana,406,10-12-2012,Paper,6163803491,61.37,28-08-2012,27-09-2012,16-09-2012,Yes,19,0
5284-DJOZO,Montana,406,11-09-2012,Electronic,9219327120,60.3,25-07-2013,24-08-2013,11-08-2013,Yes,17,0
0709-LZRJV,State of OK,391,20-06-2013,Paper,3636727153,67.83,12-03-2012,11-04-2012,12-04-2012,Yes,31,1
6296-UKEUZ,State of KS,897,26-11-2012,Paper,4293073482,37.27,20-05-2012,19-06-2012,29-05-2012,No,9,0
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,3110539999,36.21,30-03-2012,29-04-2012,29-04-2012,Yes,30,0
2621-XCLEH,Montana,406,24-09-2012,Paper,8691041327,74.06,16-04-2012,16-05-2012,30-05-2012,No,44,14
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,86171934,41.69,29-05-2013,28-06-2013,22-06-2013,No,24,0
7209-MDWKR,State of OK,391,09-10-2013,Paper,9394972219,72.62,22-04-2012,22-05-2012,28-05-2012,No,36,6
1168-BEASA,State of KS,897,06-11-2013,Paper,5934744260,58.68,18-08-2013,17-09-2013,12-09-2013,No,25,0
8942-ERSWK,State of KS,897,11-01-2013,Electronic,7296232451,40.52,09-02-2013,11-03-2013,17-02-2013,No,8,0
8389-TCXFQ,Montana,406,24-08-2012,Paper,6941328190,71.83,01-08-2012,31-08-2012,04-09-2012,Yes,34,4
6627-ELFBK,Los Angeles,818,26-11-2012,Electronic,3371422208,61.03,11-05-2013,10-06-2013,25-05-2013,No,14,0
7938-EVASK,Montana,406,15-12-2012,Electronic,2613739780,78.05,17-03-2013,16-04-2013,04-05-2013,Yes,48,18
9174-IYKOC,State of OK,391,27-11-2012,Paper,263678657,38,10-09-2012,10-10-2012,11-10-2012,No,31,1
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,4637486931,62.86,28-04-2013,28-05-2013,23-06-2013,Yes,56,26
9014-WENVB,State of OK,391,03-08-2013,Paper,3090692385,89.68,22-11-2012,22-12-2012,24-12-2012,No,32,2
1408-OQZUE,State of KS,897,14-09-2012,Electronic,500975230,37.81,18-04-2013,18-05-2013,23-05-2013,No,35,5
0688-XNJRO,State of KS,897,24-06-2012,Electronic,2698045799,55.16,26-03-2013,25-04-2013,27-05-2013,Yes,62,32
3569-VJWXS,State of OK,391,09-04-2013,Paper,1148330280,58.71,27-01-2012,26-02-2012,29-02-2012,Yes,33,3
4092-ZAVRG,Montana,406,19-05-2012,Paper,9401804366,43.62,11-02-2012,12-03-2012,18-02-2012,No,7,0
0706-NRGUP,Atlanta,770,09-04-2013,Electronic,4649451107,23.81,15-09-2013,15-10-2013,06-10-2013,No,21,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,3053271258,83.95,03-04-2013,03-05-2013,09-05-2013,No,36,6
9181-HEKGV,Los Angeles,818,16-10-2013,Paper,7948353278,59.08,29-01-2012,28-02-2012,19-03-2012,Yes,50,20
0379-NEVHP,State of OK,391,06-04-2013,Electronic,1604888971,78.57,17-05-2013,16-06-2013,12-06-2013,Yes,26,0
8389-TCXFQ,Montana,406,24-08-2012,Electronic,2941967523,60.35,12-01-2013,11-02-2013,17-02-2013,Yes,36,6
3598-DNURW,State of OK,391,29-08-2012,Electronic,2867355070,90.41,05-11-2013,05-12-2013,22-11-2013,No,17,0
9286-VLKMI,State of KS,897,13-02-2013,Electronic,7679449609,47.39,06-03-2013,05-04-2013,06-03-2013,No,0,0
0465-DTULQ,Atlanta,770,04-03-2013,Paper,1745880588,61,01-08-2012,31-08-2012,05-09-2012,No,35,5
6833-ETVHD,Montana,406,30-04-2012,Electronic,5190923189,60.25,28-03-2013,27-04-2013,15-04-2013,No,18,0
0688-XNJRO,State of KS,897,24-06-2012,Electronic,2745672878,23.05,14-11-2012,14-12-2012,25-12-2012,No,41,11
9117-LYRCE,Montana,406,05-07-2013,Paper,6346701213,29.99,16-05-2012,15-06-2012,02-07-2012,Yes,47,17
3598-DNURW,State of OK,391,29-08-2012,Paper,6610467625,84.13,01-02-2012,02-03-2012,19-02-2012,No,18,0
0688-XNJRO,State of KS,897,24-06-2012,Electronic,3800378393,9.52,15-06-2013,15-07-2013,23-07-2013,No,38,8
7654-DOLHO,State of KS,897,04-04-2012,Electronic,4071851382,32.36,05-11-2012,05-12-2012,09-12-2012,No,34,4
2026-XLBER,Atlanta,770,12-11-2012,Paper,8056734091,50.87,14-09-2012,14-10-2012,03-10-2012,No,19,0
5196-TWQXF,State of OK,391,20-06-2012,Paper,863594173,65.6,25-02-2012,26-03-2012,01-04-2012,No,36,6
2423-QOKIO,State of OK,391,11-05-2013,Paper,5939164853,70.43,09-07-2012,08-08-2012,16-08-2012,No,38,8
7260-ZHAKS,Atlanta,770,17-06-2012,Paper,2254159769,72.83,07-03-2012,06-04-2012,03-04-2012,No,27,0
5196-TWQXF,State of OK,391,20-06-2012,Electronic,374328279,60,08-07-2013,07-08-2013,02-08-2013,No,25,0
9323-NDIOV,Atlanta,770,09-07-2012,Paper,9976671102,28.3,31-03-2012,30-04-2012,28-04-2012,No,28,0
2423-QOKIO,State of OK,391,11-05-2013,Paper,3138040805,75.21,02-10-2012,01-11-2012,01-11-2012,No,30,0
9725-EZTEJ,Montana,406,17-03-2012,Electronic,2254968962,87.43,10-11-2012,10-12-2012,23-12-2012,Yes,43,13
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,2094625650,83.02,21-03-2013,20-04-2013,13-04-2013,No,23,0
4092-ZAVRG,Montana,406,19-05-2012,Electronic,5769746861,73.09,27-06-2012,27-07-2012,30-06-2012,No,3,0
9250-VHLWY,State of KS,897,03-06-2013,Paper,5863004374,52.53,09-01-2013,08-02-2013,11-02-2013,No,33,3
8942-ERSWK,State of KS,897,11-01-2013,Electronic,8893780423,20.22,19-10-2013,18-11-2013,27-10-2013,No,8,0
7654-DOLHO,State of KS,897,04-04-2012,Paper,6288740790,23.05,11-03-2012,10-04-2012,16-04-2012,No,36,6
5196-TWQXF,State of OK,391,20-06-2012,Electronic,2811916189,54.07,28-10-2013,27-11-2013,13-11-2013,No,16,0
3831-FXWYK,Atlanta,770,08-03-2013,Paper,6394171039,50.3,29-11-2012,29-12-2012,26-12-2012,No,27,0
5196-TWQXF,State of OK,391,20-06-2012,Paper,1857536288,64.99,09-06-2012,09-07-2012,01-07-2012,No,22,0
9212-BTDMX,State of OK,391,22-04-2012,Electronic,5783904084,24.91,15-07-2012,14-08-2012,28-07-2012,No,13,0
6048-QPZCF,Montana,406,13-07-2012,Electronic,2448402169,76.33,24-09-2013,24-10-2013,29-09-2013,No,5,0
0706-NRGUP,Atlanta,770,09-04-2013,Paper,7577985769,21,28-09-2012,28-10-2012,24-10-2012,No,26,0
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,2515817366,59.53,14-08-2013,13-09-2013,05-09-2013,No,22,0
2824-HJQPP,Los Angeles,818,04-09-2013,Electronic,6985831527,66.72,22-10-2013,21-11-2013,10-11-2013,No,19,0
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,2293228619,48.47,08-05-2012,07-06-2012,11-06-2012,Yes,34,4
8690-EEBEO,State of KS,897,05-12-2012,Electronic,7854660723,84.6,09-04-2013,09-05-2013,16-05-2013,No,37,7
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,9314335308,67.58,17-09-2012,17-10-2012,04-10-2012,Yes,17,0
3271-YDPUJ,State of KS,897,02-04-2013,Electronic,2148266465,24.39,07-05-2013,06-06-2013,13-06-2013,Yes,37,7
7050-KQLDO,Atlanta,770,29-09-2012,Electronic,9176928131,77.86,22-05-2013,21-06-2013,07-06-2013,No,16,0
4640-FGEJI,Montana,406,04-04-2013,Electronic,5666197272,42.37,01-09-2013,01-10-2013,24-09-2013,No,23,0
9174-IYKOC,State of OK,391,27-11-2012,Electronic,4489585769,87.31,30-05-2013,29-06-2013,15-06-2013,No,16,0
6833-ETVHD,Montana,406,30-04-2012,Electronic,8061367328,82.79,06-06-2012,06-07-2012,18-06-2012,No,12,0
4640-FGEJI,Montana,406,04-04-2013,Paper,5747215345,66.54,05-07-2012,04-08-2012,13-08-2012,Yes,39,9
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,7364920654,58.19,01-10-2012,31-10-2012,21-11-2012,Yes,51,21
4640-FGEJI,Montana,406,04-04-2013,Paper,572998733,70.02,19-04-2012,19-05-2012,21-05-2012,No,32,2
5613-UHVMG,Los Angeles,818,31-05-2012,Paper,7032806438,46.66,14-02-2012,15-03-2012,27-03-2012,No,42,12
7245-CKNCN,Montana,406,04-06-2012,Paper,8840023232,88.89,07-02-2012,08-03-2012,29-02-2012,No,22,0
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,7083555556,84.26,31-05-2012,30-06-2012,09-06-2012,No,9,0
6177-VTITE,State of KS,897,26-10-2012,Paper,2364345783,48.18,03-07-2012,02-08-2012,18-07-2012,No,15,0
2423-QOKIO,State of OK,391,11-05-2013,Electronic,8864060748,61.06,13-08-2013,12-09-2013,30-08-2013,No,17,0
8389-TCXFQ,Montana,406,24-08-2012,Electronic,4821175485,42.87,21-10-2012,20-11-2012,06-11-2012,No,16,0
5592-UQXSS,Atlanta,770,31-12-2012,Electronic,1653708883,44.04,26-11-2013,26-12-2013,21-12-2013,No,25,0
9758-AIEIK,Montana,406,23-04-2012,Electronic,6268305498,85.3,18-01-2013,17-02-2013,07-02-2013,No,20,0
3569-VJWXS,State of OK,391,09-04-2013,Paper,7117238418,36.26,03-03-2012,02-04-2012,28-03-2012,No,25,0
8690-EEBEO,State of KS,897,05-12-2012,Electronic,8673355331,64.18,26-07-2013,25-08-2013,26-08-2013,No,31,1
3569-VJWXS,State of OK,391,09-04-2013,Paper,7210230347,43.89,10-06-2012,10-07-2012,12-07-2012,Yes,32,2
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,7867318195,74.01,16-01-2012,15-02-2012,01-02-2012,No,16,0
0465-DTULQ,Atlanta,770,04-03-2013,Electronic,2528705556,63,02-04-2013,02-05-2013,28-04-2013,No,26,0
6177-VTITE,State of KS,897,26-10-2012,Electronic,2474022495,25.7,30-03-2013,29-04-2013,08-04-2013,No,9,0
9322-YCTQO,Montana,406,06-04-2012,Electronic,6762807531,97.91,05-10-2012,04-11-2012,08-11-2012,No,34,4
0709-LZRJV,State of OK,391,20-06-2013,Paper,3707879583,70.82,30-10-2012,29-11-2012,29-11-2012,No,30,0
7329-TWKLF,State of OK,391,20-11-2013,Paper,2899243412,74.22,30-06-2012,30-07-2012,23-07-2012,No,23,0
9014-WENVB,State of OK,391,03-08-2013,Paper,9938539742,65.19,26-11-2012,26-12-2012,25-12-2012,No,29,0
6177-VTITE,State of KS,897,26-10-2012,Paper,195359114,56.26,29-08-2012,28-09-2012,21-09-2012,Yes,23,0
3271-HYHDN,Los Angeles,818,28-04-2013,Paper,8240701264,46.1,05-01-2013,04-02-2013,12-01-2013,No,7,0
2621-XCLEH,Montana,406,24-09-2012,Electronic,97717897,70.93,31-03-2013,30-04-2013,25-05-2013,Yes,55,25
9883-SDWFS,State of KS,897,08-07-2013,Paper,8861999698,45.24,28-07-2012,27-08-2012,12-09-2012,Yes,46,16
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,7211101726,79.43,28-08-2012,27-09-2012,12-09-2012,Yes,15,0
3598-DNURW,State of OK,391,29-08-2012,Electronic,3162263646,90.91,29-09-2012,29-10-2012,19-10-2012,No,20,0
1080-NDGAE,State of OK,391,28-09-2012,Paper,2818239190,61.48,15-07-2012,14-08-2012,13-08-2012,No,29,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,684720070,66.25,03-04-2012,03-05-2012,15-05-2012,Yes,42,12
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,5641290183,54.49,09-12-2012,08-01-2013,07-01-2013,No,29,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,7372412216,90.57,28-09-2012,28-10-2012,02-11-2012,No,35,5
7938-EVASK,Montana,406,15-12-2012,Electronic,3836894738,58.43,13-06-2013,13-07-2013,14-07-2013,No,31,1
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,5865860062,48.42,19-03-2012,18-04-2012,09-05-2012,Yes,51,21
3831-FXWYK,Atlanta,770,08-03-2013,Paper,6120905901,78.39,01-09-2012,01-10-2012,27-09-2012,No,26,0
8102-ABPKQ,Los Angeles,818,29-08-2013,Paper,1454620628,66.88,15-03-2012,14-04-2012,05-05-2012,Yes,51,21
9212-BTDMX,State of OK,391,22-04-2012,Paper,4906343954,53.69,26-03-2012,25-04-2012,15-04-2012,No,20,0
4651-PMEXQ,Montana,406,04-07-2012,Electronic,4329916813,63.85,17-11-2012,17-12-2012,12-12-2012,No,25,0
9771-QTLGZ,Montana,406,10-12-2012,Paper,3755391775,32.88,16-05-2012,15-06-2012,31-05-2012,Yes,15,0
8976-AMJEO,Montana,406,03-03-2012,Electronic,4041880316,77.9,14-04-2012,14-05-2012,10-05-2012,No,26,0
5573-KSOIA,Montana,406,30-09-2013,Paper,4900239305,98.88,17-05-2013,16-06-2013,04-07-2013,Yes,48,18
7695-NKUXM,Los Angeles,818,21-11-2012,Electronic,5115237233,57.04,22-09-2013,22-10-2013,24-09-2013,No,2,0
8942-ERSWK,State of KS,897,11-01-2013,Electronic,8564835935,9.53,27-10-2013,26-11-2013,01-11-2013,No,5,0
2125-HJDLA,State of OK,391,22-05-2012,Electronic,380292674,26.83,02-03-2013,01-04-2013,10-04-2013,No,39,9
7260-ZHAKS,Atlanta,770,17-06-2012,Electronic,678458928,67.74,21-08-2012,20-09-2012,07-09-2012,No,17,0
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,4682843239,56.47,11-03-2012,10-04-2012,07-04-2012,Yes,27,0
5920-DPXLN,State of OK,391,11-11-2012,Electronic,6965323270,58.98,23-02-2013,25-03-2013,12-03-2013,No,17,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,4795998561,54.42,29-01-2013,28-02-2013,01-03-2013,No,31,1
2820-XGXSB,State of OK,391,26-01-2012,Electronic,5120935092,83.15,03-02-2012,04-03-2012,12-02-2012,No,9,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,2680537112,49.68,31-12-2012,30-01-2013,02-02-2013,No,33,3
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,2245157627,52.07,12-01-2013,11-02-2013,12-02-2013,No,31,1
6632-CGYHU,State of OK,391,08-01-2013,Electronic,5284159199,68.47,16-09-2013,16-10-2013,28-09-2013,No,12,0
9117-LYRCE,Montana,406,05-07-2013,Paper,9729507797,61.31,25-10-2012,24-11-2012,25-11-2012,No,31,1
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,3219214405,62.67,16-03-2013,15-04-2013,19-04-2013,Yes,34,4
7654-DOLHO,State of KS,897,04-04-2012,Electronic,3177584497,23.04,11-08-2012,10-09-2012,06-09-2012,No,26,0
3831-FXWYK,Atlanta,770,08-03-2013,Electronic,1587873226,65.55,23-07-2013,22-08-2013,28-08-2013,No,36,6
9250-VHLWY,State of KS,897,03-06-2013,Paper,3121730234,48.87,05-10-2012,04-11-2012,26-10-2012,No,21,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,4999718461,10.64,14-01-2013,13-02-2013,03-02-2013,No,20,0
8364-UWVLM,Los Angeles,818,10-11-2012,Paper,9242384432,105.85,10-10-2012,09-11-2012,31-10-2012,No,21,0
9250-VHLWY,State of KS,897,03-06-2013,Paper,5915326736,49.7,16-04-2012,16-05-2012,08-05-2012,No,22,0
0465-DTULQ,Atlanta,770,04-03-2013,Paper,8461427104,52.14,11-01-2013,10-02-2013,20-02-2013,Yes,40,10
9460-VAZGD,State of KS,897,10-08-2013,Paper,4962937321,67.82,06-06-2012,06-07-2012,26-06-2012,No,20,0
8389-TCXFQ,Montana,406,24-08-2012,Electronic,8502171486,73.6,30-11-2013,30-12-2013,07-01-2014,Yes,38,8
4651-PMEXQ,Montana,406,04-07-2012,Electronic,2050809961,78.74,25-10-2013,24-11-2013,23-11-2013,No,29,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,9121577010,76.25,28-09-2013,28-10-2013,24-10-2013,No,26,0
3831-FXWYK,Atlanta,770,08-03-2013,Electronic,9914585915,86.29,01-12-2013,31-12-2013,04-01-2014,No,34,4
4632-QZOKX,Montana,406,19-03-2013,Paper,3840426166,70.89,27-02-2012,28-03-2012,13-04-2012,Yes,46,16
9841-XLGBV,State of OK,391,03-01-2013,Paper,4114424286,46.25,16-03-2012,15-04-2012,24-04-2012,No,39,9
5875-VZQCZ,Los Angeles,818,15-07-2013,Paper,1621429066,87.55,26-10-2012,25-11-2012,25-11-2012,Yes,30,0
3569-VJWXS,State of OK,391,09-04-2013,Paper,1190360256,92.18,07-08-2012,06-09-2012,11-09-2012,Yes,35,5
8976-AMJEO,Montana,406,03-03-2012,Electronic,4039055586,97.63,21-05-2013,20-06-2013,14-06-2013,No,24,0
5920-DPXLN,State of OK,391,11-11-2012,Paper,990527729,58.73,04-11-2012,04-12-2012,09-12-2012,No,35,5
9286-VLKMI,State of KS,897,13-02-2013,Paper,6170784196,60.39,07-12-2012,06-01-2013,16-12-2012,No,9,0
5196-TWQXF,State of OK,391,20-06-2012,Paper,6470441610,56.88,11-05-2012,10-06-2012,12-06-2012,No,32,2
2687-XWAMA,Atlanta,770,03-04-2013,Paper,5320556174,57.88,15-10-2012,14-11-2012,20-10-2012,No,5,0
2687-XWAMA,Atlanta,770,03-04-2013,Paper,4706783878,84.13,17-10-2012,16-11-2012,29-10-2012,No,12,0
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,6662053878,61.47,21-09-2013,21-10-2013,21-10-2013,No,30,0
7841-HROAQ,State of OK,391,15-09-2013,Electronic,1393928750,72.62,11-11-2013,11-12-2013,20-11-2013,No,9,0
7856-ODQFO,Atlanta,770,05-08-2012,Electronic,7736319597,52.92,22-12-2012,21-01-2013,16-01-2013,Yes,25,0
6296-UKEUZ,State of KS,897,26-11-2012,Electronic,9215762028,35.1,27-02-2013,29-03-2013,04-03-2013,No,5,0
6177-VTITE,State of KS,897,26-10-2012,Electronic,5991374516,55.11,02-11-2013,02-12-2013,10-11-2013,No,8,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,7788984844,68,23-11-2012,23-12-2012,16-12-2012,No,23,0
6048-QPZCF,Montana,406,13-07-2012,Electronic,6412855977,77.14,09-11-2013,09-12-2013,28-11-2013,Yes,19,0
6004-KITZM,Los Angeles,818,01-09-2013,Paper,6578598443,54.33,21-03-2013,20-04-2013,09-04-2013,No,19,0
