Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Price
Ascot Vale,12/9 Milton St,2,u,S,Alexkarbon,18/06/2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley,-37.7733,144.9219,Western Metropolitan,442000
Ascot Vale,107/8 Burrowes St,2,u,S,Jellis,19/11/2016,5.9,3032,2,2,1,0,,,Moonee Valley,-37.7786,144.9141,Western Metropolitan,540000
Ascot Vale,21A Geddes St,3,h,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley,-37.7779,144.9133,Western Metropolitan,1037500
Ascot Vale,1/20 Newsom St,3,t,S,Jellis,19/11/2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley,-37.7744,144.9035,Western Metropolitan,1050000
Ascot Vale,4/27 Roseberry St,2,u,S,McDonald,19/11/2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley,-37.7749,144.9137,Western Metropolitan,440000
Ascot Vale,126 The Parade,2,h,S,Brad,19/11/2016,5.9,3032,2,1,1,325,,,Moonee Valley,-37.7722,144.9117,Western Metropolitan,1010000
Ascot Vale,43 Bloomfield Rd,4,h,S,Nelson,22/05/2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley,-37.7766,144.9187,Western Metropolitan,1430000
Ascot Vale,6/17 Geddes St,2,u,VB,Nelson,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley,-37.7779,144.9137,Western Metropolitan,570000
Ascot Vale,1/60 The Parade,2,u,S,Brad,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley,-37.7728,144.9169,Western Metropolitan,690000
Ascot Vale,45 Bloomfield Rd,3,h,S,Brad,23/04/2016,5.9,3032,3,1,2,414,,,Moonee Valley,-37.7766,144.9185,Western Metropolitan,1291000
Ascot Vale,21 Middle St,3,h,S,Nelson,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley,-37.7774,144.928,Western Metropolitan,1130000
Ascot Vale,78 Francis St,3,h,S,Brad,24/09/2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley,-37.777,144.9176,Western Metropolitan,1135000
Ascot Vale,25 Geddes St,4,h,PI,Nelson,24/09/2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley,-37.7778,144.9131,Western Metropolitan,950000
Ascot Vale,106/246 Union Rd,3,u,PI,Weda,24/09/2016,5.9,3032,3,2,1,0,148,,Moonee Valley,-37.7722,144.9163,Western Metropolitan,790000
Ascot Vale,18/54 Epsom Rd,2,u,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,-37.7731,144.9074,Western Metropolitan,390000
Ascot Vale,15 Mirams St,4,h,S,Jellis,25/02/2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley,-37.7769,144.9138,Western Metropolitan,1345000
Ascot Vale,44 Walter St,3,h,S,Barry,25/02/2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley,-37.7727,144.9055,Western Metropolitan,1381500
Ascot Vale,25 Dalgety Dr,3,h,S,Jellis,26/07/2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley,-37.7778,144.9061,Western Metropolitan,940000
Ascot Vale,7 Dalgety Dr,3,h,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley,-37.7778,144.9042,Western Metropolitan,995000
Ascot Vale,37 Epsom Rd,3,h,SP,Frank,26/07/2016,5.9,3032,3,1,3,536,,,Moonee Valley,-37.7728,144.9076,Western Metropolitan,1050000
Ascot Vale,6 Waller Ct,3,h,S,Brad,26/07/2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley,-37.7816,144.9217,Western Metropolitan,786000
Ascot Vale,17 Ascot St,2,h,PI,Nelson,27/06/2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley,-37.7825,144.9206,Western Metropolitan,705000
Ascot Vale,73 Kent St,2,h,PI,Nelson,27/06/2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley,-37.7807,144.9285,Western Metropolitan,760000
Ascot Vale,9/129 The Parade,3,u,S,Hodges,27/06/2016,5.9,3032,3,1,3,0,,1972,Moonee Valley,-37.7723,144.9094,Western Metropolitan,487500
Ascot Vale,1 East St,3,t,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley,-37.7766,144.9277,Western Metropolitan,1000000
Ascot Vale,32 Geddes St,4,h,PI,Nelson,27/11/2016,5.9,3032,4,2,1,349,,1920,Moonee Valley,-37.7775,144.913,Western Metropolitan,1110000
Ascot Vale,30 Mirams St,4,h,PI,Jellis,27/11/2016,5.9,3032,4,1,4,664,,,Moonee Valley,-37.7765,144.9132,Western Metropolitan,1300000
Ascot Vale,43 Mirams St,3,h,PI,Nelson,27/11/2016,5.9,3032,3,1,1,555,,,Moonee Valley,-37.7767,144.9125,Western Metropolitan,1060000
Ascot Vale,45 Mirams St,3,h,PI,Nelson,27/11/2016,5.9,3032,3,2,2,459,,,Moonee Valley,-37.7767,144.9124,Western Metropolitan,1410000
Ascot Vale,1 Bloomfield Rd,3,h,S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley,-37.7768,144.9223,Western Metropolitan,1305000
Ascot Vale,26 Milton St,3,h,S,Nelson,28/05/2016,5.9,3032,3,2,1,254,,,Moonee Valley,-37.7738,144.9215,Western Metropolitan,932500
Ascot Vale,10 Ayr St,3,h,S,Alexkarbon,28/08/2016,5.9,3032,3,1,0,216,,,Moonee Valley,-37.7792,144.9297,Western Metropolitan,965000
Ascot Vale,58 Bloomfield Rd,3,h,S,Stockdale,28/08/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,-37.7762,144.9174,Western Metropolitan,1215000
Ascot Vale,1/91 Epsom Rd,2,u,S,Nelson,28/08/2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley,-37.7772,144.9118,Western Metropolitan,545000
Ascot Vale,5 Doncaster St,4,h,S,Jellis,30/07/2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley,-37.7774,144.9104,Western Metropolitan,1705000
Ascot Vale,6 McCully St,3,h,S,Nelson,30/07/2016,5.9,3032,2,1,1,194,,,Moonee Valley,-37.7756,144.921,Western Metropolitan,970000
Ascot Vale,75 Munro St,2,h,S,Barry,30/07/2016,5.9,3032,2,1,1,407,,,Moonee Valley,-37.7756,144.9105,Western Metropolitan,925000
Ashburton,61 Dent St,4,h,S,Marshall,3/9/2016,11,3147,4,3,2,753,399,2015,Boroondara,-37.8669,145.0767,Southern Metropolitan,2650000
Ashburton,69 Albion Rd,3,h,S,Jellis,3/12/2016,11,3147,3,2,2,599,220,1930,Boroondara,-37.8673,145.0688,Southern Metropolitan,1670000
Ashburton,1/17 Ashburn Gr,3,t,S,Buxton,3/12/2016,11,3147,3,2,2,203,,,Boroondara,-37.8655,145.0807,Southern Metropolitan,955000
Ashburton,3/39 Solway St,3,t,S,Fletchers,3/12/2016,11,3147,3,3,4,310,315,2014,Boroondara,-37.874,145.0714,Southern Metropolitan,2050000
Ashburton,101/218 High St,2,u,VB,Fletchers,4/3/2017,11,3147,2,1,1,710,,2010,Boroondara,-37.8636,145.0794,Southern Metropolitan,500000
Ashburton,51 Victory Bvd,2,h,S,Jellis,4/3/2017,11,3147,2,1,2,679,,,Boroondara,-37.869,145.0822,Southern Metropolitan,1575000
Ashburton,3 Dunlop St,3,h,S,Jellis,4/6/2016,11,3147,3,2,2,731,149,1935,Boroondara,-37.8666,145.0676,Southern Metropolitan,1555000
Ashburton,16a Nicholas St,3,h,PI,Marshall,8/10/2016,11,3147,3,3,2,276,178,2004,Boroondara,-37.8699,145.0778,Southern Metropolitan,1100000
Ashburton,5 Nicholas St,3,h,S,Buxton,8/10/2016,11,3147,3,1,2,583,112,1950,Boroondara,-37.8685,145.0786,Southern Metropolitan,1337000
Ashburton,115 Ashburn Gr,8,h,S,hockingstuart,10/9/2016,11,3147,9,7,4,1472,618,2009,Boroondara,-37.8729,145.0788,Southern Metropolitan,2950000
Ashburton,33 Eleanor St,4,h,SP,Marshall,10/9/2016,11,3147,4,2,1,681,,1940,Boroondara,-37.8612,145.0858,Southern Metropolitan,2215000
Ashburton,1/1 Nairn St,3,h,S,Jellis,10/9/2016,11,3147,3,2,2,516,145,1920,Boroondara,-37.8675,145.0668,Southern Metropolitan,1518000
Ashburton,9 Gona Ct,3,h,S,hockingstuart,10/12/2016,11,3147,3,1,2,806,101,1950,Boroondara,-37.8695,145.084,Southern Metropolitan,1710000
Ashburton,45 Yuile St,3,h,S,Jellis,10/12/2016,11,3147,3,1,3,780,152,1940,Boroondara,-37.8599,145.0815,Southern Metropolitan,1655000
Ashburton,47 Yuile St,4,h,VB,Marshall,12/11/2016,11,3147,4,2,2,780,180,1938,Boroondara,-37.86,145.0817,Southern Metropolitan,1550000
Ashburton,6a Glen Rd,3,h,S,Jellis,14/05/2016,11,3147,3,2,2,351,228,2006,Boroondara,-37.8742,145.07,Southern Metropolitan,1662000
Ashburton,18 Glen Rd,3,h,S,Jellis,15/10/2016,11,3147,3,2,3,702,145,1945,Boroondara,-37.8737,145.0695,Southern Metropolitan,1665000
Ashburton,95 Nicholas St,2,h,S,Jellis,16/04/2016,11,3147,2,1,2,704,,,Boroondara,-37.8745,145.0738,Southern Metropolitan,1445000
Ashburton,29A Yuile St,5,h,S,Jellis,18/03/2017,11,3147,5,5,2,755,444,2015,Boroondara,-37.8598,145.0796,Southern Metropolitan,3510000
Ashburton,3/75 Victory Bvd,3,t,S,Jellis,18/06/2016,11,3147,3,1,1,227,,,Boroondara,-37.8709,145.0857,Southern Metropolitan,968000
Ashburton,2/17 Ashburn Gr,3,t,S,Jellis,19/11/2016,11,3147,3,2,2,153,110,1990,Boroondara,-37.8655,145.0808,Southern Metropolitan,900000
Ashburton,4 Baker Pde,3,h,S,hockingstuart,22/05/2016,11,3147,3,1,2,545,,,Boroondara,-37.8605,145.0833,Southern Metropolitan,1500000
Ashburton,15 Comas Gr,5,h,S,Jellis,22/08/2016,11,3147,6,4,2,1075,390,2010,Boroondara,-37.8714,145.073,Southern Metropolitan,2752000
Ashburton,3 Mustang Ct,3,h,VB,Jellis,22/08/2016,11,3147,3,2,2,710,139,1945,Boroondara,-37.8653,145.0897,Southern Metropolitan,1500000
Ashburton,63 Dent St,4,h,S,Jellis,25/02/2017,11,3147,4,2,4,749,206,1950,Boroondara,-37.8669,145.077,Southern Metropolitan,1800000
Ashburton,4 Vears Rd,3,h,S,Jellis,25/02/2017,11,3147,3,2,3,724,168,1940,Boroondara,-37.8619,145.0879,Southern Metropolitan,1830000
Ashburton,14 Lucerne St,3,h,S,Buxton,27/06/2016,11,3147,3,1,1,605,111,1950,Boroondara,-37.8703,145.0774,Southern Metropolitan,1415000
Ashburton,5 Pitt St,2,h,PI,Jellis,27/06/2016,11,3147,2,1,1,687,104,1940,Boroondara,-37.872,145.0692,Southern Metropolitan,1440000
Ashburton,1/65 Ashburn Gr,4,t,VB,Noel,27/11/2016,11,3147,4,2,2,321,199,2007,Boroondara,-37.8693,145.08,Southern Metropolitan,1250000
Ashburton,12 Meaden St,3,h,S,Buxton,27/11/2016,11,3147,3,1,2,583,,,Boroondara,-37.8679,145.0781,Southern Metropolitan,1422000
Ashburton,48 Nicholas St,5,h,S,Marshall,27/11/2016,11,3147,5,3,4,700,266,1950,Boroondara,-37.8724,145.0758,Southern Metropolitan,1600000
Ashburton,5 Taylor St,4,h,S,Jellis,27/11/2016,11,3147,4,2,3,696,274,2000,Boroondara,-37.8711,145.0746,Southern Metropolitan,1860000
Ashburton,1/7 Y St,3,t,S,Marshall,27/11/2016,11,3147,3,2,2,295,,1990,Boroondara,-37.8624,145.0798,Southern Metropolitan,1710000
Ashburton,33 Highgate Gr,4,h,PI,hockingstuart,28/05/2016,11,3147,4,2,2,514,240,1935,Boroondara,-37.8664,145.0772,Southern Metropolitan,1790000
Ashburton,9 Pitt St,4,h,S,Tim,28/05/2016,11,3147,4,2,2,844,278,1940,Boroondara,-37.8715,145.0688,Southern Metropolitan,1950000
Ashburton,9 Ward St,3,h,S,Fletchers,28/05/2016,11,3147,3,1,2,637,,,Boroondara,-37.8645,145.0797,Southern Metropolitan,1600000
Ashburton,159 Ashburn Gr,3,h,PI,Marshall,28/08/2016,11,3147,3,1,2,1063,,,Boroondara,-37.8752,145.0754,Southern Metropolitan,1320000
Ashburton,19 Poulter St,3,h,S,Marshall,28/08/2016,11,3147,3,1,1,697,164,1947,Boroondara,-37.8636,145.0903,Southern Metropolitan,1650000
Ashwood,18 Teck St,2,h,S,Tim,3/9/2016,12.2,3147,2,1,1,583,,1950,Monash,-37.8693,145.1082,Southern Metropolitan,995000
Ashwood,28 Raymond St,3,h,S,Woodards,3/12/2016,12.2,3147,3,1,1,842,,,Monash,-37.867,145.1092,Southern Metropolitan,1250000
Ashwood,31a Douglas St,3,u,S,Tim,4/3/2017,12.2,3147,3,2,2,467,,,Monash,-37.8639,145.0968,Southern Metropolitan,1045000
Ashwood,1/53 Winbirra Pde,4,h,SP,Purplebricks,4/3/2017,12.2,3147,4,3,2,372,201,2016,Monash,-37.8716,145.0999,Southern Metropolitan,1200000
Ashwood,18 Montrose St,2,h,VB,Jellis,4/6/2016,12.2,3147,2,1,2,695,114,1950,Monash,-37.8694,145.0944,Southern Metropolitan,1075000
Ashwood,4 Scenic Dr,4,h,S,Fletchers,6/8/2016,12.2,3147,2,2,2,621,203,2000,Monash,-37.8647,145.1023,Southern Metropolitan,1500000
Ashwood,8 Rocklands Rd,3,h,S,Tim,7/5/2016,12.2,3147,3,1,2,723,,,Monash,-37.8642,145.1109,Southern Metropolitan,1120000
Ashwood,1/7 Farmer St,2,t,S,hockingstuart,7/11/2016,12.2,3147,2,1,2,367,110,1970,Monash,-37.8662,145.109,Southern Metropolitan,700000
Ashwood,1/136 High Street Rd,3,h,PI,Fletchers,7/11/2016,12.2,3147,3,2,4,400,94,1950,Monash,-37.8675,145.106,Southern Metropolitan,761000
Ashwood,10 Maroondah Rd,4,h,SP,Buxton,8/10/2016,12.2,3147,4,2,1,724,,,Monash,-37.8651,145.1109,Southern Metropolitan,1270000
Ashwood,4 Peppermint Ct,4,h,S,Buxton,8/10/2016,12.2,3147,4,2,2,526,,,Monash,-37.8661,145.1013,Southern Metropolitan,1510000
Ashwood,35 Douglas St,3,h,S,Fletchers,10/9/2016,12.2,3147,3,1,1,792,792,1950,Monash,-37.864,145.0972,Southern Metropolitan,1365000
Ashwood,95 Huntingdale Rd,4,h,VB,Tim,10/12/2016,12.2,3147,3,2,2,803,152,1970,Monash,-37.8621,145.1126,Southern Metropolitan,1100000
Ashwood,8 Maroondah Rd,4,h,S,Buxton,13/08/2016,12.2,3147,4,3,2,724,,,Monash,-37.8651,145.1107,Southern Metropolitan,1415000
Ashwood,1/7 Murra Ct,2,u,S,Ray,14/05/2016,12.2,3147,2,1,1,216,90,2003,Monash,-37.8711,145.1017,Southern Metropolitan,690000
Ashwood,58 Ashwood Dr,3,h,S,Jellis,15/10/2016,12.2,3147,3,2,3,782,215,1950,Monash,-37.8621,145.1021,Southern Metropolitan,1631000
Ashwood,3 Harold St,4,h,S,Buxton,15/10/2016,12.2,3147,4,2,1,593,255,1930,Monash,-37.8655,145.096,Southern Metropolitan,1500000
Ashwood,9 Katta Ct,3,h,S,Harcourts,16/07/2016,12.2,3147,2,1,2,772,,,Monash,-37.8707,145.1036,Southern Metropolitan,1060000
Ashwood,16 Scenic Dr,5,h,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash,-37.8637,145.1024,Southern Metropolitan,1529500
Ashwood,4/36 Queens Pde,2,u,S,Noel,18/03/2017,12.2,3147,2,1,1,153,80,1970,Monash,-37.8696,145.0962,Southern Metropolitan,600000
Ashwood,4/24 Mulgrave St,2,u,S,Woodards,18/06/2016,12.2,3147,2,1,1,72,,,Monash,-37.8702,145.1042,Southern Metropolitan,535000
Ashwood,147 Huntingdale Rd,3,h,S,Buxton,19/11/2016,12.2,3147,3,1,1,557,,1960,Monash,-37.8671,145.1117,Southern Metropolitan,785000
Ashwood,17 Parkhill Dr,4,h,S,Tim,19/11/2016,12.2,3147,4,2,2,766,192,1950,Monash,-37.8629,145.1097,Southern Metropolitan,1240000
Ashwood,2/6 Murra Ct,2,u,S,hockingstuart,22/08/2016,12.2,3147,2,1,2,192,88,2007,Monash,-37.8709,145.102,Southern Metropolitan,700000
Ashwood,12 Leonard St,4,h,S,Buxton,24/09/2016,12.2,3147,4,2,1,727,,,Monash,-37.8669,145.1106,Southern Metropolitan,1350000
Ashwood,4 Teck St,2,h,S,Fletchers,24/09/2016,12.2,3147,2,1,1,586,86,1950,Monash,-37.8683,145.1082,Southern Metropolitan,1110000
Ashwood,14 Ashwood Dr,3,h,S,Jellis,25/02/2017,12.2,3147,3,1,1,760,120,1960,Monash,-37.858,145.1038,Southern Metropolitan,1305000
Ashwood,1/2 Condah Ct,3,h,S,Noel,25/02/2017,12.2,3147,3,2,1,320,85,1958,Monash,-37.87,145.1103,Southern Metropolitan,855000
Ashwood,1/16 Raymond St,3,t,S,Jellis,27/11/2016,12.2,3147,3,2,2,256,134,2012,Monash,-37.8655,145.1096,Southern Metropolitan,900500
Ashwood,4 Newbury Ct,3,h,VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash,-37.8614,145.1098,Southern Metropolitan,1200000
Ashwood,2/53 Salisbury Rd,3,t,S,Barry,28/08/2016,12.2,3147,2,1,2,212,130,2012,Monash,-37.8723,145.1089,Southern Metropolitan,830000
Avondale Heights,8 Norma Ct,3,h,S,Moonee,3/9/2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley,-37.7677,144.8674,Western Metropolitan,850000
Avondale Heights,9 Rogerson St,3,h,SP,Moonee,3/9/2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley,-37.7634,144.8611,Western Metropolitan,750000
Avondale Heights,157 Canning St,3,t,S,Nelson,3/12/2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley,-37.77,144.8572,Western Metropolitan,851000
Avondale Heights,105 Canning St,3,h,S,Nelson,4/3/2017,10.5,3034,3,1,2,542,,,Moonee Valley,-37.7706,144.8629,Western Metropolitan,848000
Avondale Heights,36 Wood St,4,h,S,Moonee,4/3/2017,10.5,3034,4,2,1,350,,2008,Moonee Valley,-37.7676,144.859,Western Metropolitan,806000
Avondale Heights,2 Arbor Tce,4,h,S,Nelson,4/6/2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley,-37.7654,144.8655,Western Metropolitan,1155000
Avondale Heights,3 Karen Ct,3,h,VB,Nelson,4/6/2016,10.5,3034,3,2,2,671,,,Moonee Valley,-37.7593,144.871,Western Metropolitan,670000
Avondale Heights,6 Lovett Dr,4,h,S,Nelson,4/6/2016,10.5,3034,4,5,4,673,,,Moonee Valley,-37.7545,144.8736,Western Metropolitan,1200000
Avondale Heights,12 Skewes St,3,h,S,Nelson,4/6/2016,10.5,3034,2,1,2,571,,,Moonee Valley,-37.7605,144.8581,Western Metropolitan,636000
Avondale Heights,68 Thompson St,3,h,S,Nelson,6/8/2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley,-37.7591,144.8542,Western Metropolitan,680000
Avondale Heights,14 Lovett Dr,4,h,S,Moonee,7/5/2016,10.5,3034,4,3,2,789,,,Moonee Valley,-37.7537,144.8729,Western Metropolitan,1160000
Avondale Heights,31 Duke St,3,h,S,Barry,8/10/2016,10.5,3034,3,1,1,529,,,Moonee Valley,-37.7721,144.8576,Western Metropolitan,750000
Avondale Heights,97 Military Rd,3,h,SP,Moonee,8/10/2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley,-37.7632,144.8622,Western Metropolitan,627500
Avondale Heights,21 River Dr,3,t,S,Moonee,8/10/2016,10.5,3034,3,2,2,339,,,Moonee Valley,-37.7519,144.8534,Western Metropolitan,880000
Avondale Heights,3 Clive Ct,4,h,S,Moonee,10/12/2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley,-37.7524,144.8714,Western Metropolitan,950000
Avondale Heights,22 Warrick Ct,4,h,PI,Nelson,10/12/2016,10.5,3034,4,3,3,1801,,,Moonee Valley,-37.7532,144.8766,Western Metropolitan,1600000
Avondale Heights,2/6 Nelson Ct,2,t,S,Barry,11/2/2017,10.5,3034,2,1,1,136,,2012,Moonee Valley,-37.7623,144.8613,Western Metropolitan,585000
Avondale Heights,7 Monmouth St,3,h,SP,Moonee,15/10/2016,10.5,3034,3,1,3,574,,,Moonee Valley,-37.7627,144.857,Western Metropolitan,650000
Avondale Heights,15 River Dr,3,h,SP,Moonee,15/10/2016,10.5,3034,3,1,4,606,,,Moonee Valley,-37.752,144.854,Western Metropolitan,725000
Avondale Heights,16a Arbor Tce,3,u,S,Brad,16/04/2016,10.5,3034,3,2,1,289,,,Moonee Valley,-37.7644,144.8657,Western Metropolitan,665000
Avondale Heights,40a Herbert St,3,h,S,Nelson,16/04/2016,10.5,3034,3,1,1,177,,,Moonee Valley,-37.7664,144.8583,Western Metropolitan,560500
Avondale Heights,185 Military Rd,3,h,SP,Moonee,16/07/2016,10.5,3034,3,1,2,649,,,Moonee Valley,-37.758,144.86,Western Metropolitan,615000
Avondale Heights,33 Wood St,3,h,S,Nelson,16/07/2016,10.5,3034,3,1,3,704,,,Moonee Valley,-37.7681,144.8592,Western Metropolitan,845000
Avondale Heights,14 Herbert St,3,h,SA,Barry,17/09/2016,10.5,3034,3,1,2,322,,,Moonee Valley,-37.7686,144.8576,Western Metropolitan,585000
Avondale Heights,2/10 Military Rd,2,u,S,Nelson,18/03/2017,10.5,3034,2,1,1,263,,1999,Moonee Valley,-37.7697,144.8657,Western Metropolitan,440000
Avondale Heights,9 Willow Dr,3,h,S,Moonee,18/03/2017,10.5,3034,3,1,2,766,149,,Moonee Valley,-37.7522,144.8518,Western Metropolitan,850000
Avondale Heights,8 Westminster Dr,5,h,SP,Moonee,18/06/2016,10.5,3034,5,2,4,574,,,Moonee Valley,-37.7639,144.8615,Western Metropolitan,850000
Avondale Heights,8 Herbert St,3,h,S,Nelson,22/05/2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley,-37.7691,144.8575,Western Metropolitan,705000
Avondale Heights,2 Hillman Ct,4,h,VB,Brad,22/05/2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley,-37.7609,144.8639,Western Metropolitan,1100000
Avondale Heights,20 Westminster Dr,3,h,S,Nelson,22/05/2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley,-37.7642,144.8603,Western Metropolitan,892500
Avondale Heights,8 Moffat St,3,h,S,HAR,23/04/2016,10.5,3034,3,1,2,588,,,Moonee Valley,-37.771,144.8586,Western Metropolitan,695000
Avondale Heights,1/24 Bordeaux St,2,h,S,Nelson,24/09/2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley,-37.756,144.8641,Western Metropolitan,522500
Avondale Heights,72 Military Rd,4,h,PI,Nelson,24/09/2016,10.5,3034,4,2,2,554,140,1960,Moonee Valley,-37.7649,144.8633,Western Metropolitan,680000
Avondale Heights,1/5 South Tce,3,u,S,Nelson,24/09/2016,10.5,3034,3,1,1,260,,1990,Moonee Valley,-37.7507,144.8576,Western Metropolitan,500000
Avondale Heights,1/4 Weyburn Pl,2,t,SP,Moonee,24/09/2016,10.5,3034,2,1,2,158,,1993,Moonee Valley,-37.7592,144.8681,Western Metropolitan,550000
Avondale Heights,19 Clarendon St,3,h,S,Jas,25/02/2017,10.5,3034,3,2,2,705,,,Moonee Valley,-37.766,144.8596,Western Metropolitan,730000
Avondale Heights,2 Drake Ct,3,h,S,Edward,25/02/2017,10.5,3034,3,1,3,812,117,1960,Moonee Valley,-37.765,144.8578,Western Metropolitan,875000
Avondale Heights,11 South Tce,3,h,SP,Moonee,25/02/2017,10.5,3034,3,2,8,585,,,Moonee Valley,-37.751,144.8571,Western Metropolitan,850000
Avondale Heights,61 Doyle St,3,h,SP,Moonee,26/07/2016,10.5,3034,3,1,1,597,,,Moonee Valley,-37.7568,144.8572,Western Metropolitan,635000
Avondale Heights,109 North Rd,4,h,S,Nelson,26/07/2016,10.5,3034,4,2,2,589,150,1961,Moonee Valley,-37.7573,144.8534,Western Metropolitan,762000
Avondale Heights,2/4 Carmyle Ct,2,u,PI,Barry,27/11/2016,10.5,3034,2,1,1,0,85,1995,Moonee Valley,-37.7608,144.863,Western Metropolitan,411000
Avondale Heights,10 Intervale Dr,4,h,S,Barry,27/11/2016,10.5,3034,4,2,2,570,,,Moonee Valley,-37.7513,144.859,Western Metropolitan,790000
Avondale Heights,328 Milleara Rd,4,h,S,Barry,27/11/2016,10.5,3034,4,1,0,569,,,Moonee Valley,-37.7563,144.8601,Western Metropolitan,605000
Avondale Heights,10 Skewes St,3,h,S,Nelson,27/11/2016,10.5,3034,3,2,2,593,103,1970,Moonee Valley,-37.7607,144.8581,Western Metropolitan,805000
Avondale Heights,62 Skewes St,4,h,S,Moonee,27/11/2016,10.5,3034,4,2,4,585,,1960,Moonee Valley,-37.757,144.8566,Western Metropolitan,890000
Avondale Heights,49 Rogerson St,3,h,S,Barry,28/05/2016,10.5,3034,3,1,1,549,,,Moonee Valley,-37.7644,144.8575,Western Metropolitan,795000
Avondale Heights,43 Skewes St,3,h,S,Nelson,28/05/2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley,-37.7584,144.8568,Western Metropolitan,634000
Avondale Heights,63 Doyle St,3,h,SP,Moonee,28/08/2016,10.5,3034,3,1,1,590,,1960,Moonee Valley,-37.7567,144.8572,Western Metropolitan,642000
Avondale Heights,235 Military Rd,3,h,S,Barry,28/08/2016,10.5,3034,3,2,3,638,,,Moonee Valley,-37.7546,144.8585,Western Metropolitan,863000
Avondale Heights,57 North Rd,3,h,SP,Moonee,28/08/2016,10.5,3034,3,1,2,607,,,Moonee Valley,-37.7546,144.857,Western Metropolitan,740000
Balaclava,18 Linton St,4,h,S,Gary,3/9/2016,6.6,3183,3,2,1,244,180,1900,Port Phillip,-37.8668,144.9928,Southern Metropolitan,1819000
Balaclava,7/72 Grosvenor St,2,u,PI,hockingstuart,3/12/2016,6.6,3183,2,1,2,0,61,1965,Port Phillip,-37.8731,144.9958,Southern Metropolitan,410000
Balaclava,3/88 Grosvenor St,1,u,VB,hockingstuart,7/5/2016,6.6,3183,1,1,1,0,,,Port Phillip,-37.8733,144.997,Southern Metropolitan,280000
Balaclava,1/34 Gourlay St,2,t,S,Gary,7/11/2016,6.6,3183,2,1,2,114,120,2000,Port Phillip,-37.8723,144.9961,Southern Metropolitan,1015000
Balaclava,4/9 Gourlay St,2,u,S,Buxton,15/10/2016,6.6,3183,2,1,1,0,65,1960,Port Phillip,-37.8725,144.9952,Southern Metropolitan,502500
Balaclava,1/22 Sycamore Gr,2,u,S,Gary,15/10/2016,6.6,3183,2,1,0,0,58,1970,Port Phillip,-37.8742,144.9972,Southern Metropolitan,520000
Balaclava,6/23 Gourlay St,2,u,SP,Buxton,17/09/2016,6.6,3183,2,1,1,0,61,1960,Port Phillip,-37.8726,144.9962,Southern Metropolitan,442000
Balaclava,6 Blenheim St,3,h,S,McGrath,18/06/2016,6.6,3183,3,1,1,178,100,1920,Port Phillip,-37.8663,144.9948,Southern Metropolitan,1193000
Balaclava,3/20 Orange Gr,2,u,S,Chisholm,18/06/2016,6.6,3183,2,1,1,0,49,1960,Port Phillip,-37.8678,144.9966,Southern Metropolitan,416000
Balaclava,2/360 Carlisle St,2,u,S,Gary,19/11/2016,6.6,3183,2,1,1,0,,,Port Phillip,-37.8691,144.9974,Southern Metropolitan,820000
